fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
1996-03-31,1996-04-18,0.41,0.38,0.03,7.8947,pre-market
1996-06-30,1996-07-19,0.39,0.39,0,0,pre-market
1996-09-30,1996-10-18,0.27,0.39,-0.12,-30.7692,pre-market
1996-12-31,1997-02-06,0.19,0.16,0.03,18.75,pre-market
1997-03-31,1997-04-21,0.24,0.19,0.05,26.3158,pre-market
1997-06-30,1997-07-17,0.35,0.25,0.1,40,pre-market
1997-09-30,1997-10-16,0.43,0.36,0.07,19.4444,pre-market
1997-12-31,1998-01-29,0.45,0.44,0.01,2.2727,pre-market
1998-03-31,1998-04-16,0.41,0.44,-0.03,-6.8182,pre-market
1998-06-30,1998-07-16,0.28,0.27,0.01,3.7037,pre-market
1998-09-30,1998-10-15,0.03,0.11,-0.08,-72.7273,pre-market
1998-12-31,1998-12-31,-0.1201,None,0,None,pre-market
1999-03-31,1999-03-31,0.0691,None,0,None,pre-market
1999-06-30,1999-07-15,0.07,0.07,0,0,pre-market
1999-09-30,1999-10-14,0.36,0.3,0.06,20,pre-market
1999-12-31,2000-01-27,0.58,0.41,0.17,41.4634,pre-market
2000-03-31,2000-04-20,0.47,0.58,-0.11,-18.9655,pre-market
2000-06-30,2000-07-27,0.62,0.62,0,0,pre-market
2000-09-30,2000-10-19,0.47,0.43,0.04,9.3023,pre-market
2000-12-31,2001-02-01,0.23,0.18,0.05,27.7778,pre-market
2001-03-31,2001-04-24,-0.07,0.04,-0.11,-275,pre-market
2001-06-30,2001-07-26,0.01,None,0,None,pre-market
2001-09-30,2001-10-25,-0.22,-0.05,-0.17,-340,pre-market
2001-12-31,2002-01-30,-0.04,-0.13,0.09,69.2308,pre-market
2002-03-31,2002-04-24,-0.03,-0.03,0,0,pre-market
2002-06-30,2002-07-24,0.04,None,0,None,pre-market
2002-09-30,2002-10-23,-0.03,-0.02,-0.01,-50,pre-market
2002-12-31,2003-01-29,-0.03,-0.1,0.07,70,pre-market
2003-03-31,2003-04-23,-0.04,-0.09,0.05,55.5556,pre-market
2003-06-30,2003-07-23,-0.01,-0.04,0.03,75,pre-market
2003-09-30,2003-10-22,0.02,0.02,0,0,pre-market
2003-12-31,2004-01-28,-0.1,0.03,-0.13,-433.3333,pre-market
2004-03-31,2004-04-21,0.1,0.06,0.04,66.6667,pre-market
2004-06-30,2004-07-22,0.32,0.19,0.13,68.4211,pre-market
2004-09-30,2004-10-21,0.24,0.28,-0.04,-14.2857,pre-market
2004-12-31,2005-02-03,0.11,0.17,-0.06,-35.2941,pre-market
2005-03-31,2005-04-21,0.3,0.15,0.15,100,pre-market
2005-06-30,2005-07-20,0.25,0.19,0.06,31.5789,pre-market
2005-09-30,2005-10-20,0.42,0.27,0.15,55.5556,pre-market
2005-12-31,2006-02-02,0.53,0.41,0.12,29.2683,pre-market
2006-03-31,2006-04-20,0.15,-0.07,0.22,314.2857,pre-market
2006-06-30,2006-07-20,0.21,0.15,0.06,40,pre-market
2006-09-30,2006-10-26,0.18,0.12,0.06,50,pre-market
2006-12-31,2007-02-01,0.23,0.05,0.18,360,pre-market
2007-03-31,2007-04-26,0.07,0.04,0.03,75,pre-market
2007-06-30,2007-07-26,0.09,0.06,0.03,50,pre-market
2007-09-30,2007-10-25,0.1,0.11,-0.01,-9.0909,pre-market
2007-12-31,2008-01-31,0.09,0.08,0.01,12.5,pre-market
2008-03-31,2008-04-24,0.08,0.07,0.01,14.2857,pre-market
2008-06-30,2008-07-24,0.01,None,0,None,pre-market
2008-09-30,2008-10-23,0.0016,None,0,None,pre-market
2008-12-31,2009-02-05,-0.33,-0.16,-0.17,-106.25,pre-market
2009-03-31,2009-04-23,-0.27,-0.25,-0.02,-8,pre-market
2009-06-30,2009-07-22,-0.97,-0.21,-0.76,-361.9048,pre-market
2009-09-30,2009-10-21,-0.003,-0.1,0.097,97,pre-market
2009-12-31,2010-01-27,0.03,-0.06,0.09,150,pre-market
2010-03-31,2010-04-21,0.04,0.05,-0.01,-20,pre-market
2010-06-30,2010-07-21,0.28,0.13,0.15,115.3846,pre-market
2010-09-30,2010-10-20,0.32,0.24,0.08,33.3333,pre-market
2010-12-31,2011-01-26,0.39,0.4,-0.01,-2.5,pre-market
2011-03-31,2011-04-20,0.27,0.27,0,0,pre-market
2011-06-30,2011-07-20,0.21,0.21,0,0,pre-market
2011-09-30,2011-10-19,0.14,0.08,0.06,75,pre-market
2011-12-31,2012-02-01,0.03,0.05,-0.02,-40,pre-market
2012-03-31,2012-04-25,-0.13,-0.1,-0.03,-30,pre-market
2012-06-30,2012-07-25,-0.09,-0.07,-0.02,-28.5714,pre-market
2012-09-30,2012-10-24,-0.1,-0.07,-0.03,-42.8571,pre-market
2012-12-31,2013-01-30,-0.21,-0.21,0,0,pre-market
2013-03-31,2013-05-01,-0.43,-0.33,-0.1,-30.303,pre-market
2013-06-30,2013-07-31,-0.05,-0.07,0.02,28.5714,pre-market
2013-09-30,2013-10-30,-0.27,-0.02,-0.25,-1250,pre-market
2013-12-31,2014-02-12,-0.1,-0.1,0,0,pre-market
2014-03-31,2014-04-30,0.02,-0.04,0.06,150,pre-market
2014-06-30,2014-07-30,0.19,0.14,0.05,35.7143,pre-market
2014-09-30,2014-10-30,0.42,0.26,0.16,61.5385,post-market
2014-12-31,2015-02-19,0.39,0.17,0.22,129.4118,post-market
2015-03-31,2015-04-30,0.03,-0.06,0.09,150,post-market
2015-06-30,2015-07-30,0.27,0.21,0.06,28.5714,post-market
2015-09-30,2015-10-29,0.17,0.09,0.08,88.8889,post-market
2015-12-31,2016-02-11,0.09,0.06,0.03,50,post-market
2016-03-31,2016-04-28,0.06,0.05,0.01,20,post-market
2016-06-30,2016-07-28,0.22,0.21,0.01,4.7619,post-market
2016-09-30,2016-10-27,0.14,0.12,0.02,16.6667,post-market
2016-12-31,2017-02-16,0.24,0.09,0.15,166.6667,post-market
2017-03-31,2017-04-27,0.35,0.24,0.11,45.8333,post-market
2017-06-30,2017-07-27,0.48,0.39,0.09,23.0769,post-market
2017-09-30,2017-11-02,0.43,0.39,0.04,10.2564,post-market
2017-12-31,2018-02-15,0.28,0.31,-0.03,-9.6774,post-market
2018-03-31,2018-05-08,0.36,0.33,0.03,9.0909,pre-market
2018-06-30,2018-08-02,0.64,0.47,0.17,36.1702,post-market
2018-09-30,2018-11-05,0.3,0.38,-0.08,-21.0526,post-market
2018-12-31,2019-03-12,0.24,0.19,0.05,26.3158,post-market
2019-03-31,2019-05-06,-0.03,-0.02,-0.01,-50,post-market
2019-06-30,2019-08-05,0.02,0.01,0.01,100,post-market
2019-09-30,2019-11-03,0.12,0.0025,0.1175,4700,post-market
2019-12-31,2020-02-12,-0.01,0.03,-0.04,-133.3333,post-market
2020-03-31,2020-05-05,-0.4163,-0.04,-0.3763,-940.75,post-market
2020-06-30,2020-07-30,0.17,0.07,0.1,142.8571,pre-market
2020-09-30,2020-10-29,0.27,0.19,0.08,42.1053,pre-market
2020-12-31,2021-02-11,0.73,0.61,0.12,19.6721,pre-market
