date,dividend
2005-06-22,0.1
2006-03-08,0.15
2007-06-20,0.15
2008-06-25,0.15
2009-06-26,0.04
2009-09-28,0.04
2009-12-29,0.04
2010-03-29,0.04
2010-06-28,0.04
2010-09-28,0.04
2010-12-29,0.04
2011-03-29,0.04
2011-06-28,0.04
2011-09-28,0.04
2011-12-28,0.04
2012-03-28,0.04
2012-06-27,0.04
2012-09-26,0.04
2012-12-27,0.04
2013-03-26,0.04
2013-06-26,0.04
2013-09-26,0.04
2013-12-27,0.04
2014-03-27,0.04
2014-06-26,0.04
2014-09-26,0.04
2014-12-29,0.04
2015-03-27,0.04
2015-06-26,0.04
2015-09-28,0.04
2015-12-29,0.02
2016-03-29,0.02
2016-06-28,0.02
2016-09-28,0.02
2016-12-28,0.02
2017-03-29,0.02
2017-06-28,0.02
2017-09-28,0.02
2017-12-28,0.02
2018-03-28,0.02
2018-06-28,0.02
2018-09-27,0.02
2018-12-28,0.02
2019-03-28,0.02
2019-06-27,0.02
2019-09-27,0.125
2019-12-30,0.125
2020-03-30,0.125
