fiscalDateEnding,reportedEPS
1996-06-30,1.63
1997-06-30,2
1998-06-30,2.13
1999-06-30,2.4
2000-06-30,2.1629
2001-06-30,2.0154
2002-06-30,1.6566
2003-06-30,1.161
2004-06-30,1.5431
2005-06-30,1.9095
2006-06-30,1.8496
2007-06-30,1.7531
2008-06-30,1.6043
2009-06-30,-0.4548
2010-06-30,2.27
2011-06-30,2.82
2012-06-30,3.42
2013-06-30,3.7
2014-06-30,4.07
2015-06-30,4.55
2016-06-30,4.6
2017-06-30,4.5
2018-06-30,5.18
2019-06-30,4
2020-06-30,3.61
2021-06-30,4.6
2022-06-30,5.87
2023-06-30,6.75
2024-06-30,7.03
2025-06-30,7.85
2026-03-31,6.28
