fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2008-12-31,USD,5047141000,None,185717000,185717000,29494000,None,None,4119222000,None,None,None,None,None,None,4004000,24460000,None,None,991808000,70412000,None,None,None,None,None,2474014000,None,None,None,738909000,None,None,None,None,24000,None
2009-03-31,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,203325892
2009-06-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,203325892
2009-09-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,203325892
2009-12-31,USD,4811348000,151562000,50152000,50152000,28865000,7868000,4659786000,3836127000,None,7868000,7868000,None,None,None,None,64677000,None,3106797000,494038000,28376000,None,None,3586000,2612759000,None,2554105000,None,None,2557691000,462076000,None,1704551000,None,-626075000,25000,200468080
2010-03-31,USD,4824284000,180759000,90489000,90489000,31263000,7452000,4643525000,None,None,None,None,7452000,None,None,None,51555000,None,3133853000,600849000,39745000,None,None,17168000,2533004000,None,None,None,None,2492164000,543936000,None,1690431000,None,-642207000,25000,203325892
2010-06-30,USD,5538421000,180219000,99441000,99441000,34853000,8649000,5358202000,None,None,None,None,8649000,None,None,None,37276000,None,3877357000,790179000,47840000,None,None,143583000,3087178000,None,None,None,None,3168531000,598756000,None,1661064000,None,-657147000,25000,203325892
2010-09-30,USD,5479199000,150681000,75262000,75262000,35176000,7254000,5328518000,None,None,None,None,7254000,None,None,None,32989000,None,3715250000,859279000,50943000,None,None,251826000,2855971000,None,None,None,None,3048008000,556510000,None,1763949000,None,-564146000,25000,203325892
2010-12-31,USD,5563513000,129383000,55047000,55047000,32763000,7879000,5434130000,4639281000,None,602792000,602792000,7879000,None,None,None,42552000,None,3831845000,653317000,64399000,None,None,78237000,3178528000,None,3125848000,None,None,3204085000,216501000,None,1731668000,None,-603458000,25000,200468080
2011-03-31,USD,5563971000,157731000,49199000,49199000,37274000,10760000,5406240000,None,None,None,None,10760000,None,None,None,60498000,None,3825205000,782114000,62173000,None,None,89030000,3043091000,None,None,None,None,3081830000,630911000,None,1738766000,None,-614083000,25000,203325892
