fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2014-09-30,USD,170600000,None,None,None,None,37000000,37200000,None,8200000,None,-38000000,-132000000,None,None,None,None,40000000,40000000,None,None,None,None,819000000,None,None,None,None,173400000
2014-12-31,None,80300000,None,None,None,None,9400000,8850000,None,3700000,None,-8650000,-71650000,None,None,None,None,None,None,None,None,None,None,None,None,2250000,None,None,45250000
2015-03-31,None,80300000,None,None,None,None,9400000,8850000,None,3700000,None,-8650000,-71650000,None,None,None,None,None,None,None,None,None,None,None,None,2250000,None,None,45250000
2015-06-30,USD,107900000,None,None,None,None,9100000,8400000,None,-12500000,None,11100000,-119000000,None,None,None,None,None,None,None,None,None,None,None,None,2100000,None,None,72600000
2015-09-30,USD,61300000,None,None,None,None,10100000,18900000,None,-1300000,None,-19800000,-41500000,None,None,None,None,40000000,40000000,None,None,None,None,819000000,None,2400000,None,None,33000000
2015-12-31,USD,40000000,None,None,None,None,9000000,5000000,None,-2000000,None,-9000000,-31000000,None,None,None,None,None,None,None,None,None,None,None,None,3000000,None,None,65000000
2016-03-31,USD,51000000,None,None,None,None,10000000,9000000,None,-15000000,None,-72000000,21000000,None,None,None,None,None,None,None,None,None,None,None,None,2000000,None,None,68000000
2016-06-30,USD,95000000,None,None,None,None,10000000,18000000,None,7000000,None,-20000000,-75000000,None,None,None,None,None,None,None,None,None,None,None,None,3000000,None,None,75000000
2016-09-30,USD,125300000,None,None,None,None,9400000,34200000,None,5500000,None,-47100000,94800000,None,None,None,None,40000000,40000000,None,None,None,None,819000000,None,3000000,None,None,65300000
2016-12-31,USD,88000000,None,None,None,None,9000000,9000000,10000000,-2000000,None,-10000000,-16000000,None,None,None,None,10000000,10000000,None,None,None,None,0,None,1000000,64000000,2000000,72000000
2017-03-31,USD,-18000000,None,None,None,None,9000000,18000000,-52000000,-15000000,None,-66000000,-14000000,None,None,None,None,10000000,10000000,None,None,None,None,0,None,2000000,-101000000,-3000000,71000000
2017-06-30,USD,87000000,None,None,None,None,12000000,16000000,3000000,-24000000,None,-33000000,-57000000,None,None,None,None,10000000,10000000,None,None,None,None,-50000000,None,3000000,-3000000,None,56000000
2017-09-30,USD,-287000000,None,None,None,None,12000000,25000000,17000000,6000000,None,-26000000,382000000,None,None,None,None,10000000,10000000,None,None,None,None,-50000000,None,3000000,69000000,None,105000000
2017-12-31,USD,20000000,None,None,None,None,11000000,14000000,-34000000,7000000,None,-74000000,-31000000,None,None,None,None,15000000,15000000,None,None,None,None,-37000000,None,4000000,-86000000,-1000000,-10000000
2018-03-31,USD,88000000,None,None,None,None,14000000,16000000,-16000000,-23000000,None,-17000000,-62000000,None,None,None,None,15000000,15000000,None,None,None,None,-86000000,None,3000000,12000000,3000000,67000000
2018-06-30,USD,73000000,None,None,None,None,14000000,21000000,-30000000,-7000000,None,-26000000,-62000000,None,None,None,None,15000000,15000000,None,None,None,None,-97000000,None,3000000,-20000000,-5000000,64000000
2018-09-30,USD,139000000,None,None,None,None,15000000,42000000,42000000,19000000,None,-96000000,-54000000,None,None,None,None,13000000,13000000,None,None,None,None,-105000000,None,2000000,-11000000,None,45000000
2018-12-31,USD,85000000,None,None,None,None,14000000,27000000,43000000,-13000000,None,-56000000,-25000000,None,None,None,None,20000000,20000000,None,None,None,None,-1000000,None,3000000,3000000,-1000000,53000000
2019-03-31,USD,49000000,None,None,None,None,14000000,21000000,-36000000,9000000,None,-29000000,5000000,None,None,None,None,20000000,20000000,None,None,None,None,0,None,2000000,26000000,None,63000000
2019-06-30,USD,80000000,None,None,None,None,15000000,25000000,-55000000,-7000000,None,-39000000,-29000000,None,None,None,None,20000000,20000000,None,None,None,None,0,None,3000000,12000000,None,65000000
2019-09-30,USD,111000000,None,None,None,None,18000000,35000000,None,1000000,None,-64000000,-22000000,None,None,None,None,20000000,20000000,None,None,None,None,0,None,1000000,None,None,27000000
2019-12-31,USD,59000000,None,None,None,None,16000000,28000000,7000000,4000000,None,-35000000,-23000000,None,None,None,None,21000000,21000000,None,None,None,None,None,None,4000000,1000000,None,73000000
2020-03-31,USD,95000000,None,None,None,None,15000000,29000000,37000000,-24000000,None,-36000000,560000000,None,None,None,None,21000000,21000000,None,None,None,None,-60000000,None,-1000000,619000000,None,63000000
2020-06-30,USD,117000000,None,None,None,None,17000000,37000000,-57000000,23000000,None,-72000000,-72000000,None,None,None,None,21000000,21000000,None,None,None,None,-60000000,None,5000000,-27000000,None,59000000
2020-09-30,USD,101000000,None,None,None,None,18000000,57000000,2000000,-4000000,None,-79000000,-15000000,None,None,None,None,21000000,21000000,None,None,None,None,-60000000,None,4000000,7000000,None,122000000
2020-12-31,USD,79000000,None,None,None,None,21000000,35000000,7000000,-4000000,None,-245000000,-73000000,None,None,None,None,23000000,23000000,None,None,None,None,-58000000,None,3000000,-239000000,None,87000000
2021-03-31,USD,111000000,None,None,None,None,23000000,39000000,-21000000,-9000000,None,-31000000,-358000000,None,None,None,None,23000000,23000000,None,None,None,None,-42000000,None,3000000,-278000000,None,68000000
2021-06-30,USD,106000000,None,None,None,None,24000000,32000000,-41000000,-26000000,None,-75000000,-52000000,None,None,None,None,23000000,23000000,None,None,None,None,-100000000,None,4000000,-21000000,None,97000000
2021-09-30,USD,108000000,None,None,None,None,24000000,38000000,-10000000,-14000000,None,-49000000,-53000000,None,None,None,None,22000000,22000000,None,None,None,None,-27000000,None,4000000,6000000,None,168000000
2021-12-31,USD,31800000,None,None,None,None,16900000,32000000,-37000000,3100000,None,-45800000,-63800000,None,None,None,None,22500000,22500000,None,None,None,None,-31500000,None,3200000,-77000000,None,87000000
2022-03-31,USD,64000000,None,None,None,None,17600000,25700000,-37000000,-3100000,None,-38400000,-59700000,None,None,None,None,22500000,22500000,None,None,None,None,-34800000,None,4000000,-35000000,None,-29800000
2022-06-30,USD,95400000,None,None,None,None,17600000,31800000,-30000000,-1800000,None,-59400000,-54500000,None,None,None,None,22100000,22100000,None,None,None,None,-37200000,None,4500000,-18000000,None,209400000
2022-09-30,USD,93200000,None,None,None,None,-3600000,30000000,86500000,53600000,None,-64600000,-40900000,None,None,None,None,22200000,22200000,None,None,None,None,-38600000,None,3400000,-12300000,None,-157600000
2022-12-31,USD,-8700000,None,None,None,None,18500000,39900000,13400000,-1000000,None,-56800000,72500000,None,None,None,None,21800000,21800000,None,None,None,None,-87400000,None,2900000,7000000,None,81900000
2023-03-31,USD,118800000,None,None,None,None,20600000,39500000,-8600000,-2700000,None,2583700000,-460000000,None,None,None,None,21800000,21800000,None,None,None,None,-170000000,None,2500000,2242500000,None,1227300000
2023-06-30,USD,-158500000,None,None,None,None,21600000,46500000,-8300000,400000,None,-500800000,-1148000000,None,None,None,None,21800000,21800000,None,None,None,None,-1138100000,None,3400000,-1807300000,None,61600000
2023-09-30,USD,7600000,None,None,None,None,28100000,54600000,None,3300000,None,17600000,-138100000,None,None,None,None,21800000,21800000,None,None,None,None,-129300000,None,3400000,None,None,-1171400000
2023-12-31,USD,19900000,None,None,None,None,24600000,42300000,None,3000000,None,172300000,-184700000,None,None,None,None,0,0,None,None,None,None,-171700000,None,2400000,None,None,31900000
