fiscalDateEnding,reportedEPS
1996-12-31,0.73
1997-12-31,0.84
1998-12-31,0.94
1999-12-31,8.64
2000-12-31,10.24
2001-12-31,11.28
2002-12-31,12.08
2003-12-31,12.4
2004-12-31,12.72
2005-12-31,14.48
2006-12-31,15.92
2007-12-31,17.2
2008-12-31,14.32
2009-12-31,8.16
2010-12-31,9.28
2011-12-31,10.96
2012-12-31,12.16
2013-12-31,12.8
2014-12-31,13.28
2015-12-31,11.44
2016-12-31,12
2017-12-31,8.4
2018-12-31,5.28
2019-12-31,4.88
2020-12-31,0.32
2021-12-31,2.13
2022-12-31,3.01
2023-12-31,2.8
2024-12-31,4.49
2025-12-31,6.38
2026-03-31,1.86
