fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2021-03-31,USD,-478000,None,None,None,None,None,0,None,None,None,-300000000,301866000,None,None,None,None,None,None,None,None,None,None,None,None,10500000,None,None,4630000
2021-06-30,USD,-147000,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1961000
2021-09-30,USD,-292000,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1506000
2021-12-31,USD,-127000,None,None,None,None,None,0,None,None,None,300000000,301564134000,None,None,None,None,None,None,None,None,None,None,None,None,10500000000,None,None,530000
2022-03-31,USD,-314000,None,None,None,None,None,0,None,None,None,-300000000,301866000,None,None,None,None,None,None,None,None,None,None,None,None,10500000,None,None,6683000
2022-06-30,USD,-139000,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3394000
2022-09-30,USD,-542000,None,None,None,None,None,0,None,None,None,None,400000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2124000
2022-12-31,USD,-531000,None,None,None,None,None,0,None,None,None,None,385000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2868000
2023-03-31,USD,-567000,None,None,None,None,None,0,None,None,None,264600000,-264131000,None,None,None,None,None,None,None,None,None,None,-265050000,None,None,None,None,882000
2023-06-30,USD,-52000,None,None,None,None,None,0,None,None,None,-450000,505000,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,2154000
2023-09-30,USD,-60000,None,None,None,None,None,0,None,None,None,-300000,355000,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,389000
2023-12-31,USD,-296000,None,None,None,None,None,0,None,None,None,-600000,917000,None,None,None,None,None,None,None,None,None,None,265050000,None,None,None,None,-3286000
2024-03-31,USD,-481000,None,None,None,None,None,0,None,None,None,23768000,-23307000,None,None,None,None,None,None,None,None,None,None,-23768000,None,None,None,None,-2459000
2024-09-30,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,59599,None,None,-1399213
2024-12-31,None,-9719713.16,None,None,None,None,1823,15237,None,None,None,-4791385.87,14151849.04,None,None,None,None,None,None,None,None,None,None,-241.28,None,9750511,None,None,-23753857.64
2025-03-31,None,-2875187,None,None,None,None,764,0,None,None,None,-960332,4511080,None,None,None,None,None,None,None,None,None,None,None,None,2954279,None,None,-3809700
2025-06-30,None,-1615263,None,None,None,None,772,0,None,None,None,-1256736,3890614,None,None,None,None,None,None,None,None,None,None,None,None,1426400,None,None,-3704438
2025-09-30,None,-2058310,None,None,None,None,781,0,None,None,None,-784564,1821128,None,None,None,None,None,None,None,None,None,None,None,None,1702265,None,None,-4459464
2025-12-31,None,-1726919,None,None,None,None,30751,4490,None,None,None,-398830,4020896,None,None,None,None,None,None,None,None,None,None,None,None,1552459,None,None,-3750034
