fiscalDateEnding,reportedEPS
1996-12-31,0.87
1997-12-31,1.07
1998-12-31,1.25
1999-12-31,1.44
2000-12-31,0.85
2001-12-31,0.89
2002-12-31,1.31
2003-12-31,1.46
2004-12-31,1.6
2005-12-31,1.94
2006-12-31,1.81
2007-12-31,2.08
2008-12-31,2.17
2009-12-31,1.47
2010-12-31,2
2011-12-31,2.41
2012-12-31,2.58
2013-12-31,3.22
2014-12-31,3.83
2015-12-31,3.71
2016-12-31,3.43
2017-12-31,3.53
2018-12-31,2.73
2019-12-31,2.38
2020-12-31,2.51
2021-12-31,3.41
2022-12-31,3.68
2023-12-31,3.75
2024-12-31,4.33
2025-12-31,4.43
2026-03-31,1.22
