fiscalDateEnding,reportedEPS
1997-10-31,0.49
1998-10-31,1.14
1999-10-31,0.78
2000-10-31,1.01
2001-10-31,1.23
2002-10-31,1.58
2003-10-31,2.14
2004-10-31,2.68
2005-10-31,3.09
2006-10-31,2.45
2007-10-31,2.12
2008-10-31,2.26
2009-10-31,2.28
2010-10-31,3.1
2011-10-31,4.48
2012-10-31,5.16
2013-10-31,5.95
2014-10-31,6.96
2015-10-31,7.44
2016-10-31,8.46
2017-10-31,9.72
2018-10-31,11.52
2019-10-31,12.35
2020-10-31,9.64
2021-10-31,13.24
2022-10-31,12.42
2023-10-31,12.8
2024-10-31,3.7
2025-10-31,4.13
2026-01-31,1.1
