fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2007-03-31,None,5657800,5155236,None,None,2280083,1164362,502563,None,None,None,None,None,None,None,None,521891,None,2760440,2760440,1102559,None,None,225000,None,None,None,None,None,225000,1219163,None,2897360,None,-14681844,272862,825128
2008-03-31,None,7236166,6468524,447816,447816,3514984,2093172,767641,None,None,None,None,None,None,None,None,412552,None,3168102,3168102,1145150,None,None,616732,None,None,None,None,None,616732,1188408,None,4068063,None,-14680132,317584,1030347
2009-03-31,None,8325723,7259592,957163,957163,4729667,1046199,1066131,None,None,None,None,None,None,None,None,526563,None,5746827,5724094,4087160,None,None,18186,22732,None,None,None,None,40919,1330709,None,2578897,None,-16871347,374494,1090406
2010-03-31,None,5689478,4787868,865777,865777,2804848,998778,901610,None,None,None,None,None,None,None,None,118465,None,6137049,6132502,3929514,None,None,1110014,4547,None,None,None,None,1114561,1092974,None,-447571,None,-19922154,375857,1250655
2011-03-31,None,5528053,5029524,674712,674712,3016945,1278557,498528,None,None,None,None,None,None,None,None,59310,None,6575080,6575080,5734635,None,None,4547,None,None,None,None,None,4547,835898,None,-1047026,None,-20541702,378357,1257722
2012-03-31,None,5733339,5277443,267465,267465,4008391,948353,455896,None,None,None,None,None,None,None,None,53233,None,6291220,6291220,5660925,None,None,None,None,None,None,None,None,None,630295,None,-557881,None,-20078586,379607,1262581
2013-03-31,None,9626665,7785813,1652996,1652996,4123407,1503629,1840852,None,None,None,None,None,None,None,None,505781,None,7028834,4528834,3247528,None,None,None,2500000,None,None,None,None,2500000,1281306,None,2597831,None,-16937651,380289,1278677
2014-03-31,None,11730662,9357835,1354099,1354099,5827613,1323071,2372827,None,None,None,None,None,None,None,None,853052,None,8021164,8007458,3043492,None,None,2512076,13706,None,None,None,None,2525782,2451890,None,3709498,None,-15933335,380706,1288242
2015-03-31,None,12213925,9334722,116286,116286,7448167,1466168,2879203,None,None,None,None,None,None,None,None,304101,None,8287961,5712453,3529883,None,None,509124,2575508,None,None,None,None,3038137,1673446,None,3925964,None,-15763177,381175,1286752
2016-03-31,None,10461609,7589476,2116490,2116490,3690975,1407941,2872133,None,None,None,None,None,None,None,None,374070,None,4808041,2883610,722213,None,None,1097690,1924431,None,None,None,None,3022121,1063707,None,5653568,None,-14059787,381816,1286595
2017-03-31,None,11636583,9733046,2305439,2305439,5426346,1655518,1903537,None,None,None,None,None,None,None,None,345743,None,4194792,4194792,1381870,None,None,1924431,None,None,None,None,None,1924431,888491,None,7441791,None,-12353589,382593,1314086
2018-03-31,None,13147986,11732354,813908,813908,8536934,2223997,1415632,None,None,None,None,None,None,None,None,157515,None,5342206,5091631,1614748,None,None,1189792,250575,None,None,None,None,1440367,2287091,None,7805780,None,-12201103,382820,1318454
2019-03-31,None,12193145,10818454,211408,211408,6024311,2058345,1374691,None,None,None,None,None,None,None,None,2524390,None,3692990,3675491,842708,None,None,954781,17499,None,None,None,None,972280,1878002,None,8500155,None,-11569556,384648,1308140
2020-03-31,USD,16601137,13819684,345200,345200,7601277,1960500,2781453,None,None,None,None,None,None,None,None,3912707,None,10913074,9502409,5041610,None,None,399440,1410665,None,1085852,63098,None,1810105,4061359,None,5688063,None,-14426556,385576,1284429
2021-03-31,USD,22304184,18868105,823373,823373,5336912,8972049,3436079,None,None,None,None,None,None,None,None,3735771,None,13203751,11233043,3961840,None,None,1964722,1970708,2131494,484164,808591,None,3935430,5306481,None,9100433,None,-11058191,390407,1304288
2022-03-31,USD,34060676,31216220,7375305,7375305,11126298,12413223,2844456,None,None,None,None,None,None,None,None,301394,None,22260979,21405271,5982552,None,None,9920208,855708,1352234,138649,2926959,None,10775916,5502511,None,11799697,None,-13109298,366362,1623397
2023-03-31,USD,16649000,15200000,2895000,2895000,9085000,2314000,1449000,None,None,None,None,None,None,None,None,906000,None,6318000,6126000,1769000,None,None,589795,192000,597000,57855,80795,None,735650,3184205,104000,10331000,None,-19517000,32000,2811872
2024-03-31,USD,27715000,23206000,6703000,6703000,6871000,7577000,4509000,None,None,None,None,None,None,None,None,2055000,None,20137000,16209000,7616000,None,None,84000,3928000,4009000,None,None,None,4009000,6079000,3000,7578000,None,-25915000,64000,4864540
2025-03-31,USD,18302000,16763000,7550000,7550000,2186000,5286000,1539000,None,None,345000,345000,786000,None,None,None,1741000,None,28823000,28438000,3808000,None,None,265000,385000,0,385000,265000,None,650000,24327000,None,-9485000,None,-49172000,5000,9095504
2026-03-31,USD,12724000,7936000,1632000,1632000,None,1061000,4788000,None,None,2005000,2005000,2682000,None,None,None,5243000,None,14584000,14440000,1413000,None,None,11402000,144000,None,None,11402000,None,11402000,1625000,None,-117000,None,-65043000,35000,2475293
