fiscalDateEnding,reportedEPS
1996-03-31,0.08
1997-03-31,0.31
1998-03-31,0.36
1999-03-31,0.4
2000-03-31,0.24
2001-03-31,0.38
2002-03-31,0.23
2003-03-31,0.34
2004-03-31,0.38
2005-03-31,0.55
2006-03-31,0.65
2007-03-31,0.7
2008-03-31,0.73
2009-03-31,0.57
2010-03-31,0.59
2011-03-31,1.2
2012-03-31,0.95
2013-03-31,0.95
2014-03-31,1.23
2015-03-31,1.34
2016-03-31,1.35
2017-03-31,2
2018-03-31,3.43
2019-03-31,3.29
2020-03-31,2.82
2021-03-31,3.3
2022-03-31,4.61
2023-03-31,6.03
2024-03-31,4.91
2025-03-31,1.3
2026-03-31,1.06
