fiscalDateEnding,reportedEPS
1996-03-31,1.26
1997-03-31,1.51
1998-03-31,1.99
1999-03-31,1.97
2000-03-31,1.82
2001-03-31,1.44
2002-03-31,0.92
2003-03-31,1.01
2004-03-31,1.03
2005-03-31,1.36
2006-03-31,1.46
2007-03-31,1.57
2008-03-31,1.87
2009-03-31,1.85
2010-03-31,1.12
2011-03-31,1.68
2012-03-31,2.23
2013-03-31,2.44
2014-03-31,2.58
2015-03-31,2.74
2016-03-31,3.13
2017-03-31,3.18
2018-03-31,3.87
2019-03-31,4.85
2020-03-31,5.08
2021-03-31,3.86
2022-03-31,3.89
2023-03-31,7.49
2024-03-31,8.62
2025-03-31,9.36
2026-03-31,8.76
