fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2015-12-31,USD,32021000,114005000,81984000,81984000,-5783000,34804000,3000000,37804000,None,None,17715000,8064000,None,None,None,27271000,11801000,-16224000,None,28025000,None,19865000,47136000,28025000
2016-12-31,USD,19079000,98479000,79400000,79400000,-17982000,37061000,3300000,37061000,None,-6286000,8808000,6286000,None,None,None,25567000,-26745000,-8818000,None,-17927000,None,-20459000,5108000,-17927000
2017-12-31,USD,75191000,201634000,126443000,126443000,4959000,64707000,3000000,64707000,None,-4306000,4082000,4306000,None,1309000,None,27651000,1962000,670000,None,1292000,None,11484000,39135000,2102000
2018-12-31,USD,100820000,226963000,126143000,126143000,-206664000,82813000,3800000,82813000,None,-1963000,1801000,1963000,None,344000,None,17837000,-208283000,-23052000,None,-185231000,None,-206320000,-188483000,-190317000
2019-12-31,USD,87019000,205485000,118466000,118466000,-9491000,88554000,2800000,96510000,None,-1925000,2883000,1925000,None,-650000,None,10436000,-12066000,10752000,None,-22818000,None,-10141000,295000,-32823000
2020-12-31,USD,38179000,106977000,68798000,68798000,-71440000,59425000,1900000,109619000,None,-1796000,None,1796000,None,26347000,None,5891000,-46889000,-7783000,None,-39106000,None,-45093000,-39202000,-57599000
2021-12-31,USD,43974000,118502000,74528000,74528000,-5120000,49094000,2100000,49094000,None,-733000,None,733000,None,2337000,None,4501000,-3516000,263000,None,-3779000,None,-2783000,1718000,-4734000
2022-12-31,USD,56085000,155632000,99547000,99547000,-2253000,58338000,2700000,58338000,None,-1015000,None,1015000,None,2667000,None,4319000,-601000,351000,None,-952000,None,414000,4733000,-1102000
2023-12-31,USD,50987000,142471000,91484000,91484000,-5531000,56518000,2500000,56518000,None,-586000,None,586000,None,None,None,4616000,-3343000,-232000,None,-3111000,None,-2757000,1859000,-3153000
2024-12-31,USD,62145000,162557000,100412000,100412000,4325000,57820000,2000000,57820000,None,-414000,None,414000,None,None,None,5316000,8254000,116000,None,8138000,None,8668000,13984000,6593000
2025-12-31,USD,70644000,184730000,114086000,114086000,11799000,58845000,2000000,58845000,None,-251000,None,251000,None,None,None,5885000,16820000,-9217000,None,26037000,None,11799000,17684000,23748000
