fiscalDateEnding,reportedEPS
1996-12-31,0.87
1997-12-31,1.04
1998-12-31,1.28
1999-12-31,1.36
2000-12-31,1.78
2001-12-31,1.92
2002-12-31,2.22
2003-12-31,2.35
2004-12-31,2.81
2005-12-31,3.04
2006-12-31,3.66
2007-12-31,4.27
2008-12-31,4.91
2009-12-31,4.12
2010-12-31,4.74
2011-12-31,5.29
2012-12-31,5.85
2013-12-31,6.23
2014-12-31,6.82
2015-12-31,6.45
2016-12-31,6.61
2017-12-31,6.66
2018-12-31,7.62
2019-12-31,8.26
2020-12-31,3.5
2021-12-31,4.27
2022-12-31,4.79
2023-12-31,4.8
2024-12-31,5.68
2025-12-31,5.58
2026-03-31,1.78
