fiscalDateEnding,reportedEPS
1996-12-31,0.1
1997-12-31,0.37
1998-12-31,0.5
1999-12-31,0.33
2000-12-31,0.07
2001-12-31,0.55
2002-12-31,0.81
2003-12-31,1.42
2004-12-31,1.85
2005-12-31,1.78
2006-12-31,2.13
2007-12-31,1.54
2008-12-31,1.29
2009-12-31,1.55
2010-12-31,1.51
2011-12-31,1.48
2012-12-31,1.15
2013-12-31,1.58
2014-12-31,1.92
2015-12-31,2.01
2016-12-31,1.7
2017-12-31,2.49
2018-12-31,5.01
2019-12-31,5.26
2020-12-31,7.47
2021-12-31,3.48
2022-12-31,4.18
2023-12-31,6.48
2024-12-31,14.0702
2025-12-31,18.2495
2026-03-31,4.9631
