fiscalDateEnding,reportedEPS
1996-06-30,0.215
1997-06-30,0.33
1998-06-30,0.46
1999-06-30,0.71
2000-06-30,0.87
2001-06-30,0.91
2002-06-30,0.93
2003-06-30,1.04
2004-06-30,1.26
2005-06-30,1.23
2006-06-30,1.24
2007-06-30,1.42
2008-06-30,1.88
2009-06-30,1.7
2010-06-30,2.1
2011-06-30,2.69
2012-06-30,2.79
2013-06-30,2.67
2014-06-30,2.63
2015-06-30,2.66
2016-06-30,2.5
2017-06-30,3.31
2018-06-30,3.88
2019-06-30,4.75
2020-06-30,5.75
2021-06-30,7.97
2022-06-30,9.2
2023-06-30,9.81
2024-06-30,11.81
2025-06-30,13.64
2026-03-31,7.86
