fiscalDateEnding,reportedEPS
1997-12-31,0.27
1998-12-31,0.14
1999-12-31,0.08
2000-12-31,0.19
2001-12-31,0.08
2002-12-31,0.13
2003-12-31,0.24
2004-12-31,1.21
2005-12-31,1.55
2006-12-31,2.13
2007-12-31,2.36
2008-12-31,1.76
2009-12-31,1.02
2010-12-31,1.74
2011-12-31,2.59
2012-12-31,2.48
2013-12-31,1.79
2014-12-31,1.51
2015-12-31,0.86
2016-12-31,0.94
2017-12-31,1.79
2018-12-31,1.88
2019-12-31,1.86
2020-12-31,1.9
2021-12-31,4.12
2022-12-31,3.2
2023-12-31,3.19
2024-12-31,4.1
2025-12-31,5.26
2026-03-31,0
