fiscalDateEnding,reportedEPS
2000-06-30,0.2047
2001-06-30,0.5492
2002-06-30,0.1832
2003-06-30,-0.2102
2004-06-30,0.4583
2005-06-30,0.5747
2006-06-30,1.2194
2007-06-30,1.8404
2008-06-30,2.1295
2009-06-30,1.04
2010-06-30,0.07
2011-06-30,1.66
2012-06-30,2.56
2013-06-30,0.51
2014-06-30,0.43
2015-06-30,0.99
2016-06-30,-0.66
2017-06-30,-0.33
2018-06-30,1.04
2019-06-30,0.51
2020-06-30,-0.92
2021-06-30,-2.19
2022-06-30,0.6
2023-06-30,0.75
2024-06-30,0.9676
2025-06-30,-0.1453
2025-12-31,1.51
