fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2005-12-31,USD,4366000,None,None,None,None,1404000,786000,None,None,None,-770000,-1365000,None,None,None,None,508000,508000,None,None,None,None,-81000,None,None,None,None,2488000
2006-03-31,USD,6828000,None,None,None,None,1388000,1471000,None,None,None,-1414000,-7196000,None,None,None,None,552000,552000,None,None,None,None,None,None,None,None,None,3819000
2006-06-30,USD,12900000,None,None,None,None,1757000,4825000,None,-6933000,None,-24988000,18448000,None,None,None,None,552000,552000,None,None,None,None,-8000,None,784000,None,None,5660000
2006-09-30,USD,-9322000,None,None,None,None,1444000,1267000,None,None,None,-1267000,9972000,None,None,None,None,554000,554000,None,None,None,None,-8000,None,None,None,None,3672000
2006-12-31,USD,2914000,None,None,None,None,1924000,6744000,None,None,None,-6643000,1542000,None,None,None,None,555000,555000,None,None,None,None,None,None,None,None,None,5670000
2007-03-31,USD,2684000,None,None,None,None,1836000,3197000,None,None,None,-3181000,-70000,None,None,None,None,643000,643000,None,None,None,None,130000,None,None,None,None,7509000
2007-06-30,USD,21210000,None,None,None,None,2048000,8011000,None,-8501000,None,-4476000,-11591000,None,None,None,None,643000,643000,None,None,None,None,None,None,1074000,None,None,5001000
2007-09-30,USD,5142000,None,None,None,None,1755000,2502000,None,None,None,-2502000,-3046000,None,None,None,None,653000,653000,None,None,None,None,-13367000,None,None,None,None,5106000
2007-12-31,USD,5870000,None,None,None,None,1805000,4318000,None,None,None,-4118000,-217000,None,None,None,None,784000,784000,None,None,None,None,None,None,None,None,None,4208000
2008-03-31,USD,-197000,None,None,None,None,1866000,3785000,None,-8800000,None,-3722000,-1666000,None,None,None,None,783000,783000,None,None,None,None,-2276000,None,None,None,None,7929000
2008-06-30,USD,8893000,None,None,None,None,2455000,4394000,None,-8501000,None,-4401000,-7497000,None,None,None,None,781000,781000,None,None,None,None,15643000,None,1074000,None,None,7009000
2008-09-30,USD,-1292000,None,None,None,None,2399000,1679000,None,None,None,-1679000,4186000,None,None,None,None,789000,789000,None,None,None,None,70000,None,None,None,None,2465000
2008-12-31,USD,4023000,None,None,None,None,2355000,2972000,None,1000000,None,-1846000,-4834000,None,None,None,None,789000,789000,None,None,None,None,-1770000,None,None,None,None,3433000
2009-03-31,USD,-2231000,None,None,None,None,2554000,1980000,None,100000,None,-1939000,5197000,None,None,None,None,755000,755000,None,None,None,None,None,None,None,None,None,2850000
2009-06-30,USD,10963000,None,None,None,None,2466000,2264000,None,-1282000,None,-2300000,-8651000,None,None,None,None,772000,772000,None,None,None,None,None,None,None,None,None,2754000
2009-09-30,USD,8066000,None,None,None,None,2375000,1031000,None,2800000,None,-1031000,-3288000,None,None,None,None,783000,783000,None,None,None,None,80000,None,None,None,None,-2312000
2009-12-31,USD,7995000,None,None,None,None,2497000,633000,None,100000,None,-896000,-7986000,None,None,None,None,783000,783000,None,None,None,None,None,None,None,None,None,-509000
2010-03-31,USD,7053000,None,None,None,None,2466000,1127000,None,10300000,None,-1127000,-7310000,None,None,None,None,786000,786000,None,None,None,None,None,None,None,None,None,1500000
2010-06-30,USD,4081000,None,None,None,None,2272000,1247000,None,16338000,None,-1491000,944000,None,None,None,None,792000,792000,None,None,None,None,None,None,None,None,None,2697000
2010-09-30,USD,4081000,None,None,None,None,2272000,1247000,None,16338000,None,-1491000,944000,None,None,None,None,930000,930000,None,None,None,None,70000,None,None,None,None,2697000
2010-12-31,USD,4402000,None,None,None,None,2346000,1668000,None,None,None,-1664000,-948000,None,None,None,None,794000,794000,None,None,None,None,None,None,None,None,None,4060000
2011-03-31,USD,-4417000,None,None,None,None,2365000,1184000,None,-5700000,None,-1179000,-2616000,None,None,None,None,908000,908000,None,None,None,None,90000,None,None,None,None,4542000
2011-06-30,USD,9794000,None,None,None,None,2921000,7929000,None,None,None,-7691000,-1558000,None,None,None,None,918000,918000,None,None,None,None,None,None,None,None,None,7592000
2011-09-30,USD,-1196000,None,None,None,None,2573000,3587000,None,-17258000,None,-3880000,10051000,None,None,None,None,914000,914000,None,None,None,None,169000,None,None,4531000,-444000,9635000
2011-12-31,USD,-1858000,None,None,None,None,2738000,3306000,None,-10000000,None,-3234000,45000,None,None,None,None,914000,914000,None,None,None,None,None,None,None,-6077000,-1030000,5866000
2012-03-31,USD,-755000,None,None,None,None,2699000,3667000,None,-2700000,None,-3644000,2870000,None,None,None,None,1029000,1029000,None,None,None,None,None,None,None,-993000,536000,9438000
2012-06-30,USD,18253000,None,None,None,None,2746000,3173000,-5982000,-9563000,None,-3152000,-16440000,None,None,None,None,1029000,1029000,None,None,None,None,-2425000,None,None,-1927000,-588000,1090000
2012-09-30,USD,2082000,None,None,None,None,2632000,1337000,None,-9563000,None,-1599000,5362000,None,None,None,None,1026000,1026000,None,None,None,None,130000,None,None,5792000,-53000,1286000
2012-12-31,USD,10010000,None,None,None,None,2713000,2192000,None,-5500000,None,-2188000,-9084000,None,None,None,None,1029000,1029000,None,None,None,None,-3069000,None,178000,-923000,339000,3360000
2013-03-31,USD,-1290000,None,None,None,None,2680000,1589000,None,5300000,None,-1382000,-305000,None,None,None,None,1012000,1012000,None,None,None,None,None,None,1488000,-3409000,-432000,-607000
2013-06-30,USD,13674000,None,None,None,None,2813000,1464000,17636000,176000,None,-1329000,-8380000,None,None,None,None,1012000,1012000,None,None,None,None,None,None,270000,3563000,-402000,4251000
2013-09-30,USD,9722000,None,None,None,None,2603000,866000,None,176000,None,-866000,-5511000,None,None,None,None,1015000,1015000,None,None,None,None,-2126000,None,318000,3338000,-7000,1364000
2013-12-31,USD,9895000,None,None,None,None,2595000,2138000,None,500000,None,-2336000,-4743000,None,None,None,None,1016000,1016000,None,None,None,None,-44000,None,308000,3062000,246000,518000
2014-03-31,USD,-1830000,None,None,None,None,2742000,2179000,None,-2400000,None,-2104000,2967000,None,None,None,None,1014000,1014000,None,None,None,None,None,None,308000,-764000,203000,-360000
2014-06-30,USD,7962000,None,None,None,None,2717000,2062000,7076000,6972000,None,-1802000,-7656000,None,None,None,None,1014000,1014000,None,None,None,None,1000,None,250000,-1603000,-107000,3870000
2014-09-30,USD,379000,None,None,None,None,2564000,2175000,None,6972000,None,-2252000,3607000,None,None,None,None,1015000,1015000,None,None,None,None,-314000,None,108000,943000,-791000,4062000
2014-12-31,USD,9065000,None,None,None,None,2607000,2345000,None,6700000,None,-614000,-7843000,None,None,None,None,1015000,1015000,None,None,None,None,1000,None,309000,-527000,-1135000,3747000
2015-03-31,USD,6056000,None,None,None,None,2468000,1378000,None,800000,None,-1269000,-5359000,None,None,None,None,1017000,1017000,None,None,None,None,None,None,8000,-1566000,-994000,3047000
2015-06-30,USD,1560000,None,None,None,None,2522000,3151000,-7248000,8860000,None,-2701000,397000,None,None,None,None,1014000,1014000,None,None,None,None,15000,None,271000,-671000,73000,476000
2015-09-30,USD,-2372000,None,None,None,None,2221000,1403000,None,8860000,None,3898000,-884000,None,None,None,None,1019000,1019000,None,None,None,None,-190000,None,355000,100000,-542000,-4275000
2015-12-31,USD,-2077000,None,None,None,None,2202000,1473000,None,0,None,-1558000,1763000,None,None,None,None,1022000,1022000,None,None,None,None,10000,None,288000,-2405000,-533000,-2289000
2016-03-31,USD,-886000,None,None,None,None,2213000,678000,None,0,None,-569000,-5561000,None,None,None,None,2041000,2041000,None,None,None,None,0,None,339000,-7231000,-215000,-931000
2016-06-30,USD,8726000,None,None,None,None,2211000,660000,18422000,10060000,None,-629000,-3379000,None,None,None,None,2041000,2041000,None,None,None,None,0,None,313000,4873000,155000,-5518000
2016-09-30,USD,-2661000,None,None,None,None,1916000,525000,None,0,None,-646000,810000,None,None,None,None,109000,109000,None,None,None,None,-140000,None,325000,-2196000,301000,-2671000
2016-12-31,USD,222000,None,None,None,None,1764000,569000,None,0,None,-568000,-1930000,None,None,None,None,109000,109000,None,None,None,None,0,None,395000,-3086000,-810000,-2892000
2017-03-31,USD,1597000,None,None,None,None,1688000,775000,None,0,None,-773000,1348000,None,None,None,None,109000,109000,None,None,None,None,0,None,443000,1949000,-223000,-1727000
2017-06-30,USD,4020000,None,None,None,None,1649000,1264000,-5885000,624000,None,-1055000,-2670000,None,None,None,None,0,0,None,None,None,None,0,None,452000,1427000,1132000,1175000
2017-09-30,USD,-1431000,None,None,None,None,1644000,1467000,None,0,None,-1579000,1534000,None,None,None,None,172000,172000,None,None,None,None,-213000,None,500000,-906000,570000,3405000
2017-12-31,USD,5243000,None,None,None,None,1619000,1546000,None,-17460000,None,-1484000,-3748000,None,None,None,None,172000,172000,None,None,None,None,-187000,None,564000,305000,294000,-4051000
2018-03-31,USD,-2811000,None,None,None,None,1645000,1341000,None,-17460000,None,-1279000,2897000,None,None,None,None,172000,172000,None,None,None,None,-22000,None,266000,-651000,542000,4336000
2018-06-30,USD,5510000,None,None,None,None,1556000,1974000,-13774000,-17460000,None,-1962000,-2749000,None,None,None,None,0,0,None,None,None,None,29000,None,732000,56000,-743000,5957000
2018-09-30,USD,822000,None,None,None,None,2349000,3556000,None,1171000,None,-63304000,63819000,None,None,None,None,115000,115000,None,None,None,None,102230000,None,892000,1386000,49000,2903000
2018-12-31,USD,-4601000,None,None,None,None,2161000,3120000,None,1002000,None,-3089000,9505000,None,None,None,None,115000,115000,None,None,None,None,-32095000,None,614000,1985000,170000,4079000
2019-03-31,USD,-8379000,None,None,None,None,2464000,2235000,None,1050000,None,2361000,2908000,None,None,None,None,115000,115000,None,None,None,None,-32095000,None,617000,-2785000,325000,4587000
2019-06-30,USD,6697000,None,None,None,None,2361000,3068000,11177000,-27671000,None,-2877000,-7072000,None,None,None,None,345000,345000,None,None,None,None,-79000,None,468000,-3395000,-143000,-773000
2019-09-30,USD,1481000,None,None,None,None,2926000,4037000,None,None,None,-4137000,6658000,None,None,None,None,127000,127000,None,None,None,None,-913000,None,457000,4143000,141000,-6293000
2019-12-31,USD,-1365000,None,None,None,None,3000000,2823000,None,None,None,-2797000,2562000,None,None,None,None,127000,127000,None,None,None,None,None,None,317000,-1669000,-69000,-6466000
2020-03-31,USD,5215000,None,None,None,None,2991000,2295000,None,6775000,None,-2139000,-9632000,None,None,None,None,127000,127000,None,None,None,None,None,None,85000,-6402000,154000,-25176000
2020-06-30,USD,3787000,None,None,None,None,3008000,1544000,None,6775000,None,-1046000,-643000,None,None,None,None,None,None,None,None,None,None,None,None,470000,None,None,-1760000
2020-09-30,USD,-716000,None,None,None,None,2758000,1419000,None,9063000,None,-1229000,-752000,None,None,None,None,None,None,None,None,None,None,-224000,None,508000,-2697000,None,-3979000
2020-12-31,USD,3493000,None,None,None,None,2765000,1369000,None,9063000,None,-928000,-1768000,None,None,None,None,None,None,None,None,None,None,None,None,608000,797000,None,-4280000
2021-03-31,USD,2238000,None,None,None,None,2843000,1063000,None,9063000,None,-936000,-149000,None,None,None,None,None,None,None,None,None,None,None,None,617000,1153000,None,94000
2021-06-30,USD,1513000,None,None,None,None,2877000,613000,-7810000,9063000,None,351000,-1648000,None,None,None,None,220000,220000,None,None,None,None,None,None,220000,216000,None,-12700000
2021-09-30,USD,2374000,None,None,None,None,2550000,846000,None,-18552000,None,8712000,-570000,None,None,None,None,None,None,None,None,None,None,-292000,None,624000,10516000,None,1920000
2021-12-31,USD,-3423000,None,None,None,None,2461000,904000,None,-18552000,None,-670000,-6600000,None,None,None,None,None,None,None,None,None,None,-195000,None,596000,-10693000,None,-3836000
2022-03-31,USD,-6174000,None,None,None,None,2306000,621000,None,-18552000,None,-296000,8844000,None,None,None,None,None,None,None,None,None,None,None,None,794000,2374000,None,2309000
2022-06-30,USD,-1090000,None,None,None,None,2230000,2358000,-8405000,-18552000,None,-1845000,2381000,None,None,None,None,214000,214000,None,None,None,None,1000,None,588000,-554000,None,10151000
2022-09-30,USD,-696000,None,None,None,None,2140000,2237000,None,-2750000,None,-1701000,717000,None,None,None,None,None,None,None,None,None,None,-168000,None,659000,-1680000,None,-1422000
2022-12-31,USD,728000,None,None,None,None,2126000,2497000,None,-2750000,None,4504000,-5749000,None,None,None,None,None,None,None,None,None,None,-295000,None,701000,-517000,None,1154000
2023-03-31,USD,6827000,None,None,None,None,2670000,2049000,None,-2750000,None,-2210000,-1157000,None,None,None,None,0,0,None,None,None,None,None,None,790000,3460000,None,3357000
2023-06-30,USD,16039000,None,None,None,None,2423000,1135000,None,-2750000,None,-1001000,-13322000,None,None,None,None,None,None,None,None,None,None,None,None,641000,None,None,8704000
2023-09-30,USD,9802000,None,None,None,None,2488000,3690000,None,3099000,None,-3645000,643000,None,None,None,None,0,0,None,None,None,None,-1763000,None,1140000,None,None,-1083000
2023-12-31,USD,6245000,None,None,None,None,2535000,1729000,None,3099000,None,-2026000,-4456000,None,None,None,None,560000,560000,None,None,None,None,-9000,None,273000,None,None,935000
2024-03-31,USD,6226000,None,None,None,None,2474000,2179000,None,3099000,None,-2093999,-1270000,None,None,None,None,559000,559000,None,None,None,None,-19000,None,791000,None,None,3822000
2024-06-30,USD,11443000,None,None,None,None,2484000,1109000,None,6015000,None,-24304000,7837000,None,None,None,None,576000,576000,None,None,None,None,None,None,1391000,None,None,7409000
2024-09-30,USD,-4344000,None,None,None,None,3238000,2362000,None,None,None,-2722000,934000,None,None,None,None,570000,570000,None,None,None,None,-1249000,None,1025000,None,None,-2772000
2024-12-31,USD,8659000,None,None,None,None,3296000,2780000,None,1579000,None,-2457000,-4843000,None,None,None,None,566000,566000,None,None,None,None,-7000,None,1625000,None,None,919000
2025-03-31,USD,3216000,None,None,None,None,3660000,2310000,None,None,None,-18791000,14098000,None,None,None,None,566000,566000,None,None,None,None,None,None,1499000,None,None,-1421000
2025-06-30,USD,16448000,None,None,None,None,4705000,7705000,None,-9730000,None,-8929000,-11154000,None,None,None,None,582000,582000,None,None,None,None,1256000,None,1502000,None,None,1423000
2025-09-30,USD,-7524000,None,None,None,None,3464000,3430000,None,None,None,-3439000,9868000,None,None,None,None,566000,566000,None,None,None,None,-11000,None,862000,None,None,-518000
2025-12-31,USD,4555000,None,None,None,None,3337000,3320000,None,None,None,-3378000,-175000,None,None,None,None,571000,571000,None,None,None,None,None,None,916000,None,None,22478000
