fiscalDateEnding,reportedEPS
1996-12-31,1.01
1997-12-31,1.15
1998-12-31,1.09
1999-12-31,1.45
2000-12-31,-0.12
2001-12-31,0.41
2002-12-31,0.61
2003-12-31,1.2
2004-12-31,1.08
2005-12-31,1.19
2006-12-31,1.24
2007-12-31,2.05
2008-12-31,2.01
2009-12-31,2.48
2010-12-31,2.63
2011-12-31,2.78
2012-12-31,2.81
2013-12-31,2.77
2014-12-31,3.18
2015-12-31,3.51
2016-12-31,4.46
2017-12-31,5.35
2018-12-31,3.84
2019-12-31,4.07
2020-12-31,3.74
2021-12-31,5.22
2022-12-31,4.45
2023-12-31,2.52
2024-12-31,4.02
2025-12-31,5.53
