fiscalDateEnding,reportedEPS
1996-07-31,1.9854
1997-07-31,1.86
1998-07-31,1.97
1999-07-31,1.72
2000-07-31,1.65
2001-07-31,1.57
2002-07-31,1.29
2003-07-31,1.52
2004-07-31,1.57
2005-07-31,1.71
2006-07-31,1.82
2007-07-31,1.93
2008-07-31,2.08
2009-07-31,2.2
2010-07-31,2.48
2011-07-31,2.53
2012-07-31,2.43
2013-07-31,2.65
2014-07-31,2.53
2015-07-31,2.45
2016-07-31,2.93
2017-07-31,3.02
2018-07-31,2.87
2019-07-31,2.62
2020-07-31,2.96
2021-07-31,2.98
2022-07-31,2.84
2023-07-31,3
2024-07-31,3.09
2025-07-31,2.98
2026-01-31,1.28
