fiscalDateEnding,reportedEPS
1998-12-31,-0.39
1999-12-31,-0.81
2000-12-31,-1.46
2001-12-31,-1.96
2002-12-31,-1.5
2003-12-31,-2.17
2004-12-31,-1.3
2005-12-31,-2.04
2006-12-31,-0.33
2007-12-31,-0.87
2008-12-31,-0.25
2009-12-31,-0.48
2010-12-31,-1.16
2011-12-31,0.53
2012-12-31,0.67
2013-12-31,0.28
2014-12-31,1.04
2015-12-31,1.67
2016-12-31,0.94
2017-12-31,1.02
2018-12-31,1.34
2019-12-31,1.97
2020-12-31,1.72
2021-12-31,2.67
2022-12-31,3.86
2023-12-31,3.46
2024-12-31,-8.98
2025-12-31,0.9807
2026-03-31,0.5355
