fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
2019-12-31,2020-03-31,-16.07,0,-16.07,None,pre-market
2020-03-31,2020-06-30,-140.982,0,-140.982,None,pre-market
2020-06-30,2020-09-11,0,0,0,None,pre-market
2020-09-30,2020-11-09,-0.006,None,0,None,pre-market
2020-12-31,2021-03-16,-0.1,None,0,None,pre-market
2021-03-31,2021-06-25,-33.3,None,0,None,pre-market
2021-06-30,2021-08-16,-8.15,-1.498,-6.652,-444.0587,post-market
2021-09-30,2021-11-15,-2.1,-2.5,0.4,16,post-market
2021-12-31,2022-02-28,-2.1,-3.5,1.4,40,post-market
2022-03-31,2022-05-05,-3.7,-3,-0.7,-23.3333,post-market
2022-06-30,2022-08-03,-3.3,-3.6,0.3,8.3333,post-market
2022-09-30,2022-11-08,-2.4,-3.1,0.7,22.5806,post-market
2022-12-31,2023-02-22,-4.3,-4,-0.3,-7.5,post-market
2023-03-31,2023-05-08,-3.9,-4.1,0.2,4.878,post-market
2023-06-30,2023-08-07,-4.2,-3.3,-0.9,-27.2727,post-market
2023-09-30,2023-11-07,-3.1,-3.5,0.4,11.4286,post-market
2023-12-31,2024-02-21,-3,-3,0,0,post-market
2024-03-31,2024-05-06,-3,-2.5,-0.5,-20,post-market
2024-06-30,2024-08-05,-2.9,-2.6,-0.3,-11.5385,post-market
2024-09-30,2024-11-07,-2.8,-3,0.2,6.6667,post-market
2024-12-31,2025-02-19,-2.2,-2.85,0.65,22.807,pre-market
2025-03-31,2025-05-05,-2,-2.329,0.329,14.1262,post-market
2025-06-30,2025-08-05,-2.8,-2.2,-0.6,-27.2727,pre-market
2025-09-30,2025-11-05,-2.65,-2.4,-0.25,-10.4167,pre-market
2025-12-31,2026-02-25,-3.08,-2.674,-0.406,-15.1832,pre-market
