date,dividend
2006-04-28,0.3
2006-08-02,0.45
2006-11-01,0.55
2007-01-31,0.6
2007-05-02,0.6
2007-08-01,0.63
2007-10-31,0.63
2008-01-31,0.63
2008-05-01,0.45
2008-07-31,0.45
2008-10-31,0.45
2009-01-30,0.45
2009-05-01,0.45
2009-07-31,0.45
2009-10-30,0.45
2010-01-29,0.455
2010-04-30,0.455
2010-07-30,0.455
2010-10-29,0.46
2011-02-02,0.47
2011-04-29,0.475
2011-07-29,0.495
2011-11-02,0.5
2012-02-01,0.53
2012-05-02,0.56
2012-08-01,0.59
2012-10-31,0.62
2013-01-31,0.65
2013-05-01,0.68
2013-07-31,0.685
2013-10-31,0.685
2014-01-31,0.685
2014-05-01,0.685
2014-07-31,0.685
2014-10-31,0.685
2015-01-30,0.685
2015-05-01,0.685
2015-07-31,0.685
2015-10-30,0.685
2016-01-29,0.685
