fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2005-12-31,USD,103100000,549700000,446600000,446600000,53500000,20400000,27400000,42300000,None,None,None,13200000,None,None,None,9100000,43400000,13800000,None,0,None,60800000,69900000,29600000
2006-03-31,USD,92000000,361300000,269300000,269300000,59000000,11700000,19800000,33000000,None,None,None,4700000,None,None,None,9000000,56100000,21500000,None,0,None,50000000,59000000,34600000
2006-06-30,USD,79600000,525300000,445700000,445700000,38200000,14100000,27300000,41400000,None,None,None,3500000,None,None,None,8300000,35200000,13600000,None,0,None,29900000,38200000,21600000
2006-09-30,USD,52100000,417800000,365700000,365700000,17400000,10900000,23900000,34800000,None,None,None,3200000,None,None,None,9200000,15900000,6000000,None,0,None,17300000,26500000,9900000
2006-12-31,USD,113200000,544200000,431000000,431000000,64100000,12100000,34500000,50500000,None,None,None,3100000,None,None,None,10200000,63200000,23100000,None,0,None,62700000,72900000,40100000
2007-03-31,USD,73200000,465000000,391800000,391800000,27000000,12500000,33700000,46200000,None,None,None,6400000,None,None,None,9100000,33400000,-5900000,None,0,None,17900000,27000000,39300000
2007-06-30,USD,27700000,211100000,183400000,183400000,-19400000,11500000,35600000,47100000,None,None,None,2400000,None,None,None,9700000,-13900000,-500000,None,0,None,-19400000,-9700000,-13400000
2007-09-30,USD,112000000,634700000,522700000,522700000,72200000,9000000,30800000,39800000,None,None,None,3300000,None,None,None,9300000,72800000,27200000,None,0,None,62900000,72200000,45600000
2007-12-31,USD,74600000,617200000,542600000,542600000,35100000,12300000,27200000,39500000,None,None,None,7700000,None,None,None,11400000,39500000,14400000,None,0,None,35100000,46500000,25100000
2008-03-31,USD,38800000,343300000,304500000,304500000,2900000,12000000,23900000,35900000,None,None,None,6300000,None,None,None,10600000,7400000,3000000,None,0,None,-7700000,2900000,4400000
2008-06-30,USD,63500000,249000000,185500000,185500000,19000000,16300000,28200000,44500000,None,None,None,5200000,None,None,None,11000000,19800000,9000000,None,0,None,8000000,19000000,10800000
