fiscalDateEnding,reportedEPS
1996-09-30,0.03
1997-09-30,0.04
1998-09-30,0.06
1999-09-30,0.07
2000-09-30,0.09
2001-09-30,0.12
2002-09-30,0.15
2003-09-30,0.16
2004-09-30,0.24
2005-09-30,0.31
2006-09-30,0.37
2007-09-30,0.45
2008-09-30,0.36
2009-09-30,0.4
2010-09-30,0.64
2011-09-30,0.77
2012-09-30,0.9
2013-09-30,1.12
2014-09-30,1.33
2015-09-30,1.58
2016-09-30,1.9
2017-09-30,2.07
2018-09-30,2.35
2019-09-30,2.76
2020-09-30,1.16
2021-09-30,3.24
2022-09-30,2.96
2023-09-30,3.55
2024-09-30,3.31
2025-09-30,2.12
2026-03-31,1.06
