fiscalDateEnding,reportedEPS
1996-12-31,1.83
1997-12-31,1.92
1998-12-31,1.99
1999-12-31,2.12
2000-12-31,2.21
2001-12-31,2.09
2002-12-31,2.11
2003-12-31,2.04
2004-12-31,2.26
2005-12-31,2.5
2006-12-31,2.77
2007-12-31,2.98
2008-12-31,2.92
2009-12-31,2.5
2010-12-31,2.99
2011-12-31,3.59
2012-12-31,4.15
2013-12-31,4.19
2014-12-31,4.61
2015-12-31,4.64
2016-12-31,4.59
2017-12-31,4.65
2018-12-31,5.69
2019-12-31,5.7
2020-12-31,5.39
2021-12-31,6.91
2022-12-31,8.34
2023-12-31,9.33
2024-12-31,8.15
2025-12-31,7.02
2026-03-31,1.77
