fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,323748000,None,None,None,None,259180999,709289000,None,None,None,-691438000,332367000,None,None,None,None,None,None,None,None,None,None,-541000,None,None,None,None,-155635000
2007-12-31,USD,473712000,None,None,None,None,267334999,768421000,None,None,None,-746578000,256593000,None,None,None,None,None,None,None,None,None,None,-1750388000,None,None,None,None,-342275000
2008-12-31,USD,552169000,None,None,None,None,271261000,1033599000,None,-30972000,None,-1033667000,477559000,None,None,None,None,64055000,64055000,None,None,None,None,-229000,None,39803000,None,None,-562196000
2009-12-31,USD,596156000,None,None,None,None,294240000,815165000,None,-41442000,None,-703611000,120169000,None,None,None,None,137331000,137331000,None,None,None,None,-218000,None,554705000,None,None,-233083000
2010-12-31,USD,774933000,None,None,None,None,354650000,809331000,-33044000,0,None,-746743000,-37334000,None,None,None,None,150301000,150301000,None,None,None,None,-228000,None,10334000,-9144000,None,267827000
2011-12-31,USD,808357000,None,None,None,None,351821000,977992000,-17433000,-42323000,None,-912397000,105135000,None,None,None,None,157855000,157855000,None,None,None,None,-1888000,None,10008000,1095000,None,304929000
2012-12-31,USD,955598000,None,None,None,None,381503000,985675000,-34528000,185923000,None,-382356000,-563016000,None,None,None,None,213459000,213459000,None,None,None,None,-4376000,None,11470000,10226000,None,374106000
2013-12-31,USD,896162000,None,None,None,None,407718000,1044979000,-79306000,23217000,None,-1053294000,159663000,None,None,None,None,149450000,149450000,None,None,None,None,-3370000,None,12474000,2531000,None,369120000
2014-12-31,USD,1097287000,None,None,None,None,424000000,1034294000,-61942000,143777000,None,-1013989000,-87000000,None,None,None,None,216354000,216354000,None,None,None,None,-1650000,None,13043000,-3884000,None,430000000
2015-12-31,USD,1179000000,None,None,None,None,440000000,1267000000,-84000000,0,None,-1465000000,308000000,None,None,None,None,239000000,239000000,None,None,None,None,-126000000,None,11000000,22000000,None,476000000
2016-12-31,USD,1276000000,None,None,None,None,470000000,1395000000,-31000000,-20000000,None,-1587000000,341000000,None,None,None,None,261000000,261000000,None,None,None,None,-65000000,None,11000000,30000000,None,468000000
2017-12-31,USD,1449000000,None,None,None,None,492000000,1510000000,21000000,0,None,-1672000000,207000000,None,None,None,None,289000000,289000000,None,None,None,None,-54000000,None,11000000,-16000000,None,426000000
2018-12-31,USD,1386000000,None,None,None,None,545000000,1673000000,-17000000,None,None,-2036000000,726000000,None,None,None,None,319000000,319000000,None,None,None,None,-45000000,None,16000000,76000000,None,567000000
2019-12-31,USD,1383000000,None,None,None,None,582000000,1758000000,-25000000,-66000000,None,-1945000000,494000000,None,None,None,None,353000000,353000000,None,None,None,None,-36000000,None,79000000,-68000000,None,621000000
2020-12-31,USD,1426000000,None,None,None,None,604000000,1928000000,-97000000,2000000,None,-2061000000,1120000000,None,None,None,None,389000000,389000000,None,None,None,None,-9000000,None,20000000,485000000,None,709000000
2021-12-31,USD,1441000000,None,None,None,None,636000000,1873000000,-74000000,-103000000,None,-1536000000,-345000000,None,None,None,None,428000000,428000000,None,None,None,None,1000000,None,-751000000,-440000000,None,1263000000
2022-12-31,USD,1108000000,None,None,None,None,649000000,2420000000,-114000000,None,None,-2127000000,1000000000,None,None,None,None,467000000,467000000,None,None,None,None,None,None,28000000,-19000000,None,820000000
2023-12-31,USD,1874000000,None,None,None,None,704000000,2734000000,None,49000000,None,-2815000000,1188000000,None,None,None,None,532000000,532000000,None,None,None,None,268000000,None,25000000,None,None,944000000
2024-12-31,USD,2045000000,None,None,None,None,788000000,2856000000,None,None,None,-3379000000,1110000000,None,None,None,None,585000000,585000000,None,None,None,None,0,None,36000000,None,None,1051000000
2025-12-31,USD,2059000000,None,None,None,None,894000000,3126000000,None,None,None,-3309000000,1249000000,None,None,None,None,633000000,633000000,None,None,None,None,0,None,None,None,None,1111000000
