fiscalDateEnding,reportedEPS
1996-12-31,1.21
1997-12-31,1.37
1998-12-31,1.51
1999-12-31,1.67
2000-12-31,1.78
2001-12-31,1.88
2002-12-31,2.06
2003-12-31,2.21
2004-12-31,2.31
2005-12-31,2.5
2006-12-31,2.56
2007-12-31,2.82
2008-12-31,3.32
2009-12-31,3.72
2010-12-31,4.17
2011-12-31,4.66
2012-12-31,5.07
2013-12-31,2.01
2014-12-31,2.19
2015-12-31,2.15
2016-12-31,2.2
2017-12-31,2.5
2018-12-31,2.88
2019-12-31,3.24
2020-12-31,3.65
2021-12-31,5.21
2022-12-31,5.34
2023-12-31,4.44
2024-12-31,4.67
2025-12-31,4.9
2026-03-31,1.15
