date,dividend
2011-11-28,0.315
2011-12-28,0.148
2012-01-27,0.14
2012-02-27,0.142
2012-03-28,0.156
2012-04-26,0.148
2012-05-29,0.147
2012-06-27,0.146
2012-07-27,0.151
2012-08-29,0.138
2012-09-26,0.142
2012-11-28,0.161
2012-12-27,0.139
2013-01-29,0.125
2013-02-26,0.071
2013-03-26,0.057
2013-04-26,0.125
2013-05-29,0.097
2013-06-26,0.129
2013-07-29,0.134
2013-08-28,0.162
2013-09-26,0.127
2013-10-29,0.151
2013-11-26,0.152
2013-12-27,0.134
2014-01-29,0.118
2014-02-26,0.101
2014-03-27,0.071
2014-04-28,0.032
2014-05-28,0.082
2014-06-26,0.076
2014-07-29,0.104
2014-08-27,0.038
2014-10-29,0.065
2014-11-25,0.043
2014-12-29,0.066
2015-01-28,0.007
2015-02-25,0.016
2015-03-27,0.037
2015-04-28,0.018
2015-05-27,0.024
2015-06-26,0.028
2015-07-29,0.02
2015-08-27,0.072
2015-09-28,0.056
2015-10-28,0.042
2015-11-25,0.032
2015-12-29,0.029
2016-01-27,0.03
2016-02-25,0.024
2016-03-29,0.01
2016-04-27,0.007
2016-05-26,0.001
2016-06-28,0.013
2016-07-27,0.016
2016-08-29,0.03
2016-09-28,0.037
2016-10-27,0.032
2016-11-28,0.028
2016-12-28,0.014
2017-01-27,0.036
2017-02-24,0.017
2017-03-29,0.041
2017-04-26,0.035
2017-05-26,0.023
2017-06-28,0.015
2017-07-27,0.011
2017-08-29,0.009
2017-09-28,0.004
2017-10-23,1.15
2017-12-28,0.016
2018-01-30,0.018
2018-02-27,0.037
2018-03-28,0.04
2018-04-27,0.06
2018-05-30,0.034
2018-06-28,0.058
2018-07-30,0.043
2018-08-30,0.044
2018-09-27,0.039
2018-10-30,0.007
2018-11-29,0.038
2019-01-30,0.005
2019-02-27,0.027
2019-03-28,0.076
2019-04-29,0.017
2019-05-30,0.007
2019-06-27,0.042
2019-07-30,0.021
2019-08-29,0.021
2019-09-27,0.044
2019-10-30,0.019
2019-11-27,0.01
2019-12-30,0.018
2020-01-30,0.021
2020-02-27,0.025
2020-03-30,0.041
2020-04-29,0.029
2020-05-28,0.015
2020-06-29,0.004
2021-08-30,0.013
2021-09-29,0.021
2021-10-28,0.027
2021-11-29,0.034
2021-12-30,0.025
2022-01-28,0.023
2022-02-25,0.041
2022-03-30,0.016
2022-04-28,0.032
2022-05-27,0.032
2022-06-29,0.045
2022-07-28,0.022
2022-08-30,0.025
2022-09-29,0.051
2022-10-28,0.051
2022-11-29,0.048
2022-12-29,0.058
2023-01-30,0.056
2023-02-27,0.019
2023-03-30,0.019
2023-04-27,0.03
2023-05-30,0.014
2023-06-29,0.013
2023-07-28,0.054
2023-08-30,0.009
2023-09-28,0.004
2023-09-29,0.07
2023-10-30,0.006
2023-11-15,0.077
2024-07-31,0.011
2024-08-30,0.035
2024-09-30,0.014
2024-10-31,0.015
2024-11-29,0.011
2025-03-31,0.009
2025-08-29,0.016
2025-09-30,0.023
2025-10-31,0.03
2025-11-28,0.029
2025-12-31,0.023
2026-01-30,0.015
2026-03-02,0.005
2026-03-31,0.01
2026-04-30,0.01
