fiscalDateEnding,reportedEPS
2011-12-31,0.4309
2012-12-31,1.87
2013-12-31,1.59
2014-12-31,0.89
2015-12-31,0.49
2016-12-31,0.27
2017-12-31,1.35
2018-12-31,0.43
2019-12-31,0.28
2020-12-31,0.1791
2021-12-31,0.1075
2022-12-31,0.409
2023-12-31,0.4277
2024-12-31,0.0855
2025-12-31,0.108
2026-03-31,0
