date,dividend
2009-08-12,0.1
2009-11-10,0.1
2010-02-10,0.1
2010-05-12,0.1
2010-08-11,0.125
2010-11-09,0.125
2011-02-09,0.125
2011-05-12,0.125
2011-08-10,0.125
2011-11-08,0.125
2012-02-08,0.15
2012-05-10,0.15
2012-08-09,0.15
2012-11-07,0.15
2013-02-06,0.15
2013-05-13,0.15
2013-08-08,0.17
2013-11-06,0.17
2014-02-10,0.17
2014-05-14,0.17
2014-07-31,0.17
2014-10-30,0.17
2015-01-30,0.17
2015-05-13,0.18
2015-07-30,0.18
2015-10-29,0.18
2016-02-04,0.18
2016-05-18,0.19
2016-08-04,0.19
2016-11-03,0.19
2017-02-02,0.19
2017-05-17,0.2
2017-08-03,0.2
2017-11-03,0.2
2018-02-02,0.25
2018-05-17,0.25
2018-08-02,0.27
2018-11-02,0.27
2019-02-01,0.27
2019-05-16,0.27
2019-08-01,0.27
2019-11-01,0.27
2020-01-31,0.27
2020-05-14,0.28
2020-07-30,0.28
2020-11-06,0.28
2021-01-29,0.28
2021-05-13,0.3
2021-08-05,0.3
2021-11-05,0.3
2022-02-04,0.3
2022-05-19,0.3
2022-08-11,0.3
2022-11-17,0.3
2023-02-16,0.3
2023-06-05,0.3
2023-08-11,0.3
