date,portfolio_value,cash,positions_value,n_positions
2018-06-06,74351.43838951248,1066.6199621404198,73284.81842737205,2
2018-06-07,74505.44137003011,1066.6199621404198,73438.82140788969,2
2018-06-08,74371.29757728003,1066.6199621404198,73304.6776151396,2
2018-06-11,75375.56782604786,1066.6199621404198,74308.94786390744,2
2018-06-12,74575.65290757031,1066.6199621404198,73509.03294542989,2
2018-06-13,74691.34913432595,1066.6199621404198,73624.72917218553,2
2018-06-14,74528.45180942767,1066.6199621404198,73461.83184728725,2
2018-06-15,75248.30646629947,1066.6199621404198,74181.68650415905,2
2018-06-18,76573.56443314624,1066.6199621404198,75506.94447100582,2
2018-06-19,76197.05012712392,1066.6199621404198,75130.4301649835,2
2018-06-20,76379.85522286143,1066.6199621404198,75313.235260721,2
2018-06-21,76613.59152750713,1066.6199621404198,75546.97156536671,2
2018-06-22,76891.9077953612,1066.6199621404198,75825.28783322078,2
2018-06-25,75483.46867969848,1066.6199621404198,74416.84871755805,2
2018-06-26,76343.58360140807,1066.6199621404198,75276.96363926765,2
2018-06-27,76731.02738411968,1066.6199621404198,75664.40742197925,2
2018-06-28,76180.65090981216,1066.6199621404198,75114.03094767174,2
2018-06-29,77801.54837708984,1066.6199621404198,76734.92841494942,2
2018-07-02,76311.96931780377,1066.6199621404198,75245.34935566335,2
2018-07-03,76968.80465956902,1066.6199621404198,75902.1846974286,2
2018-07-05,77549.36557705583,1066.6199621404198,76482.7456149154,2
2018-07-06,78691.54116436523,1066.6199621404198,77624.92120222481,2
2018-07-09,80018.21682586905,1066.6199621404198,78951.59686372863,2
2018-07-10,80586.10363453186,1066.6199621404198,79519.48367239143,2
2018-07-11,80191.46262710879,1066.6199621404198,79124.84266496837,2
2018-07-12,79749.63266731102,1066.6199621404198,78683.0127051706,2
2018-07-13,78714.26110358888,1066.6199621404198,77647.64114144846,2
2018-07-16,78151.49387714117,1066.6199621404198,77084.87391500075,2
2018-07-17,79016.4886051759,1066.6199621404198,77949.86864303547,2
2018-07-18,78553.35640081152,1066.6199621404198,77486.7364386711,2
2018-07-19,78028.31599838413,1066.6199621404198,76961.69603624371,2
2018-07-20,77695.27661141059,1066.6199621404198,76628.65664927017,2
2018-07-23,77610.05318679588,1066.6199621404198,76543.43322465545,2
2018-07-24,77418.08253576182,1066.6199621404198,76351.4625736214,2
2018-07-25,77229.82591805374,1066.6199621404198,76163.20595591332,2
2018-07-26,77768.95312168439,1066.6199621404198,76702.33315954397,2
2018-07-27,77922.95610220204,1066.6199621404198,76856.33614006161,2
2018-07-30,77088.48490059222,1066.6199621404198,76021.86493845179,2
2018-07-31,78184.85386348634,1066.6199621404198,77118.23390134591,2
2018-08-01,77826.5026961685,1066.6199621404198,76759.88273402808,2
2018-08-02,79215.87787879133,1066.6199621404198,78149.25791665091,2
2018-08-03,79651.66209989664,1066.6199621404198,78585.04213775622,2
2018-08-06,79566.45189165602,1066.6199621404198,78499.8319295156,2
2018-08-07,79419.80065837185,1066.6199621404198,78353.18069623143,2
2018-08-08,78442.1257219475,1066.6199621404198,77375.50575980707,2
2018-08-09,79064.74279321989,1066.6199621404198,77998.12283107947,2
2018-08-10,78652.26558456999,1066.6199621404198,77585.64562242957,2
2018-08-13,77618.89771813057,1066.6199621404198,76552.27775599014,2
2018-08-14,78123.48685728082,1066.6199621404198,77056.8668951404,2
2018-08-15,78502.54472855401,1599.9299432106334,76902.61478534338,2
2018-08-16,79239.43103988853,1599.9299432106334,77639.5010966779,2
2018-08-17,79637.17735987731,1599.9299432106334,78037.24741666668,2
2018-08-20,80871.91549007736,1599.9299432106334,79271.98554686672,2
2018-08-21,80889.79320323573,1599.9299432106334,79289.8632600251,2
2018-08-22,81706.40462826501,1599.9299432106334,80106.47468505437,2
2018-08-23,82055.91717776397,1599.9299432106334,80455.98723455334,2
2018-08-24,82185.94541066464,1599.9299432106334,80586.01546745401,2
2018-08-27,81838.88301844588,1599.9299432106334,80238.95307523524,2
2018-08-28,81698.78230167637,1599.9299432106334,80098.85235846574,2
2018-08-29,82476.96987371014,1599.9299432106334,80877.03993049951,2
2018-08-30,83012.78185784387,1599.9299432106334,81412.85191463324,2
2018-08-31,82213.15539155372,1599.9299432106334,80613.22544834309,2
2018-09-04,81844.43492571232,1599.9299432106334,80244.50498250169,2
2018-09-05,81357.29503765376,1599.9299432106334,79757.36509444313,2
2018-09-06,81439.20667164809,1599.9299432106334,79839.27672843746,2
2018-09-07,81143.30904297243,1599.9299432106334,79543.37909976179,2
2018-09-10,81528.31945469147,1599.9299432106334,79928.38951148084,2
2018-09-11,83275.97829772347,1599.9299432106334,81676.04835451284,2
2018-09-12,82752.86435585855,1599.9299432106334,81152.93441264791,2
2018-09-13,82359.88867498767,1599.9299432106334,80759.95873177703,2
2018-09-14,81232.15318675732,1599.9299432106334,79632.22324354669,2
2018-09-17,79721.8795944117,1599.9299432106334,78121.94965120107,2
2018-09-18,79910.7867268856,1599.9299432106334,78310.85678367497,2
2018-09-19,79982.02894026069,1599.9299432106334,78382.09899705005,2
2018-09-20,80872.2023479877,1599.9299432106334,79272.27240477706,2
2018-09-21,82318.85105126906,1599.9299432106334,80718.92110805842,2
2018-09-24,80584.35429632422,1599.9299432106334,78984.42435311359,2
2018-09-25,81732.46623806482,1599.9299432106334,80132.53629485419,2
2018-09-26,81082.05357690863,1599.9299432106334,79482.123633698,2
2018-09-27,81265.6906577486,1599.9299432106334,79665.76071453796,2
2018-09-28,83714.49253156627,1599.9299432106334,82114.56258835563,2
2018-10-01,82668.51613904913,1599.9299432106334,81068.58619583849,2
2018-10-02,82714.24509630313,1599.9299432106334,81114.3151530925,2
2018-10-03,83494.96070250243,1599.9299432106334,81895.0307592918,2
2018-10-04,83114.78808971593,1599.9299432106334,81514.8581465053,2
2018-10-05,84117.08879625553,1599.9299432106334,82517.1588530449,2
2018-10-08,84838.66329459813,1599.9299432106334,83238.73335138749,2
2018-10-09,84320.96086748646,1599.9299432106334,82721.03092427582,2
2018-10-10,82369.99759616026,1599.9299432106334,80770.06765294963,2
2018-10-11,79934.3628127076,1599.9299432106334,78334.43286949696,2
2018-10-12,79969.98999227911,1599.9299432106334,78370.06004906847,2
2018-10-15,80855.1791356764,1599.9299432106334,79255.24919246577,2
2018-10-16,81018.29436821514,1599.9299432106334,79418.3644250045,2
2018-10-17,81403.73203035771,1599.9299432106334,79803.80208714708,2
2018-10-18,83092.64129116789,1599.9299432106334,81492.71134795726,2
2018-10-19,83401.15158364586,1599.9299432106334,81801.22164043522,2
2018-10-22,82653.99666936754,1599.9299432106334,81054.0667261569,2
2018-10-23,81834.91186612836,1599.9299432106334,80234.98192291772,2
2018-10-24,81792.36539314034,1599.9299432106334,80192.4354499297,2
2018-10-25,78447.41488557738,1599.9299432106334,76847.48494236675,2
2018-10-26,75657.10645847909,1599.9299432106334,74057.17651526845,2
2018-10-29,75740.96026505032,1599.9299432106334,74141.03032183969,2
2018-10-30,77115.49510606377,1599.9299432106334,75515.56516285313,2
2018-10-31,76383.75667250186,1599.9299432106334,74783.82672929122,2
2018-11-01,79436.80999752035,1599.9299432106334,77836.88005430972,2
2018-11-02,78350.36862649917,1599.9299432106334,76750.43868328854,2
2018-11-05,78365.62542544436,1599.9299432106334,76765.69548223373,2
2018-11-06,77383.84049432211,1599.9299432106334,75783.91055111148,2
2018-11-07,78564.49501369373,1599.9299432106334,76964.56507048309,2
2018-11-08,79133.276825882,1599.9299432106334,77533.34688267137,2
2018-11-09,78569.64396207244,1599.9299432106334,76969.7140188618,2
2018-11-12,77544.17012859858,1599.9299432106334,75944.24018538794,2
2018-11-13,77197.13810079961,1599.9299432106334,75597.20815758898,2
2018-11-14,75386.56847703725,1599.9299432106334,73786.63853382661,2
2018-11-15,74787.3084336562,1599.9299432106334,73187.37849044557,2
2018-11-16,74207.97830410388,1599.9299432106334,72608.04836089324,2
2018-11-19,74567.75731533437,1599.9299432106334,72967.82737212373,2
2018-11-20,72728.62841202645,1599.9299432106334,71128.69846881581,2
2018-11-21,74737.78566349355,2133.239924280847,72604.5457392127,2
2018-11-23,74336.25700740397,2133.239924280847,72203.01708312312,2
2018-11-26,74354.37949139603,2133.239924280847,72221.13956711518,2
2018-11-27,74724.0421519475,2133.239924280847,72590.80222766666,2
2018-11-28,75139.31431958314,2133.239924280847,73006.07439530229,2
2018-11-29,75415.22022765028,2133.239924280847,73281.98030336943,2
2018-11-30,75221.12735506985,2133.239924280847,73087.88743078901,2
2018-12-03,76330.5330853873,2133.239924280847,74197.29316110646,2
2018-12-04,74862.90965016212,2133.239924280847,72729.66972588128,2
2018-12-06,73974.30297414676,2133.239924280847,71841.06304986592,2
2018-12-07,72936.70202551334,2133.239924280847,70803.4621012325,2
2018-12-10,72542.38823764198,2133.239924280847,70409.14831336113,2
2018-12-11,71312.26285524397,2133.239924280847,69179.02293096312,2
2018-12-12,72358.84810222426,2133.239924280847,70225.60817794342,2
2018-12-13,72361.66470873842,2133.239924280847,70228.42478445757,2
2018-12-14,71501.60151690303,2133.239924280847,69368.36159262218,2
2018-12-17,69584.91445986487,2133.239924280847,67451.67453558402,2
2018-12-18,68329.98192163635,2133.239924280847,66196.74199735551,2
2018-12-19,67259.64597991348,2133.239924280847,65126.40605563262,2
2018-12-20,65195.51379981506,2133.239924280847,63062.273875534214,2
2018-12-21,65204.490954671826,2133.239924280847,63071.25103039098,2
2018-12-24,63969.46444216778,2133.239924280847,61836.224517886934,2
2018-12-26,63914.8868895528,2133.239924280847,61781.64696527195,2
2018-12-27,64287.379372992495,2133.239924280847,62154.13944871165,2
2018-12-28,63943.92913508665,2133.239924280847,61810.6892108058,2
2018-12-31,66264.8064968241,2133.239924280847,64131.56657254325,2
2019-01-02,68094.97731109745,27420.734722157682,40674.24258893977,3
2019-01-03,65245.717529339614,27420.734722157682,37824.982807181936,3
2019-01-04,66615.00023439224,27420.734722157682,39194.26551223455,3
2019-01-07,66415.53590359911,27420.734722157682,38994.801181441435,3
2019-01-08,65386.575837409764,27420.734722157682,37965.841115252086,3
2019-01-09,64878.99248627949,27420.734722157682,37458.25776412181,3
2019-01-10,65228.04139288829,27420.734722157682,37807.30667073061,3
2019-01-11,64437.39720538148,27420.734722157682,37016.662483223794,3
2019-01-14,64496.090685668954,27420.734722157682,37075.35596351127,3
2019-01-15,65100.86219401438,27420.734722157682,37680.1274718567,3
2019-01-16,65505.63613102987,27420.734722157682,38084.90140887218,3
2019-01-17,65885.70766353609,27420.734722157682,38464.9729413784,3
2019-01-18,65609.67441606322,27420.734722157682,38188.93969390554,3
2019-01-22,64676.18564420275,27420.734722157682,37255.45092204507,3
2019-01-23,63994.234950740356,27420.734722157682,36573.50022858268,3
2019-01-24,63954.076360662424,27420.734722157682,36533.34163850474,3
2019-01-25,63984.27332903704,27420.734722157682,36563.53860687936,3
2019-01-28,63905.00404683348,27420.734722157682,36484.2693246758,3
2019-01-29,64594.06205988192,27420.734722157682,37173.327337724244,3
2019-01-30,63824.36025173735,27420.734722157682,36403.62552957967,3
2019-01-31,64228.70244677723,27420.734722157682,36807.96772461955,3
2019-02-01,65390.55777599699,27420.734722157682,37969.82305383931,3
2019-02-04,64794.99744460515,27420.734722157682,37374.26272244747,3
2019-02-05,64174.38243878851,27420.734722157682,36753.647716630825,3
2019-02-06,59465.09869991957,27420.734722157682,32044.363977761885,3
2019-02-07,59299.719987647695,27420.734722157682,31878.98526549001,3
2019-02-08,59046.86930828955,27420.734722157682,31626.13458613187,3
2019-02-11,59774.448002684716,27420.734722157682,32353.713280527038,3
2019-02-12,60164.93732480527,27420.734722157682,32744.202602647594,3
2019-02-13,59964.902453949966,27420.734722157682,32544.167731792288,3
2019-02-14,60127.13489807288,27420.734722157682,32706.400175915194,3
2019-02-15,60643.01925377357,27565.11399316617,33077.9052606074,3
2019-02-19,60457.93693160155,27565.11399316617,32892.822938435376,3
2019-02-20,60722.644634940065,27565.11399316617,33157.53064177389,3
2019-02-21,61857.98956286101,27565.11399316617,34292.87556969484,3
2019-02-22,62129.78159618388,27565.11399316617,34564.66760301771,3
2019-02-25,60930.89668756307,27565.11399316617,33365.7826943969,3
2019-02-26,60390.97891629688,27565.11399316617,32825.864923130706,3
2019-02-27,60496.18217110017,27565.11399316617,32931.068177934,3
2019-02-28,60738.73632984338,27565.11399316617,33173.6223366772,3
2019-03-01,60497.40696310358,27565.11399316617,32932.29296993741,3
2019-03-04,60175.41175061386,27565.11399316617,32610.297757447683,3
2019-03-05,60012.546743887666,27565.11399316617,32447.43275072149,3
2019-03-06,60261.962301480686,27565.11399316617,32696.84830831451,3
2019-03-07,60163.20511732989,27565.11399316617,32598.09112416372,3
2019-03-08,74953.9137691079,27565.11399316617,47388.79977594172,3
2019-03-11,68239.57468700207,27565.11399316617,40674.46069383589,3
2019-03-12,67452.56718437259,27565.11399316617,39887.45319120642,3
2019-03-13,68323.32632172665,27565.11399316617,40758.212328560476,3
2019-03-14,66064.55124238759,27565.11399316617,38499.43724922142,3
2019-03-15,64880.36962372517,27565.11399316617,37315.255630559004,3
2019-03-18,63370.15699021393,27565.11399316617,35805.042997047756,3
2019-03-19,60106.16986831138,27565.11399316617,32541.05587514521,3
2019-03-20,59899.334096652674,27565.11399316617,32334.220103486507,3
2019-03-21,60269.07963948624,27565.11399316617,32703.96564632007,3
2019-03-22,60175.12585333259,27565.11399316617,32610.01186016642,3
2019-03-25,59424.40906338998,27565.11399316617,31859.295070223812,3
2019-03-26,59949.85228666497,27565.11399316617,32384.7382934988,3
2019-03-27,59455.671782133904,27565.11399316617,31890.557788967733,3
2019-03-28,60008.84214100039,27565.11399316617,32443.728147834216,3
2019-03-29,59894.98530600302,27565.11399316617,32329.87131283685,3
2019-04-01,60073.965246823485,27565.11399316617,32508.851253657318,3
2019-04-02,61062.39938439209,27565.11399316617,33497.285391225916,3
2019-04-03,63238.063198481366,27565.11399316617,35672.94920531519,3
2019-04-04,64545.30413684336,27565.11399316617,36980.190143677195,3
2019-04-05,61686.86529572045,27565.11399316617,34121.75130255427,3
2019-04-08,61325.22906591471,27565.11399316617,33760.115072748544,3
2019-04-09,60383.74633789463,27565.11399316617,32818.63234472845,3
2019-04-10,60899.5887152045,27565.11399316617,33334.47472203833,3
2019-04-11,60292.243633700986,27565.11399316617,32727.12964053482,3
2019-04-12,60214.705638347616,27565.11399316617,32649.591645181445,3
2019-04-15,60268.617470228055,27565.11399316617,32703.50347706188,3
2019-04-16,60165.782161887844,27565.11399316617,32600.668168721673,3
2019-04-17,59694.21395808958,27565.11399316617,32129.09996492341,3
2019-04-18,59840.49047766351,27565.11399316617,32275.37648449734,3
2019-04-22,60213.311525968136,27565.11399316617,32648.19753280196,3
2019-04-23,60624.0828270042,27565.11399316617,33058.96883383802,3
2019-04-24,60152.53298740824,27565.11399316617,32587.41899424207,3
2019-04-25,59412.90141097421,27565.11399316617,31847.787417808046,3
2019-04-26,58772.81605558764,27565.11399316617,31207.70206242147,3
2019-04-29,60065.523498500654,27565.11399316617,32500.409505334483,3
2019-04-30,60341.242861215855,27565.11399316617,32776.12886804968,3
2019-05-01,60518.04965034801,27565.11399316617,32952.93565718184,3
2019-05-02,61301.17555967625,27565.11399316617,33736.061566510085,3
2019-05-03,61299.880870383815,27565.11399316617,33734.76687721765,3
2019-05-06,60642.71244591083,27565.11399316617,33077.598452744656,3
2019-05-07,60061.702710734855,27565.11399316617,32496.588717568688,3
2019-05-08,59892.510733914314,27565.11399316617,32327.396740748143,3
2019-05-09,59908.05020353099,27565.11399316617,32342.936210364824,3
2019-05-10,59662.31100906737,27565.11399316617,32097.197015901205,3
2019-05-13,58317.282461540686,27565.11399316617,30752.16846837451,3
2019-05-14,58640.9959767706,27709.49326417466,30931.502712595942,3
2019-05-15,59050.900801195254,27709.49326417466,31341.407537020597,3
2019-05-16,59134.47347803824,27709.49326417466,31424.98021386358,3
2019-05-17,58946.01834135144,27709.49326417466,31236.52507717678,3
2019-05-20,59010.80508418956,27709.49326417466,31301.311820014897,3
2019-05-21,59074.291047306295,27709.49326417466,31364.797783131635,3
2019-05-22,59125.468612270975,27709.49326417466,31415.975348096315,3
2019-05-23,58108.31867082465,27709.49326417466,30398.82540664999,3
2019-05-24,58190.185269512906,27709.49326417466,30480.692005338242,3
2019-05-28,58126.34754206118,27709.49326417466,30416.854277886523,3
2019-05-29,57877.07741273728,27709.49326417466,30167.58414856262,3
2019-05-30,58135.16051226557,27709.49326417466,30425.667248090907,3
2019-05-31,57425.49495098528,27709.49326417466,29716.00168681062,3
2019-06-03,57803.84967900473,27709.49326417466,30094.35641483007,3
2019-06-04,58194.456013642164,27709.49326417466,30484.962749467508,3
2019-06-05,57991.778629841225,27709.49326417466,30282.28536566656,3
2019-06-06,58028.46384039162,27709.49326417466,30318.970576216954,3
2019-06-07,58316.726596799155,27709.49326417466,30607.23333262449,3
2019-06-10,58551.075113911014,27709.49326417466,30841.581849736354,3
2019-06-11,57423.04007265005,27709.49326417466,29713.546808475392,3
2019-06-12,57384.70891725639,27709.49326417466,29675.215653081726,3
2019-06-13,58542.584488275694,27709.49326417466,30833.091224101037,3
2019-06-14,58245.843160935336,27709.49326417466,30536.349896760676,3
2019-06-17,58639.73214965357,27709.49326417466,30930.23888547891,3
2019-06-18,59469.02615940198,27709.49326417466,31759.532895227323,3
2019-06-19,64377.32075835626,27709.49326417466,36667.8274941816,3
2019-06-20,65136.09075155058,27709.49326417466,37426.59748737592,3
2019-06-21,64605.793940504984,27709.49326417466,36896.30067633032,3
2019-06-24,64583.926632121234,27709.49326417466,36874.43336794658,3
2019-06-25,63913.16478483104,27709.49326417466,36203.67152065638,3
2019-06-26,63524.909703365294,27709.49326417466,35815.41643919064,3
2019-06-27,62704.39322016202,27709.49326417466,34994.89995598736,3
2019-06-28,64154.06580589565,27709.49326417466,36444.57254172099,3
2019-07-01,64601.864298316534,27709.49326417466,36892.37103414188,3
2019-07-02,64874.75607293485,27709.49326417466,37165.26280876019,3
2019-07-03,67450.63162305269,27709.49326417466,39741.13835887802,3
2019-07-05,64984.4246319223,27709.49326417466,37274.931367747646,3
2019-07-08,65529.86411461144,27709.49326417466,37820.37085043678,3
2019-07-09,65443.26276850143,27709.49326417466,37733.76950432677,3
2019-07-10,65444.46664431627,27709.49326417466,37734.97338014161,3
2019-07-11,66291.9241269294,27709.49326417466,38582.430862754736,3
2019-07-12,67292.4760745546,27709.49326417466,39582.98281037994,3
2019-07-15,69582.3351236933,27709.49326417466,41872.84185951864,3
2019-07-16,68289.73794382765,27709.49326417466,40580.24467965299,3
2019-07-17,66648.74259959084,27709.49326417466,38939.249335416185,3
2019-07-18,66737.15805201046,27709.49326417466,39027.6647878358,3
2019-07-19,67039.32898793633,27709.49326417466,39329.835723761666,3
2019-07-22,65255.71278817282,27709.49326417466,37546.21952399817,3
2019-07-23,65839.81044733216,27709.49326417466,38130.3171831575,3
2019-07-24,66040.7760261448,27709.49326417466,38331.282761970135,3
2019-07-25,66039.86496936882,27709.49326417466,38330.37170519416,3
2019-07-26,65748.81922041065,27709.49326417466,38039.32595623599,3
2019-07-29,66300.54722000245,27709.49326417466,38591.053955827796,3
2019-07-30,66371.3476586374,27709.49326417466,38661.854394462745,3
2019-07-31,66267.2071945563,27709.49326417466,38557.71393038163,3
2019-08-01,64364.48164862557,27709.49326417466,36654.98838445092,3
2019-08-02,65453.83273298397,27709.49326417466,37744.33946880931,3
2019-08-05,63951.25687668605,27709.49326417466,36241.76361251139,3
2019-08-06,63194.05260588284,27709.49326417466,35484.559341708176,3
2019-08-07,61864.86328027745,27709.49326417466,34155.370016102795,3
2019-08-08,62272.98237169832,27709.49326417466,34563.48910752366,3
2019-08-09,63353.08360335624,27709.49326417466,35643.590339181574,3
2019-08-12,62147.99063723096,27709.49326417466,34438.4973730563,3
2019-08-13,62869.31387671601,27709.49326417466,35159.820612541356,3
2019-08-14,61503.665107680485,27709.49326417466,33794.17184350583,3
2019-08-15,61156.802907710546,27709.49326417466,33447.30964353589,3
2019-08-16,61820.96651594236,27709.49326417466,34111.473251767704,3
2019-08-19,61788.7488812471,27709.49326417466,34079.25561707244,3
2019-08-20,62404.1194279262,27709.49326417466,34694.62616375154,3
2019-08-21,62135.89093032629,27853.87253518315,34282.01839514314,3
2019-08-22,61995.638740741284,27853.87253518315,34141.76620555813,3
2019-08-23,61259.04227638683,27853.87253518315,33405.169741203674,3
2019-08-26,61498.89622145488,27853.87253518315,33645.023686271736,3
