fiscalDateEnding,available_date,is_totalRevenue,is_grossProfit,is_operatingIncome,is_ebit,is_ebitda,is_netIncome,is_interestExpense,is_incomeTaxExpense,is_incomeBeforeTax,cf_operatingCashflow,cf_capitalExpenditures,cf_dividendPayoutCommonStock,cf_netIncome,bs_totalAssets,bs_totalLiabilities,bs_totalShareholderEquity,bs_cashAndCashEquivalentsAtCarryingValue,bs_cashAndShortTermInvestments,bs_shortLongTermDebtTotal,bs_shortTermDebt,bs_longTermDebt,bs_currentDebt,bs_commonStockSharesOutstanding,is_totalRevenue_ttm,is_grossProfit_ttm,is_operatingIncome_ttm,is_ebit_ttm,is_ebitda_ttm,is_netIncome_ttm,is_interestExpense_ttm,is_incomeTaxExpense_ttm,is_incomeBeforeTax_ttm,cf_operatingCashflow_ttm,cf_capitalExpenditures_ttm,cf_netIncome_ttm,ticker,sector
2016-11-30,2017-01-29,13613800000.0,3819800000.0,153900000.0,153900000.0,578900000.0,-36200000.0,212400000.0,4100000.0,-32100000.0,222400000.0,312100000.0,,-36200000.0,23451500000.0,22243400000.0,1208100000.0,806100000.0,806100000.0,12264700000.0,303200000.0,,,583700000.0,59687100000.0,16552700000.0,579700000.0,582300000.0,2352800000.0,-514200000.0,1755400000.0,-1600000.0,-515800000.0,1453600000.0,1291900000.0,-514200000.0,ACI,Consumer Defensive
2017-02-28,2017-04-29,13816600000.0,3933800000.0,186000000.0,85700000.0,516500000.0,34600000.0,108100000.0,-79900000.0,-45300000.0,704200000.0,362600000.0,,34600000.0,23755000000.0,22383800000.0,1371200000.0,1219200000.0,1219200000.0,12337900000.0,318500000.0,,,583700000.0,59678200000.0,16640500000.0,640500000.0,540200000.0,2345000000.0,-373300000.0,1631200000.0,-90300000.0,-463600000.0,1813500000.0,1414900000.0,-373300000.0,ACI,Consumer Defensive
2017-05-31,2017-07-30,18460000000.0,5058500000.0,82400000.0,66000000.0,644400000.0,-204900000.0,270500000.0,400000.0,-204500000.0,654300000.0,422600000.0,,-204900000.0,23183200000.0,21997300000.0,1185900000.0,1063400000.0,1063400000.0,12058100000.0,303900000.0,,,583700000.0,59746500000.0,16578000000.0,523500000.0,406800000.0,2258200000.0,-444600000.0,1588000000.0,-114000000.0,-558600000.0,1897700000.0,1439700000.0,-444600000.0,ACI,Consumer Defensive
2017-08-31,2017-10-30,13831700000.0,3729700000.0,-219800000.0,-208100000.0,231100000.0,-355200000.0,214800000.0,-67700000.0,-422900000.0,218400000.0,330000000.0,,-355200000.0,22334500000.0,21738300000.0,596200000.0,572200000.0,572200000.0,11925800000.0,178700000.0,,,583700000.0,59722100000.0,16541800000.0,202500000.0,97500000.0,1970900000.0,-561700000.0,805800000.0,-143100000.0,-704800000.0,1799300000.0,1427300000.0,-561700000.0,ACI,Consumer Defensive
2017-11-30,2018-01-29,13599200000.0,3624600000.0,-101100000.0,-101100000.0,343300000.0,218100000.0,193900000.0,-523500000.0,-305400000.0,-162100000.0,310100000.0,,218100000.0,22247300000.0,21423200000.0,824100000.0,473300000.0,473300000.0,11924800000.0,222400000.0,,,583700000.0,59707500000.0,16346600000.0,-52500000.0,-157500000.0,1735300000.0,-307400000.0,787300000.0,-670700000.0,-978100000.0,1414800000.0,1425300000.0,-307400000.0,ACI,Consumer Defensive
2018-02-28,2018-04-29,14033700000.0,3948300000.0,233600000.0,-2600000.0,433500000.0,388300000.0,195600000.0,-373000000.0,15300000.0,308200000.0,484300000.0,,388300000.0,22543000000.0,21144800000.0,1398200000.0,670300000.0,670300000.0,11875800000.0,168200000.0,,,583700000.0,59924600000.0,16361100000.0,-4900000.0,-245800000.0,1652300000.0,46300000.0,874800000.0,-963800000.0,-917500000.0,1018800000.0,1547000000.0,46300000.0,ACI,Consumer Defensive
2018-05-31,2018-07-30,18653400000.0,5170700000.0,193100000.0,233900000.0,770500000.0,-17700000.0,254600000.0,-3000000.0,-20700000.0,911600000.0,349500000.0,,-17700000.0,21820200000.0,20428900000.0,1391300000.0,1247600000.0,1247600000.0,11841700000.0,169400000.0,,,583700000.0,60118000000.0,16473300000.0,105800000.0,-77900000.0,1778400000.0,233500000.0,858900000.0,-967200000.0,-733700000.0,1276100000.0,1473900000.0,233500000.0,ACI,Consumer Defensive
2018-08-31,2018-10-30,14024100000.0,3812800000.0,131400000.0,150600000.0,553200000.0,-32400000.0,194900000.0,-11900000.0,-44300000.0,279700000.0,281700000.0,,-32400000.0,21816800000.0,20454200000.0,1362600000.0,1669800000.0,1669800000.0,11765400000.0,436500000.0,,,583700000.0,60310400000.0,16556400000.0,457000000.0,280800000.0,2100500000.0,556300000.0,839000000.0,-911400000.0,-355100000.0,1337400000.0,1425600000.0,556300000.0,ACI,Consumer Defensive
2018-11-30,2019-01-29,13840400000.0,3852400000.0,174400000.0,193200000.0,594800000.0,45600000.0,213000000.0,-65400000.0,-19800000.0,-122200000.0,285700000.0,,45600000.0,20981700000.0,19591600000.0,1390100000.0,486100000.0,486100000.0,10977900000.0,412600000.0,,,583700000.0,60551600000.0,16784200000.0,732500000.0,575100000.0,2352000000.0,383800000.0,858100000.0,-453300000.0,-69500000.0,1377300000.0,1401200000.0,383800000.0,ACI,Consumer Defensive
2019-02-28,2019-04-24,14016600000.0,4058700000.0,288400000.0,353700000.0,751700000.0,135600000.0,168300000.0,1400000.0,137000000.0,618800000.0,445700000.0,,135600000.0,21514700000.0,20064000000.0,1450700000.0,967700000.0,967700000.0,10586400000.0,148800000.0,9772600000.0,,583700000.0,60534500000.0,16894600000.0,787300000.0,931400000.0,2670200000.0,131100000.0,830800000.0,-78900000.0,52200000.0,1687900000.0,1362600000.0,131100000.0,ACI,Consumer Defensive
2019-05-31,2019-07-24,18738400000.0,5239600000.0,321500000.0,289900000.0,968500000.0,49000000.0,225200000.0,15700000.0,64700000.0,802700000.0,362100000.0,,49000000.0,24981200000.0,22926800000.0,2054400000.0,713700000.0,713700000.0,15254800000.0,668200000.0,9030000000.0,,583700000.0,60619500000.0,16963500000.0,915700000.0,987400000.0,2868200000.0,197800000.0,801400000.0,-60200000.0,137600000.0,1579000000.0,1375200000.0,197800000.0,ACI,Consumer Defensive
2019-08-31,2019-10-16,14176700000.0,3941500000.0,582400000.0,554200000.0,1061600000.0,294800000.0,177500000.0,81900000.0,376700000.0,282100000.0,354200000.0,,294800000.0,24698500000.0,22353000000.0,2345500000.0,464700000.0,464700000.0,14720100000.0,654100000.0,7994500000.0,,580600000.0,60772100000.0,17092200000.0,1366700000.0,1391000000.0,3376600000.0,525000000.0,784000000.0,33600000.0,558600000.0,1581400000.0,1447700000.0,525000000.0,ACI,Consumer Defensive
2019-11-30,2020-01-08,14103200000.0,3995100000.0,206600000.0,222500000.0,736700000.0,54800000.0,154800000.0,12900000.0,67700000.0,302200000.0,367400000.0,,54800000.0,24991600000.0,22581000000.0,2410600000.0,416600000.0,416600000.0,14729400000.0,683000000.0,8014700000.0,,580900000.0,61034900000.0,17234900000.0,1398900000.0,1420300000.0,3518500000.0,534200000.0,725800000.0,111900000.0,646100000.0,2005800000.0,1529400000.0,534200000.0,ACI,Consumer Defensive
2020-02-29,2020-05-13,15436800000.0,4418000000.0,326600000.0,211800000.0,773200000.0,67800000.0,121700000.0,22300000.0,90100000.0,516900000.0,391400000.0,83700000.0,67800000.0,27265400000.0,24987300000.0,2278100000.0,478900000.0,478900000.0,14680600000.0,784500000.0,8493300000.0,,479026753.0,62455100000.0,17594200000.0,1437100000.0,1278400000.0,3540000000.0,466400000.0,679200000.0,132800000.0,599200000.0,1903900000.0,1475100000.0,466400000.0,ACI,Consumer Defensive
2020-05-31,2020-07-27,22751600000.0,6771500000.0,971800000.0,968700000.0,1605200000.0,586200000.0,180600000.0,201900000.0,788100000.0,628900000.0,300600000.0,83700000.0,284500000.0,25987800000.0,24792900000.0,1194900000.0,2064500000.0,2064500000.0,7784200000.0,786800000.0,7831800000.0,,583700000.0,66468300000.0,19126100000.0,2087400000.0,1957200000.0,4176700000.0,1003600000.0,634600000.0,319000000.0,1322600000.0,1730100000.0,1413600000.0,701900000.0,ACI,Consumer Defensive
2020-08-31,2020-10-20,15757600000.0,4574900000.0,562000000.0,524300000.0,1005900000.0,284500000.0,128600000.0,111200000.0,395700000.0,628900000.0,300600000.0,83700000.0,284500000.0,26469600000.0,24968000000.0,1501600000.0,2431900000.0,2431900000.0,7893500000.0,909400000.0,7827400000.0,,582900000.0,68049200000.0,19759500000.0,2067000000.0,1927300000.0,4121000000.0,993300000.0,585700000.0,348300000.0,1341600000.0,2076900000.0,1360000000.0,691600000.0,ACI,Consumer Defensive
2020-11-30,2021-01-12,15408900000.0,4508600000.0,258500000.0,269100000.0,766600000.0,123700000.0,115900000.0,29500000.0,153200000.0,275200000.0,380100000.0,83700000.0,123700000.0,26319300000.0,24944600000.0,1374700000.0,1886700000.0,1886700000.0,16080900000.0,798200000.0,8328000000.0,,472100000.0,69354900000.0,20273000000.0,2118900000.0,1973900000.0,4150900000.0,1062200000.0,546800000.0,364900000.0,1427100000.0,2049900000.0,1372700000.0,760500000.0,ACI,Consumer Defensive
2021-02-28,2021-04-26,15772300000.0,4559500000.0,-174800000.0,-99500000.0,403300000.0,-144200000.0,108800000.0,-64100000.0,-208300000.0,906500000.0,547200000.0,76000000.0,-144200000.0,29386000000.0,28061700000.0,1324300000.0,1767600000.0,1767600000.0,16066000000.0,817700000.0,8101200000.0,,464100000.0,69690400000.0,20414500000.0,1617500000.0,1662600000.0,3781000000.0,850200000.0,533900000.0,278500000.0,1128700000.0,2439500000.0,1528500000.0,548500000.0,ACI,Consumer Defensive
2021-05-31,2021-07-29,21269400000.0,6191000000.0,687100000.0,730600000.0,1424100000.0,444800000.0,153300000.0,132500000.0,577300000.0,1059000000.0,513400000.0,76000000.0,444800000.0,26781900000.0,25083500000.0,1698400000.0,2224400000.0,2224400000.0,16034600000.0,825200000.0,8145800000.0,,571400000.0,68208200000.0,19834000000.0,1332800000.0,1424500000.0,3599900000.0,708800000.0,506600000.0,209100000.0,917900000.0,2869600000.0,1741300000.0,708800000.0,ACI,Consumer Defensive
2021-08-31,2021-10-18,16505700000.0,4717000000.0,485900000.0,504800000.0,1027500000.0,295200000.0,109300000.0,100300000.0,395500000.0,1078700000.0,309100000.0,76100000.0,295200000.0,27344300000.0,25384400000.0,1959900000.0,2900400000.0,2900400000.0,16025500000.0,833200000.0,8129100000.0,,573000000.0,68956300000.0,19976100000.0,1256700000.0,1405000000.0,3621500000.0,719500000.0,487300000.0,198200000.0,917700000.0,3319400000.0,1749800000.0,719500000.0,ACI,Consumer Defensive
2021-11-30,2022-01-11,16728400000.0,4830100000.0,599600000.0,634200000.0,1169400000.0,424500000.0,111300000.0,98400000.0,522900000.0,645100000.0,393900000.0,85500000.0,424500000.0,27936100000.0,25625400000.0,2310700000.0,2711600000.0,2711600000.0,15732800000.0,709800000.0,7915700000.0,,574200000.0,70275800000.0,20297600000.0,1597800000.0,1770100000.0,4024300000.0,1020300000.0,482700000.0,267100000.0,1287400000.0,3689300000.0,1763600000.0,1020300000.0,ACI,Consumer Defensive
2022-02-28,2022-04-12,17383500000.0,4984300000.0,664300000.0,691500000.0,1245300000.0,455100000.0,87700000.0,148700000.0,603800000.0,730600000.0,390100000.0,84400000.0,455100000.0,30770200000.0,27745600000.0,3024600000.0,2952600000.0,2952600000.0,15304100000.0,1469400000.0,7136300000.0,,573900000.0,71887000000.0,20722400000.0,2436900000.0,2561100000.0,4866300000.0,1619600000.0,461600000.0,479900000.0,2099500000.0,3513400000.0,1606500000.0,1619600000.0,ACI,Consumer Defensive
2022-05-31,2022-07-26,23310300000.0,6545000000.0,760100000.0,766400000.0,1512900000.0,484200000.0,138900000.0,143300000.0,627500000.0,991900000.0,613800000.0,85800000.0,484200000.0,28220000000.0,24149400000.0,4070600000.0,3213100000.0,3213100000.0,14726200000.0,1472400000.0,7121200000.0,,576300000.0,73927900000.0,21076400000.0,2509900000.0,2596900000.0,4955100000.0,1659000000.0,447200000.0,490700000.0,2149700000.0,3446300000.0,1706900000.0,1659000000.0,ACI,Consumer Defensive
2022-08-31,2022-10-18,17919400000.0,5004600000.0,531000000.0,549900000.0,1112600000.0,342700000.0,89800000.0,117400000.0,460100000.0,660200000.0,446900000.0,75400000.0,342700000.0,28754100000.0,24367100000.0,4387000000.0,3400400000.0,3400400000.0,14652800000.0,1481500000.0,7106800000.0,,576300000.0,75341600000.0,21364000000.0,2555000000.0,2642000000.0,5040200000.0,1706500000.0,427700000.0,507800000.0,2214300000.0,3027800000.0,1844700000.0,1706500000.0,ACI,Consumer Defensive
2022-11-30,2023-01-10,18154900000.0,5121700000.0,582400000.0,580700000.0,1153100000.0,375500000.0,84300000.0,120900000.0,496400000.0,419900000.0,506200000.0,79900000.0,375500000.0,30214700000.0,29395700000.0,819000000.0,4412300000.0,4412300000.0,15791300000.0,2684900000.0,7091700000.0,,538600000.0,76768100000.0,21655600000.0,2537800000.0,2588500000.0,5023900000.0,1657500000.0,400700000.0,530300000.0,2187800000.0,2802600000.0,1957000000.0,1657500000.0,ACI,Consumer Defensive
2023-02-28,2023-04-11,18265100000.0,5084300000.0,433600000.0,494800000.0,1073000000.0,311100000.0,143300000.0,40400000.0,351500000.0,781900000.0,587000000.0,3996200000.0,311100000.0,28754100000.0,27143400000.0,1610700000.0,455800000.0,455800000.0,15006800000.0,1740500000.0,7834400000.0,,580100000.0,77649700000.0,21755600000.0,2307100000.0,2391800000.0,4851600000.0,1513500000.0,456300000.0,422000000.0,1935500000.0,2853900000.0,2153900000.0,1513500000.0,ACI,Consumer Defensive
2023-05-31,2023-07-25,24050200000.0,6662700000.0,622200000.0,638200000.0,1372400000.0,417200000.0,154900000.0,66100000.0,483300000.0,838300000.0,622500000.0,69800000.0,417200000.0,25817200000.0,23817200000.0,2000000000.0,233200000.0,233200000.0,14531600000.0,1242700000.0,7825000000.0,,581900000.0,78389600000.0,21873300000.0,2169200000.0,2263600000.0,4711100000.0,1446500000.0,472300000.0,344800000.0,1791300000.0,2700300000.0,2162600000.0,1446500000.0,ACI,Consumer Defensive
2023-08-31,2023-10-17,18290700000.0,5041500000.0,454400000.0,446300000.0,1014300000.0,266900000.0,111900000.0,67500000.0,334400000.0,509600000.0,461800000.0,69000000.0,266900000.0,26322500000.0,24105900000.0,2216600000.0,266100000.0,266100000.0,14661400000.0,1307600000.0,7810800000.0,,581900000.0,78760900000.0,21910200000.0,2092600000.0,2160000000.0,4612800000.0,1370700000.0,494400000.0,294900000.0,1665600000.0,2549700000.0,2177500000.0,1370700000.0,ACI,Consumer Defensive
2023-11-30,2024-01-09,18557300000.0,5197300000.0,566100000.0,572800000.0,1141200000.0,361400000.0,116300000.0,95100000.0,456500000.0,382900000.0,450700000.0,69100000.0,361400000.0,26496500000.0,23969200000.0,2527300000.0,222700000.0,222700000.0,14723000000.0,1411900000.0,7797000000.0,,581100000.0,79163300000.0,21985800000.0,2076300000.0,2152100000.0,4600900000.0,1356600000.0,526400000.0,269100000.0,1625700000.0,2512700000.0,2122000000.0,1356600000.0,ACI,Consumer Defensive
2024-02-29,2024-04-22,18339500000.0,5144200000.0,426200000.0,424100000.0,997700000.0,250500000.0,109300000.0,64300000.0,314800000.0,928700000.0,496300000.0,69100000.0,250500000.0,28794700000.0,26047200000.0,2747500000.0,188700000.0,188700000.0,14239400000.0,962800000.0,7391300000.0,,583000000.0,79237700000.0,22045700000.0,2068900000.0,2081400000.0,4525600000.0,1296000000.0,492400000.0,293000000.0,1589000000.0,2659500000.0,2031300000.0,1296000000.0,ACI,Consumer Defensive
2024-05-31,2024-07-23,24265400000.0,6738900000.0,459600000.0,455600000.0,1215200000.0,240700000.0,145700000.0,69200000.0,309900000.0,960900000.0,543000000.0,69500000.0,240700000.0,26077000000.0,23163900000.0,2913100000.0,295300000.0,295300000.0,14142700000.0,757600000.0,7774800000.0,,581300000.0,79452900000.0,22121900000.0,1906300000.0,1898800000.0,4368400000.0,1119500000.0,483200000.0,296100000.0,1415600000.0,2782100000.0,1951800000.0,1119500000.0,ACI,Consumer Defensive
2024-08-31,2024-10-15,18551500000.0,5121300000.0,292000000.0,290100000.0,868700000.0,145500000.0,103600000.0,41000000.0,186500000.0,413200000.0,409300000.0,69500000.0,145500000.0,26528400000.0,23508100000.0,3020300000.0,284200000.0,284200000.0,14202800000.0,808400000.0,7779300000.0,,583200000.0,79713700000.0,22201700000.0,1743900000.0,1742600000.0,4222800000.0,998100000.0,474900000.0,269600000.0,1267700000.0,2685700000.0,1899300000.0,998100000.0,ACI,Consumer Defensive
2024-11-30,2025-01-08,18774500000.0,5246400000.0,518500000.0,524100000.0,1104800000.0,400600000.0,109000000.0,14500000.0,415100000.0,548000000.0,494400000.0,69500000.0,400600000.0,26665300000.0,23299600000.0,3365700000.0,206500000.0,206500000.0,14210200000.0,747600000.0,7777100000.0,,584100000.0,79930900000.0,22250800000.0,1696300000.0,1693900000.0,4186400000.0,1037300000.0,467600000.0,189000000.0,1226300000.0,2850800000.0,1943000000.0,1037300000.0,ACI,Consumer Defensive
2025-02-28,2025-04-15,18799500000.0,5149000000.0,276000000.0,313500000.0,893700000.0,171800000.0,101500000.0,46400000.0,218200000.0,758500000.0,484500000.0,86600000.0,171800000.0,29307500000.0,25921600000.0,3385900000.0,297900000.0,297900000.0,14182800000.0,763100000.0,7391600000.0,,584100000.0,80390900000.0,22255600000.0,1546100000.0,1583300000.0,4082400000.0,958600000.0,459800000.0,171100000.0,1129700000.0,2680600000.0,1931200000.0,958600000.0,ACI,Consumer Defensive
2025-05-31,2025-07-15,24880800000.0,6738300000.0,449300000.0,453200000.0,1240000000.0,236400000.0,141800000.0,75000000.0,311400000.0,754400000.0,584600000.0,85700000.0,236400000.0,26469800000.0,23245500000.0,3224300000.0,155300000.0,155300000.0,14314400000.0,1552400000.0,7005600000.0,,575400000.0,81006300000.0,22255000000.0,1535800000.0,1580900000.0,4107200000.0,954300000.0,455900000.0,176900000.0,1131200000.0,2474100000.0,1972800000.0,954300000.0,ACI,Consumer Defensive
2025-08-31,2025-10-14,18915800000.0,5106600000.0,295300000.0,325000000.0,921700000.0,168500000.0,105300000.0,51200000.0,219700000.0,813000000.0,365900000.0,83900000.0,168500000.0,26850500000.0,23771000000.0,3079500000.0,275000000.0,275000000.0,15297400000.0,2647000000.0,6940100000.0,,569900000.0,81370600000.0,22240300000.0,1539100000.0,1615800000.0,4160200000.0,977300000.0,457600000.0,187100000.0,1164400000.0,2873900000.0,1929400000.0,977300000.0,ACI,Consumer Defensive
2025-11-30,2026-01-07,19123700000.0,5248800000.0,489700000.0,493700000.0,1089700000.0,293300000.0,116000000.0,84400000.0,377700000.0,1649600000.0,462300000.0,77100000.0,293300000.0,27093300000.0,24591500000.0,2501800000.0,200900000.0,200900000.0,15431700000.0,1335600000.0,8417000000.0,,534700000.0,81719800000.0,22242700000.0,1510300000.0,1585400000.0,4145100000.0,870000000.0,464600000.0,257000000.0,1127000000.0,3975500000.0,1897300000.0,870000000.0,ACI,Consumer Defensive
2026-02-28,2026-04-14,20252200000.0,5086000000.0,-490200000.0,-490200000.0,171200000.0,-480800000.0,141100000.0,-160200000.0,-641000000.0,717100000.0,426600000.0,76000000.0,-480800000.0,26765900000.0,24929700000.0,1836200000.0,198600000.0,198600000.0,15296900000.0,1270700000.0,8412600000.0,,509700000.0,83172500000.0,22179700000.0,744100000.0,781700000.0,3422600000.0,217400000.0,504200000.0,50400000.0,267800000.0,3934100000.0,1839400000.0,217400000.0,ACI,Consumer Defensive
2005-12-31,2006-01-31,9298985000.0,783468000.0,489076000.0,489076000.0,652168000.0,367677000.0,98871000.0,139027000.0,506704000.0,339169000.0,161028000.0,55530000.0,367677000.0,20098708000.0,11233356000.0,8865352000.0,823866000.0,823866000.0,4613811000.0,588699000.0,4025112000.0,,655508000.0,,,,,,,,,,,,,ADM,Consumer Defensive
2006-03-31,2006-05-02,9122841000.0,770732000.0,473437000.0,473437000.0,636952000.0,347796000.0,26273000.0,145167000.0,492963000.0,155481000.0,215044000.0,65412000.0,347796000.0,20546481000.0,11371083000.0,9175398000.0,918228000.0,918228000.0,4713276000.0,685489000.0,4027787000.0,,657130000.0,,,,,,,,,,,,,ADM,Consumer Defensive
2006-06-30,2006-08-01,9547336000.0,828903000.0,532362000.0,532362000.0,698296000.0,410259000.0,286222000.0,171592000.0,581851000.0,476361000.0,228515000.0,65562000.0,410259000.0,21269030000.0,11462150000.0,9806880000.0,1112853000.0,1112853000.0,4679510000.0,629187000.0,4050323000.0,,660863000.0,,,,,,,,,,,,,ADM,Consumer Defensive
2006-09-30,2006-10-31,9446922000.0,865578000.0,555743000.0,555743000.0,726868000.0,402745000.0,79456000.0,172508000.0,575253000.0,77475000.0,251517000.0,65709000.0,402745000.0,21972020000.0,11682275000.0,10289745000.0,958491000.0,958491000.0,4814927000.0,802251000.0,4012676000.0,,660863000.0,37416084000.0,3248681000.0,2050618000.0,2050618000.0,2714284000.0,1528477000.0,490822000.0,628294000.0,2156771000.0,1048486000.0,856104000.0,1528477000.0,ADM,Consumer Defensive
2006-12-31,2007-02-01,10976000000.0,908000000.0,610000000.0,610000000.0,783875000.0,441000000.0,83121000.0,187000000.0,629000000.0,-373713000.0,308518000.0,65291000.0,441268000.0,25045614000.0,14272930000.0,10772684000.0,822780000.0,822780000.0,5823794000.0,1812600000.0,4011194000.0,,661000000.0,39093099000.0,3373213000.0,2171542000.0,2171542000.0,2845991000.0,1601800000.0,475072000.0,676267000.0,2279067000.0,335604000.0,1003594000.0,1602068000.0,ADM,Consumer Defensive
2007-03-31,2007-05-01,11381000000.0,746000000.0,452000000.0,452000000.0,627000000.0,363000000.0,239154000.0,193000000.0,556000000.0,261943000.0,283557000.0,76000000.0,362891000.0,25351416000.0,14672067000.0,10679349000.0,896526000.0,896526000.0,6371912000.0,1214641000.0,5157271000.0,,653000000.0,41351258000.0,3348481000.0,2150105000.0,2150105000.0,2836039000.0,1617004000.0,687953000.0,724100000.0,2342104000.0,442066000.0,1072107000.0,1617163000.0,ADM,Consumer Defensive
2007-06-30,2007-07-30,12213889000.0,717592000.0,424675000.0,424675000.0,605899000.0,955096000.0,1964269000.0,438720000.0,1393816000.0,337295000.0,354408000.0,74457000.0,955096000.0,25118000000.0,13865000000.0,11253000000.0,663000000.0,663000000.0,5285000000.0,533000000.0,4752000000.0,,647000000.0,44017811000.0,3237170000.0,2042418000.0,2042418000.0,2743642000.0,2161841000.0,2366000000.0,991228000.0,3154069000.0,303000000.0,1198000000.0,2162000000.0,ADM,Consumer Defensive
