fiscalDateEnding,available_date,is_totalRevenue,is_grossProfit,is_operatingIncome,is_ebit,is_ebitda,is_netIncome,is_interestExpense,is_incomeTaxExpense,is_incomeBeforeTax,cf_operatingCashflow,cf_capitalExpenditures,cf_dividendPayoutCommonStock,cf_netIncome,bs_totalAssets,bs_totalLiabilities,bs_totalShareholderEquity,bs_cashAndCashEquivalentsAtCarryingValue,bs_cashAndShortTermInvestments,bs_shortLongTermDebtTotal,bs_shortTermDebt,bs_longTermDebt,bs_currentDebt,bs_commonStockSharesOutstanding,is_totalRevenue_ttm,is_grossProfit_ttm,is_operatingIncome_ttm,is_ebit_ttm,is_ebitda_ttm,is_netIncome_ttm,is_interestExpense_ttm,is_incomeTaxExpense_ttm,is_incomeBeforeTax_ttm,cf_operatingCashflow_ttm,cf_capitalExpenditures_ttm,cf_netIncome_ttm,ticker,sector
2007-09-30,2007-11-06,12828000000.0,930000000.0,576000000.0,576000000.0,761000000.0,441000000.0,145000000.0,206000000.0,647000000.0,-1210000000.0,359000000.0,74000000.0,441000000.0,29392000000.0,17572000000.0,11820000000.0,1121000000.0,1121000000.0,7323000000.0,2590000000.0,4733000000.0,,647000000.0,47398889000.0,3301592000.0,2062675000.0,2062675000.0,2777774000.0,2200096000.0,2431544000.0,1024720000.0,3225816000.0,-984475000.0,1305483000.0,2200255000.0,ADM,Consumer Defensive
2007-12-31,2008-02-04,16496000000.0,948000000.0,610000000.0,610000000.0,785000000.0,473000000.0,139000000.0,212000000.0,685000000.0,-1716000000.0,537000000.0,74000000.0,472000000.0,33490000000.0,21166000000.0,12324000000.0,1105000000.0,1105000000.0,9828000000.0,4595000000.0,5233000000.0,,646000000.0,52918889000.0,3341592000.0,2062675000.0,2062675000.0,2778899000.0,2232096000.0,2487423000.0,1049720000.0,3281816000.0,-2326762000.0,1533965000.0,2230987000.0,ADM,Consumer Defensive
2008-03-31,2008-04-29,18708000000.0,1157000000.0,779000000.0,779000000.0,959000000.0,517000000.0,10000000.0,238000000.0,755000000.0,-241000000.0,416000000.0,84000000.0,517000000.0,36513000000.0,23351000000.0,13162000000.0,1206000000.0,1206000000.0,10996000000.0,4970000000.0,6026000000.0,,647000000.0,60245889000.0,3752592000.0,2389675000.0,2389675000.0,3110899000.0,2386096000.0,2258269000.0,1094720000.0,3480816000.0,-2829705000.0,1666408000.0,2385096000.0,ADM,Consumer Defensive
2008-06-30,2008-08-05,21784000000.0,807000000.0,459000000.0,459000000.0,640000000.0,372000000.0,170000000.0,166000000.0,538000000.0,-37000000.0,467000000.0,84000000.0,372000000.0,37056000000.0,23566000000.0,13490000000.0,810000000.0,810000000.0,11045000000.0,3355000000.0,7690000000.0,,645000000.0,69816000000.0,3842000000.0,2424000000.0,2424000000.0,3145000000.0,1803000000.0,464000000.0,822000000.0,2625000000.0,-3204000000.0,1779000000.0,1802000000.0,ADM,Consumer Defensive
2008-09-30,2008-11-04,21160000000.0,1867000000.0,1458000000.0,1458000000.0,1635000000.0,1050000000.0,78000000.0,444000000.0,1494000000.0,4680000000.0,483000000.0,84000000.0,1050000000.0,34707000000.0,21174000000.0,13533000000.0,2532000000.0,2532000000.0,8505000000.0,751000000.0,7754000000.0,,645000000.0,78148000000.0,4779000000.0,3306000000.0,3306000000.0,4019000000.0,2412000000.0,397000000.0,1060000000.0,3472000000.0,2686000000.0,1903000000.0,2411000000.0,ADM,Consumer Defensive
2008-12-31,2009-02-03,16673000000.0,1212000000.0,875000000.0,947000000.0,1151000000.0,578000000.0,130000000.0,238000000.0,817000000.0,1185000000.0,586000000.0,83000000.0,585000000.0,33901000000.0,20207000000.0,13694000000.0,2248000000.0,2248000000.0,8363000000.0,612000000.0,7751000000.0,,643000000.0,78325000000.0,5043000000.0,3571000000.0,3643000000.0,4385000000.0,2517000000.0,388000000.0,1086000000.0,3604000000.0,5587000000.0,1952000000.0,2524000000.0,ADM,Consumer Defensive
2009-03-31,2009-05-05,14842000000.0,649000000.0,303000000.0,246000000.0,441000000.0,3000000.0,103000000.0,140000000.0,143000000.0,-14000000.0,393000000.0,90000000.0,8000000.0,31975000000.0,18548000000.0,13427000000.0,2188000000.0,2188000000.0,8049000000.0,298000000.0,7751000000.0,,644000000.0,74459000000.0,4535000000.0,3095000000.0,3110000000.0,3867000000.0,2003000000.0,481000000.0,988000000.0,2992000000.0,5814000000.0,1929000000.0,2015000000.0,ADM,Consumer Defensive
2009-06-30,2009-08-04,16532000000.0,361000000.0,41000000.0,150000000.0,341000000.0,64000000.0,88000000.0,-2000000.0,62000000.0,-510000000.0,436000000.0,90000000.0,64000000.0,31582000000.0,17929000000.0,13627000000.0,1055000000.0,1055000000.0,7996000000.0,404000000.0,7800000000.0,,644000000.0,69207000000.0,4089000000.0,2677000000.0,2801000000.0,3568000000.0,1695000000.0,399000000.0,820000000.0,2516000000.0,5341000000.0,1898000000.0,1707000000.0,ADM,Consumer Defensive
2009-09-30,2009-11-03,14921000000.0,973000000.0,619000000.0,815000000.0,1024000000.0,496000000.0,98000000.0,220000000.0,717000000.0,1992000000.0,497000000.0,90000000.0,497000000.0,31861000000.0,17618000000.0,14207000000.0,2390000000.0,2390000000.0,7877000000.0,304000000.0,7573000000.0,,644000000.0,62968000000.0,3195000000.0,1838000000.0,2158000000.0,2957000000.0,1141000000.0,419000000.0,596000000.0,1739000000.0,2653000000.0,1912000000.0,1154000000.0,ADM,Consumer Defensive
2009-12-31,2010-02-02,15913000000.0,1053000000.0,695000000.0,987000000.0,1209000000.0,567000000.0,203000000.0,223000000.0,784000000.0,-612000000.0,442000000.0,90000000.0,561000000.0,33529000000.0,18734000000.0,14765000000.0,1317000000.0,1317000000.0,7865000000.0,467000000.0,7398000000.0,,645000000.0,62208000000.0,3036000000.0,1658000000.0,2198000000.0,3015000000.0,1130000000.0,492000000.0,581000000.0,1706000000.0,856000000.0,1768000000.0,1130000000.0,ADM,Consumer Defensive
2010-03-31,2010-05-04,15145000000.0,891000000.0,536000000.0,635000000.0,877000000.0,421000000.0,101000000.0,118000000.0,534000000.0,1395000000.0,291000000.0,96000000.0,416000000.0,32326000000.0,17557000000.0,14744000000.0,1659000000.0,1659000000.0,7421000000.0,511000000.0,6910000000.0,,645000000.0,62511000000.0,3278000000.0,1891000000.0,2587000000.0,3451000000.0,1548000000.0,490000000.0,559000000.0,2097000000.0,2265000000.0,1666000000.0,1538000000.0,ADM,Consumer Defensive
2010-06-30,2010-08-03,15703000000.0,926000000.0,595000000.0,668000000.0,907000000.0,446000000.0,118000000.0,105000000.0,550000000.0,-91000000.0,377000000.0,96000000.0,445000000.0,31808000000.0,17177000000.0,14609000000.0,1046000000.0,1046000000.0,7548000000.0,718000000.0,6830000000.0,,641000000.0,61682000000.0,3843000000.0,2445000000.0,3105000000.0,4017000000.0,1930000000.0,520000000.0,666000000.0,2585000000.0,2684000000.0,1607000000.0,1919000000.0,ADM,Consumer Defensive
2010-09-30,2010-11-02,16799000000.0,808000000.0,427000000.0,579000000.0,831000000.0,345000000.0,117000000.0,120000000.0,462000000.0,-871000000.0,335000000.0,96000000.0,342000000.0,36036000000.0,20649000000.0,15368000000.0,862000000.0,862000000.0,8903000000.0,2069000000.0,6834000000.0,,641000000.0,63560000000.0,3678000000.0,2253000000.0,2869000000.0,3824000000.0,1779000000.0,539000000.0,566000000.0,2330000000.0,-179000000.0,1445000000.0,1764000000.0,ADM,Consumer Defensive
2010-12-31,2011-02-01,20930000000.0,1234000000.0,822000000.0,1113000000.0,1324000000.0,732000000.0,115000000.0,269000000.0,998000000.0,-3212000000.0,310000000.0,96000000.0,729000000.0,42610000000.0,26706000000.0,15886000000.0,526000000.0,526000000.0,12685000000.0,5837000000.0,6848000000.0,,641000000.0,68577000000.0,3859000000.0,2380000000.0,2995000000.0,3939000000.0,1944000000.0,451000000.0,612000000.0,2544000000.0,-2779000000.0,1313000000.0,1932000000.0,ADM,Consumer Defensive
2011-03-31,2011-05-03,20077000000.0,1160000000.0,765000000.0,912000000.0,1114000000.0,578000000.0,121000000.0,223000000.0,791000000.0,-666000000.0,268000000.0,101000000.0,-1135000000.0,43763000000.0,27083000000.0,16652000000.0,858000000.0,858000000.0,14258000000.0,5908000000.0,8350000000.0,,684000000.0,73509000000.0,4128000000.0,2609000000.0,3272000000.0,4176000000.0,2101000000.0,471000000.0,717000000.0,2801000000.0,-4840000000.0,1290000000.0,381000000.0,ADM,Consumer Defensive
2011-06-30,2011-08-02,22870000000.0,1098000000.0,675000000.0,893000000.0,1105000000.0,381000000.0,129000000.0,385000000.0,764000000.0,2409000000.0,334000000.0,102000000.0,1676000000.0,42352000000.0,23514000000.0,18808000000.0,615000000.0,615000000.0,10319000000.0,2053000000.0,8266000000.0,,676000000.0,80676000000.0,4300000000.0,2689000000.0,3497000000.0,4374000000.0,2036000000.0,482000000.0,997000000.0,3015000000.0,-2340000000.0,1247000000.0,1612000000.0,ADM,Consumer Defensive
2011-09-30,2011-11-01,21902000000.0,1034000000.0,627000000.0,773000000.0,980000000.0,460000000.0,113000000.0,199000000.0,660000000.0,2087000000.0,443000000.0,107000000.0,461000000.0,41448000000.0,23039000000.0,18383000000.0,1320000000.0,1320000000.0,9497000000.0,2819000000.0,6678000000.0,,674000000.0,85779000000.0,4526000000.0,2889000000.0,3691000000.0,4523000000.0,2151000000.0,478000000.0,1076000000.0,3213000000.0,618000000.0,1355000000.0,1731000000.0,ADM,Consumer Defensive
2011-12-31,2012-01-31,23306000000.0,813000000.0,390000000.0,10000000.0,217000000.0,80000000.0,96000000.0,38000000.0,121000000.0,954000000.0,409000000.0,117000000.0,83000000.0,41516000000.0,23351000000.0,17977000000.0,864000000.0,864000000.0,9198000000.0,2436000000.0,6762000000.0,,667000000.0,88155000000.0,4105000000.0,2457000000.0,2588000000.0,3416000000.0,1499000000.0,459000000.0,845000000.0,2336000000.0,4784000000.0,1454000000.0,1085000000.0,ADM,Consumer Defensive
2012-03-31,2012-05-01,21155000000.0,1008000000.0,606000000.0,684000000.0,898000000.0,399000000.0,116000000.0,163000000.0,568000000.0,-783000000.0,341000000.0,115000000.0,405000000.0,41858000000.0,23307000000.0,18353000000.0,818000000.0,818000000.0,10330000000.0,3787000000.0,6543000000.0,,663000000.0,89233000000.0,3953000000.0,2298000000.0,2360000000.0,3200000000.0,1320000000.0,454000000.0,785000000.0,2113000000.0,4667000000.0,1527000000.0,2625000000.0,ADM,Consumer Defensive
2012-06-30,2012-07-31,22675000000.0,813000000.0,419000000.0,532000000.0,752000000.0,284000000.0,116000000.0,123000000.0,416000000.0,661000000.0,284000000.0,116000000.0,293000000.0,41771000000.0,23602000000.0,17969000000.0,1291000000.0,1291000000.0,10320000000.0,3785000000.0,6535000000.0,,661000000.0,89038000000.0,3668000000.0,2042000000.0,1999000000.0,2847000000.0,1223000000.0,441000000.0,523000000.0,1765000000.0,2919000000.0,1477000000.0,1242000000.0,ADM,Consumer Defensive
2012-09-30,2012-10-30,21808000000.0,806000000.0,416000000.0,401000000.0,618000000.0,182000000.0,106000000.0,111000000.0,295000000.0,483000000.0,252000000.0,115000000.0,184000000.0,44760000000.0,26319000000.0,18237000000.0,1235000000.0,1235000000.0,10493000000.0,3946000000.0,6547000000.0,,661000000.0,88944000000.0,3440000000.0,1831000000.0,1627000000.0,2485000000.0,945000000.0,434000000.0,435000000.0,1400000000.0,1315000000.0,1286000000.0,965000000.0,ADM,Consumer Defensive
2012-12-31,2013-02-05,24921000000.0,996000000.0,617000000.0,596000000.0,814000000.0,510000000.0,106000000.0,192000000.0,702000000.0,1995000000.0,363000000.0,115000000.0,510000000.0,45136000000.0,26216000000.0,,1714000000.0,1714000000.0,9272000000.0,2816000000.0,,,661000000.0,90559000000.0,3623000000.0,2058000000.0,2213000000.0,3082000000.0,1375000000.0,444000000.0,589000000.0,1981000000.0,2356000000.0,1240000000.0,1392000000.0,ADM,Consumer Defensive
2013-03-31,2013-05-01,21727000000.0,756000000.0,320000000.0,481000000.0,708000000.0,269000000.0,106000000.0,105000000.0,375000000.0,357000000.0,248000000.0,125000000.0,270000000.0,43226000000.0,24250000000.0,18953000000.0,1448000000.0,1448000000.0,8863000000.0,3489000000.0,5374000000.0,,662000000.0,91131000000.0,3371000000.0,1772000000.0,2010000000.0,2892000000.0,1245000000.0,434000000.0,531000000.0,1788000000.0,3496000000.0,1147000000.0,1257000000.0,ADM,Consumer Defensive
2013-06-30,2013-08-06,22541000000.0,807000000.0,355000000.0,424000000.0,651000000.0,223000000.0,107000000.0,91000000.0,317000000.0,1991000000.0,194000000.0,125000000.0,226000000.0,40238000000.0,21225000000.0,18990000000.0,1848000000.0,1848000000.0,7524000000.0,2158000000.0,5366000000.0,,663000000.0,90997000000.0,3365000000.0,1708000000.0,1902000000.0,2791000000.0,1184000000.0,425000000.0,499000000.0,1689000000.0,4826000000.0,1057000000.0,1190000000.0,ADM,Consumer Defensive
2013-09-30,2013-10-29,21393000000.0,1156000000.0,727000000.0,814000000.0,1041000000.0,476000000.0,105000000.0,228000000.0,709000000.0,2521000000.0,217000000.0,126000000.0,481000000.0,41448000000.0,21882000000.0,19538000000.0,3252000000.0,3252000000.0,6884000000.0,1520000000.0,5364000000.0,,664000000.0,90582000000.0,3715000000.0,2019000000.0,2315000000.0,3214000000.0,1478000000.0,424000000.0,616000000.0,2103000000.0,6864000000.0,1022000000.0,1487000000.0,ADM,Consumer Defensive
2013-12-31,2014-02-04,24143000000.0,1170000000.0,728000000.0,718000000.0,946000000.0,374000000.0,95000000.0,246000000.0,623000000.0,357000000.0,254000000.0,125000000.0,377000000.0,43752000000.0,23558000000.0,20156000000.0,3121000000.0,3121000000.0,6870000000.0,1523000000.0,5347000000.0,,663000000.0,89804000000.0,3889000000.0,2130000000.0,2437000000.0,3346000000.0,1342000000.0,413000000.0,670000000.0,2024000000.0,5226000000.0,913000000.0,1354000000.0,ADM,Consumer Defensive
2014-03-31,2014-04-29,20696000000.0,675000000.0,282000000.0,459000000.0,678000000.0,267000000.0,93000000.0,98000000.0,366000000.0,-358000000.0,188000000.0,158000000.0,268000000.0,41444000000.0,21382000000.0,20023000000.0,1083000000.0,1083000000.0,5673000000.0,320000000.0,5353000000.0,,663000000.0,88773000000.0,3808000000.0,2092000000.0,2415000000.0,3316000000.0,1340000000.0,400000000.0,663000000.0,2015000000.0,4511000000.0,853000000.0,1352000000.0,ADM,Consumer Defensive
2014-06-30,2014-08-05,21494000000.0,1172000000.0,746000000.0,814000000.0,1027000000.0,533000000.0,79000000.0,203000000.0,735000000.0,1341000000.0,210000000.0,157000000.0,532000000.0,39930000000.0,19711000000.0,20184000000.0,1630000000.0,1630000000.0,5622000000.0,253000000.0,5369000000.0,,659000000.0,87726000000.0,4173000000.0,2483000000.0,2805000000.0,3692000000.0,1650000000.0,372000000.0,775000000.0,2433000000.0,3861000000.0,869000000.0,1658000000.0,ADM,Consumer Defensive
2014-09-30,2014-11-04,18117000000.0,1470000000.0,1019000000.0,1112000000.0,1326000000.0,747000000.0,79000000.0,285000000.0,1033000000.0,3441000000.0,207000000.0,155000000.0,748000000.0,41821000000.0,21560000000.0,20226000000.0,4539000000.0,4539000000.0,5541000000.0,195000000.0,5346000000.0,,653000000.0,84450000000.0,4487000000.0,2775000000.0,3103000000.0,3977000000.0,1921000000.0,346000000.0,832000000.0,2757000000.0,4781000000.0,859000000.0,1925000000.0,ADM,Consumer Defensive
2014-12-31,2015-02-03,20894000000.0,1451000000.0,814000000.0,1082000000.0,1330000000.0,701000000.0,86000000.0,291000000.0,996000000.0,619000000.0,289000000.0,154000000.0,705000000.0,43997000000.0,24367000000.0,19575000000.0,1099000000.0,1099000000.0,5690000000.0,132000000.0,5558000000.0,,649000000.0,81201000000.0,4768000000.0,2861000000.0,3467000000.0,4361000000.0,2248000000.0,337000000.0,877000000.0,3130000000.0,5043000000.0,894000000.0,2253000000.0,ADM,Consumer Defensive
2015-03-31,2015-05-05,17506000000.0,1102000000.0,604000000.0,771000000.0,987000000.0,493000000.0,81000000.0,197000000.0,690000000.0,45000000.0,244000000.0,177000000.0,493000000.0,41715000000.0,22958000000.0,18724000000.0,890000000.0,890000000.0,6441000000.0,866000000.0,5575000000.0,,639000000.0,78011000000.0,5195000000.0,3183000000.0,3779000000.0,4670000000.0,2474000000.0,325000000.0,976000000.0,3454000000.0,5446000000.0,950000000.0,2478000000.0,ADM,Consumer Defensive
2015-06-30,2015-08-04,17186000000.0,964000000.0,439000000.0,611000000.0,836000000.0,386000000.0,85000000.0,143000000.0,526000000.0,362000000.0,296000000.0,173000000.0,383000000.0,40568000000.0,22010000000.0,18544000000.0,867000000.0,867000000.0,6923000000.0,958000000.0,5965000000.0,,627000000.0,73703000000.0,4987000000.0,2876000000.0,3576000000.0,4479000000.0,2327000000.0,331000000.0,916000000.0,3245000000.0,4467000000.0,1036000000.0,2329000000.0,ADM,Consumer Defensive
2015-09-30,2015-11-03,16565000000.0,1089000000.0,570000000.0,436000000.0,653000000.0,252000000.0,69000000.0,114000000.0,367000000.0,691000000.0,279000000.0,170000000.0,253000000.0,40877000000.0,22999000000.0,17863000000.0,720000000.0,720000000.0,6782000000.0,953000000.0,5829000000.0,,615000000.0,72151000000.0,4606000000.0,2427000000.0,2900000000.0,3806000000.0,1832000000.0,321000000.0,745000000.0,2579000000.0,1717000000.0,1108000000.0,1834000000.0,ADM,Consumer Defensive
2015-12-31,2016-02-02,16445000000.0,865000000.0,383000000.0,774000000.0,998000000.0,718000000.0,73000000.0,-16000000.0,701000000.0,1383000000.0,306000000.0,167000000.0,717000000.0,40157000000.0,22242000000.0,17899000000.0,910000000.0,910000000.0,5877000000.0,98000000.0,5779000000.0,,603000000.0,67702000000.0,4020000000.0,1996000000.0,2592000000.0,3474000000.0,1849000000.0,308000000.0,438000000.0,2284000000.0,2481000000.0,1125000000.0,1846000000.0,ADM,Consumer Defensive
2016-03-31,2016-05-03,14384000000.0,781000000.0,302000000.0,376000000.0,607000000.0,230000000.0,70000000.0,76000000.0,306000000.0,23000000.0,180000000.0,177000000.0,230000000.0,39681000000.0,21768000000.0,17899000000.0,706000000.0,706000000.0,6646000000.0,795000000.0,5851000000.0,,597000000.0,64580000000.0,3699000000.0,1694000000.0,2197000000.0,3094000000.0,1586000000.0,297000000.0,317000000.0,1900000000.0,2459000000.0,1061000000.0,1583000000.0,ADM,Consumer Defensive
2016-06-30,2016-08-02,15629000000.0,737000000.0,237000000.0,472000000.0,693000000.0,284000000.0,65000000.0,119000000.0,407000000.0,-389000000.0,216000000.0,176000000.0,288000000.0,40098000000.0,22388000000.0,17655000000.0,334000000.0,334000000.0,7386000000.0,1825000000.0,5561000000.0,,594000000.0,63023000000.0,3472000000.0,1492000000.0,2058000000.0,2951000000.0,1484000000.0,277000000.0,293000000.0,1781000000.0,1708000000.0,981000000.0,1488000000.0,ADM,Consumer Defensive
2016-09-30,2016-11-01,15832000000.0,1090000000.0,544000000.0,558000000.0,784000000.0,341000000.0,76000000.0,136000000.0,480000000.0,1522000000.0,225000000.0,175000000.0,344000000.0,39853000000.0,22257000000.0,17538000000.0,701000000.0,701000000.0,7073000000.0,479000000.0,6594000000.0,,589000000.0,62290000000.0,3473000000.0,1466000000.0,2180000000.0,3082000000.0,1573000000.0,284000000.0,315000000.0,1894000000.0,2539000000.0,927000000.0,1579000000.0,ADM,Consumer Defensive
2016-12-31,2017-02-07,16501000000.0,1026000000.0,556000000.0,709000000.0,931000000.0,424000000.0,80000000.0,203000000.0,629000000.0,319000000.0,261000000.0,173000000.0,426000000.0,39769000000.0,22564000000.0,17173000000.0,619000000.0,619000000.0,6931000000.0,427000000.0,6504000000.0,,583000000.0,62346000000.0,3634000000.0,1639000000.0,2115000000.0,3015000000.0,1279000000.0,291000000.0,534000000.0,1822000000.0,1475000000.0,882000000.0,1288000000.0,ADM,Consumer Defensive
2017-03-31,2017-05-02,14988000000.0,872000000.0,356000000.0,539000000.0,764000000.0,339000000.0,81000000.0,118000000.0,458000000.0,409000000.0,200000000.0,183000000.0,340000000.0,39630000000.0,22475000000.0,17121000000.0,476000000.0,476000000.0,7207000000.0,1251000000.0,5956000000.0,,579000000.0,62950000000.0,3725000000.0,1693000000.0,2278000000.0,3172000000.0,1388000000.0,302000000.0,576000000.0,1974000000.0,1861000000.0,902000000.0,1398000000.0,ADM,Consumer Defensive
2017-06-30,2017-08-01,14943000000.0,892000000.0,367000000.0,469000000.0,696000000.0,276000000.0,86000000.0,108000000.0,383000000.0,905000000.0,252000000.0,181000000.0,275000000.0,37817000000.0,20372000000.0,17411000000.0,433000000.0,433000000.0,6980000000.0,924000000.0,6056000000.0,,574000000.0,62264000000.0,3880000000.0,1823000000.0,2275000000.0,3175000000.0,1380000000.0,323000000.0,565000000.0,1950000000.0,3155000000.0,938000000.0,1385000000.0,ADM,Consumer Defensive
2017-09-30,2017-10-31,14827000000.0,812000000.0,334000000.0,304000000.0,536000000.0,192000000.0,79000000.0,30000000.0,225000000.0,841000000.0,244000000.0,180000000.0,195000000.0,38969000000.0,21339000000.0,17570000000.0,518000000.0,518000000.0,7336000000.0,741000000.0,6595000000.0,,569000000.0,61259000000.0,3602000000.0,1613000000.0,2021000000.0,2927000000.0,1231000000.0,326000000.0,459000000.0,1695000000.0,2474000000.0,957000000.0,1236000000.0,ADM,Consumer Defensive
2017-12-31,2018-02-06,16070000000.0,939000000.0,476000000.0,627000000.0,867000000.0,788000000.0,85000000.0,-249000000.0,543000000.0,56000000.0,353000000.0,186000000.0,792000000.0,39963000000.0,21588000000.0,18313000000.0,804000000.0,804000000.0,7493000000.0,870000000.0,6623000000.0,,565000000.0,60828000000.0,3515000000.0,1533000000.0,1939000000.0,2863000000.0,1595000000.0,331000000.0,7000000.0,1609000000.0,2211000000.0,1049000000.0,1602000000.0,ADM,Consumer Defensive
2018-03-31,2018-05-01,15526000000.0,889000000.0,376000000.0,555000000.0,790000000.0,393000000.0,91000000.0,68000000.0,464000000.0,-3574000000.0,196000000.0,190000000.0,396000000.0,41100000000.0,22304000000.0,18732000000.0,797000000.0,797000000.0,9000000000.0,2343000000.0,6657000000.0,,565000000.0,61366000000.0,3532000000.0,1553000000.0,1955000000.0,2889000000.0,1649000000.0,341000000.0,-43000000.0,1615000000.0,-1772000000.0,1045000000.0,1658000000.0,ADM,Consumer Defensive
2018-06-30,2018-07-31,17068000000.0,1181000000.0,621000000.0,741000000.0,980000000.0,566000000.0,90000000.0,86000000.0,652000000.0,395000000.0,183000000.0,189000000.0,566000000.0,38755000000.0,19990000000.0,18710000000.0,851000000.0,851000000.0,7623000000.0,1642000000.0,5981000000.0,,567000000.0,63491000000.0,3821000000.0,1807000000.0,2227000000.0,3173000000.0,1939000000.0,345000000.0,-65000000.0,1884000000.0,-2282000000.0,976000000.0,1949000000.0,ADM,Consumer Defensive
2018-09-30,2018-11-06,15800000000.0,1058000000.0,524000000.0,719000000.0,951000000.0,536000000.0,87000000.0,96000000.0,632000000.0,-501000000.0,176000000.0,189000000.0,536000000.0,39664000000.0,20618000000.0,18987000000.0,915000000.0,915000000.0,7852000000.0,1122000000.0,6730000000.0,,568000000.0,64464000000.0,4067000000.0,1997000000.0,2642000000.0,3588000000.0,2283000000.0,353000000.0,1000000.0,2291000000.0,-3624000000.0,908000000.0,2290000000.0,ADM,Consumer Defensive
2018-12-31,2019-02-05,15947000000.0,1053000000.0,495000000.0,409000000.0,644000000.0,315000000.0,97000000.0,-5000000.0,312000000.0,-1104000000.0,287000000.0,190000000.0,317000000.0,40833000000.0,21788000000.0,18981000000.0,1997000000.0,1997000000.0,8388000000.0,690000000.0,7698000000.0,,567000000.0,64341000000.0,4181000000.0,2016000000.0,2424000000.0,3365000000.0,1810000000.0,365000000.0,245000000.0,2060000000.0,-4784000000.0,842000000.0,1815000000.0,ADM,Consumer Defensive
2019-03-31,2019-04-26,15304000000.0,928000000.0,269000000.0,416000000.0,661000000.0,233000000.0,101000000.0,81000000.0,315000000.0,-2035000000.0,198000000.0,198000000.0,234000000.0,43151000000.0,24192000000.0,18895000000.0,926000000.0,926000000.0,9884000000.0,2209000000.0,7675000000.0,,566000000.0,64119000000.0,4220000000.0,1909000000.0,2285000000.0,3236000000.0,1650000000.0,375000000.0,258000000.0,1911000000.0,-3245000000.0,844000000.0,1653000000.0,ADM,Consumer Defensive
2019-06-30,2019-08-01,16297000000.0,972000000.0,370000000.0,383000000.0,631000000.0,235000000.0,109000000.0,36000000.0,274000000.0,-678000000.0,185000000.0,197000000.0,238000000.0,42616000000.0,23584000000.0,18955000000.0,849000000.0,849000000.0,9412000000.0,1711000000.0,7701000000.0,,566000000.0,63348000000.0,4011000000.0,1658000000.0,1927000000.0,2887000000.0,1319000000.0,394000000.0,208000000.0,1533000000.0,-4318000000.0,846000000.0,1325000000.0,ADM,Consumer Defensive
2019-09-30,2019-10-31,16726000000.0,1078000000.0,500000000.0,600000000.0,849000000.0,407000000.0,97000000.0,95000000.0,503000000.0,-926000000.0,183000000.0,197000000.0,408000000.0,41804000000.0,22856000000.0,18873000000.0,932000000.0,932000000.0,9074000000.0,1443000000.0,7631000000.0,,563000000.0,64274000000.0,4031000000.0,1634000000.0,1808000000.0,2785000000.0,1190000000.0,404000000.0,207000000.0,1404000000.0,-4743000000.0,853000000.0,1197000000.0,ADM,Consumer Defensive
2019-12-31,2020-01-29,16329000000.0,1169000000.0,515000000.0,591000000.0,842000000.0,504000000.0,96000000.0,-3000000.0,496000000.0,-1813000000.0,262000000.0,197000000.0,499000000.0,43997000000.0,24714000000.0,19208000000.0,852000000.0,852000000.0,9877000000.0,1424000000.0,7672000000.0,,563000000.0,64656000000.0,4147000000.0,1654000000.0,1990000000.0,2983000000.0,1379000000.0,403000000.0,209000000.0,1588000000.0,-5452000000.0,828000000.0,1379000000.0,ADM,Consumer Defensive
2020-03-31,2020-04-29,14970000000.0,951000000.0,287000000.0,458000000.0,703000000.0,391000000.0,83000000.0,-16000000.0,375000000.0,-655000000.0,194000000.0,203000000.0,391000000.0,48395000000.0,29348000000.0,18952000000.0,4734000000.0,4734000000.0,12721000000.0,4108000000.0,8613000000.0,,564000000.0,64322000000.0,4170000000.0,1672000000.0,2032000000.0,3025000000.0,1537000000.0,385000000.0,112000000.0,1648000000.0,-4072000000.0,824000000.0,1536000000.0,ADM,Consumer Defensive
2020-06-30,2020-07-29,16281000000.0,1108000000.0,470000000.0,639000000.0,883000000.0,469000000.0,79000000.0,80000000.0,552000000.0,219000000.0,166000000.0,202000000.0,472000000.0,44341000000.0,24945000000.0,19293000000.0,1203000000.0,1203000000.0,9412000000.0,780000000.0,8632000000.0,,562000000.0,64306000000.0,4306000000.0,1772000000.0,2288000000.0,3277000000.0,1771000000.0,355000000.0,156000000.0,1926000000.0,-3175000000.0,805000000.0,1770000000.0,ADM,Consumer Defensive
2020-09-30,2020-10-29,15126000000.0,1042000000.0,406000000.0,300000000.0,538000000.0,225000000.0,85000000.0,-26000000.0,200000000.0,-1080000000.0,198000000.0,202000000.0,226000000.0,44795000000.0,25369000000.0,19322000000.0,948000000.0,948000000.0,8384000000.0,462000000.0,7922000000.0,,562000000.0,62706000000.0,4270000000.0,1678000000.0,1988000000.0,2966000000.0,1589000000.0,343000000.0,35000000.0,1623000000.0,-3329000000.0,820000000.0,1588000000.0,ADM,Consumer Defensive
