date,ticker,side,shares,price,gross_value,transaction_cost
2018-01-02,ADM,BUY,1591.970092746906,31.407625198364254,50000.0,50.0
2018-01-02,AQB,BUY,280.65297549839704,177.8000030517578,49900.09990009991,49.90009990009991
2019-01-02,ADM,SELL,-1179.4578898655086,33.0402717590332,38969.60920949226,38.969609209492255
2019-01-02,ARLO,BUY,1346.790063364299,10.119999885559082,13629.515287118813,13.629515287118814
2020-01-02,AQB,SELL,280.65297549839704,49.400001525878906,13864.25741786327,13.86425741786327
2020-01-02,ARLO,BUY,1245.8787305072194,4.96999979019165,6192.0170292251205,6.192017029225121
2020-01-02,ARKO,BUY,1382.9149432816635,9.317683219909668,12885.563361577886,12.885563361577887
2020-01-02,AQB,BUY,260.84135553776446,49.400001525878906,12885.563361577886,12.885563361577887
2021-01-04,ARKO,BUY,1125.9010695716813,8.361906051635742,9414.678967194597,9.414678967194597
2021-01-04,ACI,BUY,90.85719823248463,11.25325870513916,1022.4395569342621,1.0224395569342621
2021-01-04,AQB,SELL,-141.10114911232412,175.1999969482422,24720.92089387265,24.720920893872652
2022-01-03,ADM,SELL,412.51220288139734,60.03727340698242,24766.107908107053,24.766107908107053
2022-01-03,AQB,SELL,119.74020642544033,45.20000076293945,5412.25742178443,5.412257421784431
2022-01-03,ARLO,SELL,-585.166244084857,10.390000343322754,6079.877476942551,6.079877476942551
2022-01-03,ACI,BUY,969.3737535476932,19.67302703857422,19070.51606402795,19.07051606402795
2022-01-03,ADM,BUY,347.4167129495076,60.03727340698242,20857.95218150472,20.857952181504718
2022-01-03,AQB,BUY,461.4591112707822,45.20000076293945,20857.95218150472,20.857952181504718
2023-01-03,ARLO,SELL,2007.5025497866616,3.660000085830689,7347.459504524508,7.347459504524508
2023-01-03,ACI,SELL,1060.230951780178,18.8272705078125,19961.25492992092,19.96125492992092
2023-01-03,ARLO,BUY,5044.7457717071,3.660000085830689,18463.769957441993,18.463769957441993
2023-01-03,ACI,BUY,958.9242843093548,18.8272705078125,18053.926897202724,18.053926897202725
2023-01-03,ADM,SELL,-118.8626129988871,80.78511810302734,9602.330229149527,9.602330229149528
2023-01-03,AQB,BUY,601.2010669034015,15.9399995803833,9583.144754166213,9.583144754166213
2024-01-02,AQB,SELL,1062.6601781741838,2.789999961853028,2964.8218565687043,2.9648218565687046
2024-01-02,ARLO,SELL,-2741.120724075275,9.229999542236328,25300.5430284293,25.3005430284293
2024-01-02,ADM,BUY,88.40340784245836,67.08299255371094,5930.365150018306,5.930365150018306
2024-01-02,AQB,BUY,7620.952840803642,2.789999961853028,21262.458135125886,21.262458135125886
2025-01-02,ARKO,SELL,2508.8160128533445,6.2125115394592285,15586.048430231494,15.586048430231495
2025-01-02,ARLO,SELL,2303.625047631825,10.970000267028809,25270.767387655374,25.270767387655376
2025-01-02,ARKO,BUY,2690.965047749921,6.2125115394592285,16717.651411427836,16.717651411427838
2025-01-02,ARLO,BUY,1523.942662214334,10.970000267028809,16717.651411427836,16.717651411427838
2025-01-02,AQB,BUY,13540.630649512203,0.7900000214576721,10697.098503665053,10.697098503665053
2026-01-02,AQB,SELL,21161.583490315847,0.949999988079071,20103.50406353432,20.10350406353432
2026-01-02,ARKO,BUY,1304.6142637698924,4.447232246398926,5801.92262294946,5.80192262294946
2026-01-02,AQB,BUY,16872.6475049951,0.949999988079071,16029.014928607714,16.029014928607715
