fiscalDateEnding,reportedEPS
1996-12-31,1.24
1997-12-31,1.67
1998-12-31,2.12
1999-12-31,1.98
2000-12-31,1.2
2001-12-31,1.18
2002-12-31,1.37
2003-12-31,1.26
2004-12-31,1.41
2005-12-31,1.55
2006-12-31,1.82
2007-12-31,2.07
2008-12-31,2.22
2009-12-31,2
2010-12-31,2.1
2011-12-31,2.12
2012-12-31,2.08
2013-12-31,2.15
2014-12-31,2.48
2015-12-31,2.62
2016-12-31,2.92
2017-12-31,3.22
2018-12-31,4.2
2019-12-31,4.43
2020-12-31,4.03
2021-12-31,4.85
2022-12-31,5.59
2023-12-31,6.19
2024-12-31,7.23
2025-12-31,7.5
2026-03-31,0
