fiscalDateEnding,reportedEPS
1996-12-31,2.54
1997-12-31,3.14
1998-12-31,2.94
1999-12-31,1.94
2000-12-31,1.84
2001-12-31,0.32
2002-12-31,-0.4
2003-12-31,-1.39
2004-12-31,-0.36
2005-12-31,3.4
2006-12-31,5.44
2007-12-31,7.21
2008-12-31,5.48
2009-12-31,0.46
2010-12-31,0.8
2011-12-31,2.23
2012-12-31,1.5
2013-12-31,-0.22
2014-12-31,-0.01
2015-12-31,-0.91
2016-12-31,-1.04
2017-12-31,0.45
2018-12-31,1.51
2019-12-31,1.21
2020-12-31,-0.53
2021-12-31,0.12
2022-12-31,2
2023-12-31,2.27
2024-12-31,2.47
2025-12-31,3.24
2026-03-31,1
