fiscalDateEnding,reportedEPS
1996-03-31,0.37
1997-03-31,0.64
1998-03-31,0.86
1999-03-31,1.24
2000-03-31,1.88
2001-03-31,1.08
2002-03-31,0.71
2003-03-31,1.04
2004-03-31,1.21
2005-03-31,1.91
2006-03-31,3.03
2007-03-31,4.06
2008-03-31,2.1
2009-03-31,0.96
2010-03-31,0.7
2011-03-31,0.3358
2012-03-31,0.61
2013-03-31,1.65
2014-03-31,2.55
2015-03-31,3.48
2016-03-31,3.58
2017-03-31,4.23
2018-03-31,4.93
2019-03-31,5.18
2020-03-31,5.69
2021-03-31,7.09
2022-03-31,9.41
2023-03-31,12.67
2024-03-31,13.79
2025-03-31,13.85
2025-12-31,11.21
