fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2014-12-31,USD,199000,199000,5771000,5771000,-5697000,2700000,3196000,5896000,None,None,None,632000,None,None,None,125000,-7200000,663000,None,-7200000,None,-6568000,-6443000,-7200000
2015-12-31,USD,241000,241000,15704000,15704000,-15645000,8665000,7221000,15886000,None,None,174000,855000,None,None,None,182000,-18173000,177000,None,-18173000,None,-17318000,-17136000,-18173000
2016-12-31,USD,122000,318000,196000,196000,-10516000,8129000,2705000,10834000,None,-87000,87000,87000,None,-192000,None,196000,-10795000,56000,None,-10795000,None,-10708000,-10512000,-10795000
2017-12-31,USD,7000,52000,45000,45000,-12316000,9132000,3191000,12323000,None,-57000,29000,86000,None,116000,None,391000,-12286000,173000,None,-12286000,None,-12200000,-11809000,-12286000
2018-12-31,USD,56000,297000,241000,241000,-11880000,9532000,2404000,11936000,None,-49000,25000,74000,None,46000,None,447000,-11908000,46000,None,-11908000,None,-11834000,-11387000,-11908000
2019-12-31,USD,42000,143000,101000,101000,-10287000,8421000,1908000,10329000,None,3000,45000,42000,None,311000,None,413000,-10018000,308000,None,-10018000,None,-9976000,-9563000,-10018000
2020-12-31,USD,-23000,258000,281000,281000,-7933000,6440000,1494000,7910000,None,-25000,3000,28000,None,24000,None,288000,-7937000,-239000,None,-7937000,None,-7909000,-7621000,-7937000
2021-12-31,USD,220000,576000,356000,356000,-8934000,6594000,1954000,9154000,None,-7000,4000,11000,None,None,None,303000,-8268000,-292000,None,-8268000,None,-8257000,-7954000,-8268000
2022-12-31,USD,464000,1019000,555000,555000,-9674000,7593000,1859000,10138000,None,5000,7000,2000,None,None,None,183000,-9695000,19000,None,-9695000,None,-9693000,-9510000,-9695000
2023-12-31,USD,539000,1193000,654000,654000,-7732000,6699000,1228000,8271000,None,21000,22000,4000,None,None,None,135000,-7710000,26000,None,-8125000,None,-7706000,-7571000,-7710000
2024-12-31,USD,1004000,1857000,853000,853000,-6249000,5253000,1712000,7253000,None,34000,56000,22000,None,None,None,156000,-6184000,None,None,-6184000,None,-6162000,-6006000,-6184000
2025-12-31,USD,1388000,2221000,833000,833000,-6505000,5934000,1698000,7893000,None,122000,144000,22000,None,None,None,135000,-6383000,None,None,-6383000,None,-6505000,-6370000,-6383000
