fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
2016-09-30,2016-12-08,-6.4,None,0,None,post-market
2016-12-31,2017-03-30,-8.6,-0.21,-8.39,-3995.2381,post-market
2017-03-31,2017-05-11,-136,-84,-52,-61.9048,post-market
2017-06-30,2017-08-10,-140,-112,-28,-25,post-market
2017-09-30,2017-11-08,-112,-124,12,9.6774,post-market
2017-12-31,2018-03-29,-60,-78,18,23.0769,post-market
2018-03-31,2018-05-14,-64,-58,-6,-10.3448,post-market
2018-06-30,2018-08-13,-100,-52,-48,-92.3077,post-market
2018-09-30,2018-11-12,-56,-44,-12,-27.2727,post-market
2018-12-31,2019-03-28,-40,-38,-2,-5.2632,post-market
2019-03-31,2019-05-15,-40,-40,0,0,post-market
2019-06-30,2019-08-13,-36,-40,4,10,post-market
2019-09-30,2019-11-12,-36,-36,0,0,post-market
2019-12-31,2020-03-16,-41.8,-34,-7.8,-22.9412,post-market
2020-03-31,2020-05-15,-34.8,-29.2,-5.6,-19.1781,pre-market
2020-06-30,2020-08-12,-11.8,-678,666.2,98.2596,post-market
2020-09-30,2020-11-11,-11.2,-11.8,0.6,5.0847,post-market
2020-12-31,2021-03-25,-6.6,-10.5,3.9,37.1429,post-market
2021-03-31,2021-05-13,-4.4,-3.2,-1.2,-37.5,post-market
2021-06-30,2021-08-12,-3,-3,0,0,post-market
2021-09-30,2021-11-10,-3.6,-3.6,0,0,post-market
2021-12-31,2022-03-29,-4.08,-4.2,0.12,2.8571,post-market
2022-03-31,2022-05-12,-3.8,-4.2,0.4,9.5238,post-market
2022-06-30,2022-08-11,-4.2,-3.8,-0.4,-10.5263,post-market
2022-09-30,2022-11-14,-4.4,-4.2,-0.2,-4.7619,pre-market
2022-12-31,2023-03-16,-3.21,-4.2,0.99,23.5714,post-market
2023-03-31,2023-05-11,-1.32,-0.81,-0.51,-62.963,post-market
2023-06-30,2023-08-10,-0.7,-0.78,0.08,10.2564,post-market
2023-09-30,2023-11-09,-0.47,-0.85,0.38,44.7059,post-market
2023-12-31,2024-02-21,-0.9,-0.44,-0.46,-104.5455,post-market
2024-03-31,2024-05-09,-0.36,-0.34,-0.02,-5.8824,post-market
2024-06-30,2024-08-08,-3.08,-3.2,0.12,3.75,post-market
2024-09-30,2024-11-12,-2.07,-3.2,1.13,35.3125,post-market
2024-12-31,2025-03-12,-1.22,-1.5,0.28,18.6667,post-market
2025-03-31,2025-05-07,-1.2808,None,0,None,post-market
2025-06-30,2025-08-08,-0.87,None,0,None,pre-market
2025-09-30,2025-11-11,-0.28,-0.35,0.07,20,post-market
2025-12-31,2026-03-13,-0.35,-0.3,-0.05,-16.6667,pre-market
