fiscalDateEnding,reportedEPS
1996-12-31,0.94
1997-12-31,0.95
1998-12-31,2.01
1999-12-31,1.911
2000-12-31,1.7664
2001-12-31,1.5656
2002-12-31,2.1671
2003-12-31,2.0071
2004-12-31,2.11
2005-12-31,2.35
2006-12-31,2.0668
2007-12-31,1.8886
2008-12-31,1.75
2009-12-31,2.33
2010-12-31,2.6238
2011-12-31,2.863
2012-12-31,3.0714
2013-12-31,2.4671
2014-12-31,1.981
2015-12-31,2.4588
2016-12-31,4.0212
2017-12-31,1.83
2018-12-31,2.33
2019-12-31,2.52
2020-12-31,4.41
2021-12-31,4.04
2022-12-31,4.6554
2023-12-31,3.8527
2024-12-31,4.0873
2025-12-31,3.6159
