date,dividend
2006-02-01,0.411
2006-05-02,0.425
2006-08-01,0.438
2006-11-01,0.445
2007-02-01,0.455
2007-05-02,0.465
2007-08-01,0.473
2007-11-01,0.48
2008-02-01,0.488
2008-05-02,0.488
2008-08-01,0.488
2008-11-03,0.488
2009-02-02,0.488
2009-05-05,0.488
2009-08-03,0.488
2009-11-02,0.488
2010-02-01,0.488
2010-05-03,0.488
2010-08-02,0.488
2010-11-01,0.495
2011-02-01,0.5
2011-05-02,0.5
2011-08-01,0.5
2011-11-01,0.5
2012-02-01,0.5
2012-05-02,0.5
2012-08-01,0.525
2012-11-01,0.533
2013-02-01,0.57
2013-05-02,0.583
2013-08-01,0.588
2013-11-01,0.6
2014-02-03,0.613
2014-05-02,0.625
2014-08-01,0.638
2014-11-03,0.653
2015-02-02,0.665
2015-05-04,0.68
2015-08-03,0.693
2015-11-02,0.698
2016-02-08,0.463
2016-05-04,0.463
2016-08-04,0.463
2016-11-04,0.463
2017-02-07,0.463
2017-05-08,0.463
2017-08-07,0.463
2017-11-08,0.463
2018-02-08,0.463
2018-05-09,0.463
2018-08-08,0.475
2018-11-08,0.475
2019-02-07,0.5
2019-05-09,0.51
2019-08-08,0.515
2019-11-07,0.52
2020-02-07,0.525
2020-05-08,0.394
2020-08-07,0.459
2020-11-06,0.5
2021-02-05,0.55
2021-05-07,0.575
2021-08-06,0.575
2021-11-05,0.575
2022-02-07,0.585
2022-05-06,0.595
2022-08-05,0.605
2022-11-07,0.625
2023-02-07,1.573
2023-05-08,0.655
2023-08-07,0.675
2023-11-07,0.685
2024-02-07,0.7
2024-05-08,0.71
2024-08-08,0.72
2024-11-08,0.73
2025-02-10,0.74
2025-05-09,0.745
2025-08-08,0.75
2025-11-10,0.755
2026-02-09,0.76
