fiscalDateEnding,reportedEPS
1996-12-31,0.86
1997-12-31,1.05
1998-12-31,0.43
1999-12-31,0.42
2000-12-31,0.26
2001-12-31,0.12
2002-12-31,0.37
2003-12-31,0.97
2004-12-31,1.17
2005-12-31,0.91
2006-12-31,1.65
2007-12-31,1.42
2008-12-31,1.97
2009-12-31,2.8
2010-12-31,3.84
2011-12-31,4.4
2012-12-31,3.7
2013-12-31,2.43
2014-12-31,1.09
2015-12-31,0.99
2016-12-31,1.41
2017-12-31,1.46
2018-12-31,1.34
2019-12-31,1.31
2020-12-31,2.65
2021-12-31,2.95
2022-12-31,1.86
2023-12-31,1.59
2024-12-31,3.48
2025-12-31,6.91
2026-03-31,2.9
