fiscalDateEnding,reportedEPS
1996-12-31,0.99
1997-12-31,0.53
1998-12-31,0.83
1999-12-31,0.95
2000-12-31,0.87
2001-12-31,1
2002-12-31,1.1
2003-12-31,1.17
2004-12-31,1.17
2005-12-31,1.22
2006-12-31,1.29
2007-12-31,1.43
2008-12-31,1.53
2009-12-31,1.6
2010-12-31,1.93
2011-12-31,2.17
2012-12-31,2.35
2013-12-31,2.51
2014-12-31,2.58
2015-12-31,2.69
2016-12-31,2.96
2017-12-31,3.14
2018-12-31,3.35
2019-12-31,3.58
2020-12-31,3.79
2021-12-31,4.11
2022-12-31,4.46
2023-12-31,4.63
2024-12-31,4.83
2025-12-31,4.83
2026-03-31,0
