date,dividend
1992-11-18,0.003333
1993-02-23,0.003333
1993-06-14,0.003333
1993-08-06,0.003333
1993-11-05,0.003333
1994-02-07,0.003333
1994-05-10,0.003333
1994-08-09,0.003333
1994-11-08,0.003333
1995-02-14,0.005
1995-05-10,0.005
1995-08-11,0.005
1995-11-13,0.005
1996-02-14,0.01
1996-05-13,0.01
1996-08-13,0.01
1996-11-13,0.01
1997-02-12,0.01
1997-05-13,0.01
1997-08-13,0.01
1997-11-13,0.01
1998-02-11,0.01
1998-05-13,0.01
1998-08-13,0.01
1998-11-12,0.01
1999-02-10,0.01
1999-05-12,0.01
1999-08-12,0.01
1999-11-10,0.01
2000-02-11,0.01
2000-05-11,0.01
2000-08-11,0.01
2000-11-13,0.01
2001-02-13,0.01
2013-02-13,0.1
2013-05-13,0.1
2013-08-13,0.1
2014-02-12,0.11
2014-05-13,0.11
2014-08-13,0.11
2014-11-12,0.11
2015-02-11,0.12
2015-05-13,0.12
2015-08-12,0.12
2015-11-12,0.12
2016-02-11,0.13
2016-05-12,0.13
2016-08-11,0.13
2016-11-10,0.13
2017-02-13,0.14
2017-05-11,0.14
2017-08-11,0.14
2017-11-14,0.14
2018-02-14,0.15
2018-05-14,0.15
2018-08-14,0.15
2018-11-14,0.15
2019-02-14,0.15
2019-05-14,0.16
2019-08-14,0.16
2019-11-14,0.16
2020-02-13,0.16
2020-05-14,0.16
2020-08-13,0.16
2020-11-13,0.16
2021-02-12,0.16
2021-05-07,4.0
2021-05-13,0.2
2021-08-13,0.2
2021-11-12,0.2
2022-02-14,0.2
2022-05-13,0.24
2022-05-19,4.5
2022-08-12,0.24
2022-11-14,0.24
2023-02-14,0.24
2023-05-12,0.29
2023-05-18,5.0
2023-08-14,0.29
2023-11-14,0.29
2024-02-14,0.29
2024-05-14,0.29
2024-05-17,2.5
2024-08-15,0.29
2024-11-15,0.29
2025-02-14,0.29
2025-05-15,0.29
2025-08-15,0.29
2025-11-14,0.29
2026-02-13,0.29
