fiscalDateEnding,reportedEPS
1996-08-31,0.38
1997-08-31,0.34
1998-08-31,0.36
1999-08-31,0.39
2000-08-31,0.4
2001-08-31,0.3071
2002-08-31,0.3595
2003-08-31,0.2044
2004-08-31,1.06
2005-08-31,2.33
2006-08-31,3.09
2007-08-31,2.93
2008-08-31,2.08
2009-08-31,0.39
2010-08-31,-1.48
2011-08-31,0.13
2012-08-31,0.76
2013-08-31,0.63
2014-08-31,0.96
2015-08-31,1.38
2016-08-31,0.89
2017-08-31,0.98
2018-08-31,1.52
2019-08-31,2.07
2020-08-31,2.64
2021-08-31,3.54
2022-08-31,8.21
2023-08-31,7.46
2024-08-31,4.43
2025-08-31,3.11
2026-02-28,3
