fiscalDateEnding,reportedEPS
1996-12-31,2.16
1997-12-31,2.33
1998-12-31,2.58
1999-12-31,3
2000-12-31,3.61
2001-12-31,3.57
2002-12-31,2.71
2003-12-31,3.31
2004-12-31,4.04
2005-12-31,4.64
2006-12-31,5.14
2007-12-31,5.22
2008-12-31,3.35
2009-12-31,3.22
2010-12-31,3.14
2011-12-31,4.17
2012-12-31,4.37
2013-12-31,5.03
2014-12-31,6.04
2015-12-31,6.01
2016-12-31,6.41
2017-12-31,7.78
2018-12-31,8.48
2019-12-31,6.66
2020-12-31,4.27
2021-12-31,8.17
2022-12-31,-5.37
2023-12-31,5.22
2024-12-31,6.22
2025-12-31,8.21
2026-03-31,0
