fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,19878000,None,None,None,None,59836000,95479000,None,-74061000,None,11119000,74450000,None,None,None,None,32010000,32010000,None,None,None,None,None,None,-42962000,None,None,215689000
2007-12-31,USD,259302000,None,None,None,None,65874000,82510000,None,-8553000,None,-134064000,-182396000,None,None,None,None,34743000,34743000,None,None,None,None,-59957000,None,-54805000,None,None,215637000
2008-12-31,USD,274200000,None,None,None,None,69000000,68000000,None,8300000,None,-354200000,35200000,None,None,None,None,36600000,36600000,None,None,None,None,-6700000,None,12000000,None,None,55800000
2009-12-31,USD,447200000,None,None,None,None,67500000,48200000,None,157300000,None,-119500000,-274200000,None,None,None,None,38600000,38600000,None,None,None,None,-1300000,None,13900000,None,None,144600000
2010-12-31,USD,107400000,None,None,None,None,71900000,64600000,-69800000,-56300000,None,-339300000,223800000,None,None,None,None,40600000,40600000,None,None,None,None,0,None,13300000,-6900000,1200000,145600000
2011-12-31,USD,191200000,None,None,None,None,88000000,79600000,-64700000,-75800000,None,-463500000,256400000,None,None,None,None,43500000,43500000,None,None,None,None,346900000,None,15700000,-14700000,1200000,180300000
2012-12-31,USD,485900000,None,None,None,None,104900000,140400000,21000000,26500000,None,-428500000,-20600000,None,None,None,None,48000000,48000000,None,None,None,None,0,None,16900000,37800000,1000000,270200000
2013-12-31,USD,414700000,None,None,None,None,113900000,110800000,8400000,35600000,None,270100000,-41500000,None,None,None,None,53800000,53800000,None,None,None,None,0,None,17000000,642000000,-1300000,209700000
2014-12-31,USD,295900000,None,None,None,None,104000000,118800000,-18100000,-27700000,None,-297800000,-20200000,None,None,None,None,61200000,61200000,None,None,None,None,-19500000,None,3300000,-23700000,-1600000,251300000
2015-12-31,USD,529200000,None,None,None,None,129300000,72100000,-11800000,23000000,None,-670800000,-173000000,None,None,None,None,72300000,72300000,None,None,None,None,-137200000,None,2700000,-320100000,-5500000,319600000
2016-12-31,USD,531200000,None,None,None,None,137800000,108800000,300000,-12200000,None,-293400000,-261100000,None,None,None,None,84500000,84500000,None,None,None,None,-75000000,None,-2600000,-25400000,-2100000,250100000
2017-12-31,USD,458700000,None,None,None,None,169100000,159900000,-53900000,-48500000,None,-1094300000,627200000,None,None,None,None,92100000,92100000,None,None,None,None,-268400000,None,13200000,-5700000,2700000,365500000
2018-12-31,USD,339200000,None,None,None,None,190600000,120700000,-54500000,-29000000,None,629200000,-540700000,None,None,None,None,93500000,93500000,None,None,None,None,-459800000,None,23900000,426600000,-1100000,611100000
2019-12-31,USD,703100000,None,None,None,None,205400000,88900000,-25700000,-1900000,None,-694900000,-461200000,None,None,None,None,102900000,102900000,None,None,None,None,-382100000,None,26100000,-453000000,None,472800000
2020-12-31,USD,696700000,None,None,None,None,224200000,95500000,78900000,16400000,None,-122600000,-24700000,None,None,None,None,112400000,112400000,None,None,None,None,-382400000,None,29900000,549400000,None,320100000
2021-12-31,USD,421700000,None,None,None,None,226200000,134800000,-206900000,-136800000,None,-1486400000,488100000,None,None,None,None,112500000,112500000,None,None,None,None,-315600000,None,19400000,-576600000,None,421700000
2022-12-31,USD,1000900000,None,None,None,None,251300000,183500000,-25900000,-165200000,None,-61100000,-862000000,None,None,None,None,134400000,134400000,None,None,None,None,-400000000,None,31200000,77800000,None,1000900000
2023-12-31,USD,1207700000,None,None,None,None,204700000,142200000,None,158000000,None,352400000,-1349700000,None,None,None,None,160300000,160300000,None,None,None,None,-900000000,None,41500000,None,None,767400000
2024-12-31,USD,1059099999,None,None,None,None,70200000,113300000,None,-103700000,None,1229600000,-2110199999,None,None,None,None,172400000,172400000,None,None,None,None,-1585900000,None,30100000,None,None,1311800000
2025-12-31,USD,1100000000,None,None,None,None,196500000,131199999,None,33200000,None,-240400000,-503700000,None,None,None,None,181100000,181100000,None,None,None,None,-1300000000,None,-13500000,None,None,742800000
