fiscalDateEnding,reportedEPS
1996-12-31,0.9
1997-12-31,1.15
1998-12-31,1.4
1999-12-31,1.57
2000-12-31,1.58
2001-12-31,0.81
2002-12-31,1.2
2003-12-31,1.45
2004-12-31,1.87
2005-12-31,2.24
2006-12-31,2.72
2007-12-31,2.93
2008-12-31,2.44
2009-12-31,2.4
2010-12-31,2.31
2011-12-31,2.92
2012-12-31,4.23
2013-12-31,4.09
2014-12-31,3.83
2015-12-31,4.82
2016-12-31,5.87
2017-12-31,4.98
2018-12-31,5.89
2019-12-31,8.21
2020-12-31,5.89
2021-12-31,9.54
2022-12-31,19.99
2023-12-31,16.6
2024-12-31,20.21
2025-12-31,19.39
2026-03-31,3.63
