fiscalDateEnding,reportedEPS
1996-06-30,1.55
1997-06-30,0.21
1998-06-30,0
1999-06-30,-0.48
2000-06-30,1.34
2001-06-30,1.67
2002-06-30,0.09
2003-06-30,0.09
2004-06-30,0.1
2005-06-30,0.21
2006-06-30,0.27
2007-06-30,0.4781
2008-06-30,1.4476
2009-06-30,-0.09
2010-06-30,0.29
2011-06-30,0.57
2012-06-30,0.2
2013-06-30,0.22
2014-06-30,0.45
2015-06-30,0.51
2016-06-30,0.64
2017-06-30,0.99
2018-06-30,1.79
2019-06-30,1.46
2020-06-30,1.6
2021-06-30,2.73
2022-06-30,3.31
2023-06-30,3.42
2024-06-30,3.03
2025-06-30,4.14
2026-03-31,4
