fiscalDateEnding,reportedEPS
1997-12-31,0.27
1998-12-31,0.3
1999-12-31,0.33
2000-12-31,0.3
2001-12-31,0.34
2002-12-31,0.35
2003-12-31,0.39
2004-12-31,0.57
2005-12-31,0.63
2006-12-31,0.72
2007-12-31,0.83
2008-12-31,0.92
2009-12-31,1.05
2010-12-31,1.1
2011-12-31,1.33
2012-12-31,1.36
2013-12-31,1.4
2014-12-31,1.6
2015-12-31,1.5
2016-12-31,1.39
2017-12-31,1.64
2018-12-31,2.08
2019-12-31,2.15
2020-12-31,3.06
2021-12-31,3.41
2022-12-31,3.97
2023-12-31,3.4
2024-12-31,3.63
2025-12-31,3.72
2026-03-31,0.78
