date,portfolio_value,cash,positions_value,n_positions
2007-01-03,99900.0999000999,-9.094947017729282e-13,99900.0999000999,20
2007-01-04,100364.76307327814,-9.094947017729282e-13,100364.76307327814,20
2007-01-05,99501.77245532646,-9.094947017729282e-13,99501.77245532646,20
2007-01-08,100354.15406128408,-9.094947017729282e-13,100354.15406128408,20
2007-01-09,100725.53341336321,-9.094947017729282e-13,100725.53341336321,20
2007-01-10,101238.99115350262,-9.094947017729282e-13,101238.99115350262,20
2007-01-11,103202.08791231696,-9.094947017729282e-13,103202.08791231696,20
2007-01-12,104411.91045016587,-9.094947017729282e-13,104411.91045016587,20
2007-01-16,104365.68896201396,-9.094947017729282e-13,104365.68896201396,20
2007-01-17,104607.12049574038,19.65923905641801,104587.46125668396,20
2007-01-18,103582.31283562646,19.65923905641801,103562.65359657005,20
2007-01-19,104227.68724713924,19.65923905641801,104208.02800808282,20
2007-01-22,103483.92849962637,19.65923905641801,103464.26926056996,20
2007-01-23,104611.88972481621,19.65923905641801,104592.23048575979,20
2007-01-24,105260.25559186292,19.65923905641801,105240.5963528065,20
2007-01-25,103730.38811078644,19.65923905641801,103710.72887173003,20
2007-01-26,104383.29703370533,19.65923905641801,104363.63779464891,20
2007-01-29,104389.41064968439,19.65923905641801,104369.75141062797,20
2007-01-30,105501.49350232074,19.65923905641801,105481.83426326432,20
2007-01-31,106052.91894057354,19.65923905641801,106033.25970151712,20
2007-02-01,107309.3989897596,0.0,107309.3989897596,20
2007-02-02,106932.30813179437,8.915812592031642,106923.39231920234,20
2007-02-05,105995.93009564173,8.915812592031642,105987.01428304969,20
2007-02-06,107075.35849393136,61.77247209751468,107013.58602183385,20
2007-02-07,106745.8853060436,61.77247209751468,106684.11283394608,20
2007-02-08,106340.16298397972,90.46829705356224,106249.69468692616,20
2007-02-09,105436.55266410491,90.46829705356224,105346.08436705134,20
2007-02-12,106015.58452874454,90.46829705356224,105925.11623169098,20
2007-02-13,106855.68224274614,110.53604299829453,106745.14619974785,20
2007-02-14,107754.10159198624,149.64906069639338,107604.45253128985,20
2007-02-15,107780.5740306391,149.64906069639338,107630.9249699427,20
2007-02-16,107708.51369512183,149.64906069639338,107558.86463442544,20
2007-02-20,108804.95777291132,149.64906069639338,108655.30871221493,20
2007-02-21,110061.22051426224,227.1506788823129,109834.06983537992,20
2007-02-22,113564.00708430997,3609.9768872332274,109954.03019707675,20
2007-02-23,113252.4437779908,3609.9768872332274,109642.46689075758,20
2007-02-26,113350.54070490178,3609.9768872332274,109740.56381766856,20
2007-02-27,108216.87028992736,3609.9768872332274,104606.89340269414,20
2007-02-28,109049.53110742947,3609.9768872332274,105439.55422019625,20
2007-03-01,108432.15288085803,784.9159972519265,107647.2368836061,20
2007-03-02,106261.59631682117,784.9159972519265,105476.68031956925,20
2007-03-05,104528.49337609962,784.9159972519265,103743.5773788477,20
2007-03-06,106610.4305317751,811.3037789547617,105799.12675282033,20
2007-03-07,106984.96294189224,864.8614977932369,106120.10144409901,20
2007-03-08,108196.31563839654,864.8614977932369,107331.45414060331,20
2007-03-09,108829.01724939275,864.8614977932369,107964.15575159952,20
2007-03-12,109416.58692311314,864.8614977932369,108551.7254253199,20
2007-03-13,106987.90516276502,864.8614977932369,106123.04366497179,20
2007-03-14,107970.56342546745,864.8614977932369,107105.70192767422,20
2007-03-15,108899.74251815192,898.7747124249944,108000.96780572693,20
2007-03-16,108992.23644196073,900.9053942431763,108091.33104771755,20
2007-03-19,110716.50295486598,900.9053942431763,109815.5975606228,20
2007-03-20,110948.84331001822,958.8524114268919,109989.99089859132,20
2007-03-21,113422.34195648976,958.8524114268919,112463.48954506287,20
2007-03-22,113973.50269507528,958.8524114268919,113014.65028364839,20
2007-03-23,114406.51892647923,958.8524114268919,113447.66651505233,20
2007-03-26,114638.83213590125,958.8524114268919,113679.97972447435,20
2007-03-27,113711.87937318944,958.8524114268919,112753.02696176255,20
2007-03-28,112776.81964568072,1085.4807817846363,111691.33886389609,20
2007-03-29,113289.07643532481,1085.4807817846363,112203.59565354018,20
2007-03-30,113369.94845617581,1085.4807817846363,112284.46767439118,20
2007-04-02,113930.35732042005,433.46900373899916,113496.88831668106,20
2007-04-03,114653.02481190531,451.02655406029777,114201.99825784501,20
2007-04-04,114678.3315483578,451.02655406029777,114227.3049942975,20
2007-04-05,114901.8858717124,451.02655406029777,114450.8593176521,20
2007-04-09,115097.8025249354,451.02655406029777,114646.7759708751,20
2007-04-10,115220.40341415918,488.36279939235476,114732.04061476683,20
2007-04-11,114706.7326165364,488.36279939235476,114218.36981714405,20
2007-04-12,115400.78124823295,488.36279939235476,114912.41844884059,20
2007-04-13,115803.29404315789,488.36279939235476,115314.93124376553,20
2007-04-16,117429.88827058749,488.36279939235476,116941.52547119513,20
2007-04-17,117792.80006493616,488.36279939235476,117304.4372655438,20
2007-04-18,117314.88079571413,508.0220384487737,116806.85875726535,20
2007-04-19,117249.81737921163,508.0220384487737,116741.79534076285,20
2007-04-20,119208.27673694237,508.0220384487737,118700.25469849359,20
2007-04-23,119712.25720994372,508.0220384487737,119204.23517149495,20
2007-04-24,118566.50803706518,508.0220384487737,118058.48599861641,20
2007-04-25,119494.81976885615,508.0220384487737,118986.79773040737,20
2007-04-26,119331.65722184927,508.0220384487737,118823.63518340049,20
2007-04-27,119926.05743272285,508.0220384487737,119418.03539427408,20
2007-04-30,117506.03434807406,508.0220384487737,116998.01230962528,20
2007-05-01,118061.53949548177,0.0,118061.53949548177,20
2007-05-02,119603.80502640204,0.0,119603.80502640204,20
2007-05-03,120458.00115981177,0.0,120458.00115981177,20
2007-05-04,120646.79560374304,0.0,120646.79560374304,20
