date,ticker,sector,market_cap,final_score,score_percentile,target_weight,fcf_yield,roic,debt_to_ebitda,interest_coverage,mom_12_1,above_200dma
2007-01-03,SSP,Communication Services,857650147.443323,0.9742857142857144,0.9973544973544972,0.05,0.4945454755233157,0.1131740007788373,1.385898425284949,10.1422433494835,0.3630832584227288,True
2007-01-03,MDU,Utilities,1763511676.6939163,0.92,0.9947089947089948,0.05,0.000424720748889,0.0943858227599741,1.823583121710552,7.452851964193238,0.1960361183494079,True
2007-01-03,GWW,Industrials,4531632967.484864,0.8237456000561643,0.984126984126984,0.05,0.0730264349241133,0.1721548233580688,0.01561422252366,23.474915592752865,0.3870965712204219,True
2007-01-03,IFF,Basic Materials,1648702636.3601685,0.8076309135309138,0.9814814814814816,0.05,0.127397746184058,0.1393481341371839,2.0021873273733,13.15468619246862,0.7383300484914765,True
2007-01-03,WLK,Basic Materials,2092176995.770996,0.7750550005550007,0.9735449735449736,0.05,0.1106512500940143,0.224742791974047,0.5194119314891799,11.254632751598198,0.1395819413466978,True
2007-01-03,CMC,Industrials,3102186717.5814285,0.7590503130937054,0.9682539682539684,0.05,0.0234682843516136,0.2616516896807921,0.5764535289032654,20.27486800764422,0.5081523832224406,True
2007-01-03,MTW,Industrials,803714134.8751068,0.7462652800158549,0.9629629629629628,0.05,0.1795626003546971,0.1434299792149032,1.2871167679570508,3.074404091742529,1.2954377301666642,True
2007-01-03,NDSN,Industrials,1685173824.718475,0.7303383852520255,0.9444444444444444,0.05,0.0638901449931947,0.2207975780678927,0.711374670317671,12.015085381729076,0.1791337749733772,True
2007-01-03,SEB,Industrials,2220005920.0,0.7107638790295217,0.9312169312169312,0.05,0.0953745204427202,0.1917762948285254,0.6078488557802609,11.205741441928753,0.126376277632924,True
2007-01-03,WAT,Healthcare,5038257230.09491,0.7041666666666668,0.9285714285714286,0.05,0.042557374545952,0.3869594565942226,2.626004138086402,11.37583918813427,0.2963254952148078,True
2007-01-03,HRL,Consumer Defensive,5323832712.936402,0.70193242793457,0.925925925925926,0.05,0.0347602958204015,0.1512188116112289,0.6128259386859272,22.34994545274224,0.1677788691931268,True
2007-01-03,FWRD,Industrials,831163369.0643309,0.691584279289376,0.9232804232804231,0.05,0.0374114177276661,0.0882832053530124,0.0254928517682468,262.16129032258067,0.6012856373918856,True
2007-01-03,TRMB,Technology,3016483992.149353,0.6843401451489688,0.917989417989418,0.05,0.02885412295458,0.1554577155267879,0.0050041646284225,11.885270307992927,0.325568425309743,True
