fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,None,96000000,None,None,None,None,23200000,22700000,None,-11500000,None,-20000000,-68900000,None,None,None,None,None,None,None,None,None,None,None,None,7800000,None,None,34800000
2007-12-31,None,33700000,None,None,None,None,25100000,23000000,None,-32000000,None,-12100000,-23200000,None,None,None,None,24100000,24100000,None,None,None,None,None,None,8600000,None,None,40100000
2008-12-31,None,81800000,None,None,None,None,25500000,22900000,None,17000000,None,-24600000,-22100000,None,None,None,None,205800000,205800000,None,None,None,None,-700000,None,8400000,None,None,44100000
2009-12-31,None,54100000,None,None,None,None,22600000,19800000,None,22800000,None,-24800000,-60200000,None,None,None,None,7700000,7700000,None,None,None,None,None,None,7900000,None,None,32800000
2010-12-31,None,17500000,None,None,None,None,22900000,24300000,None,3300000,None,-23700000,4900000,None,None,None,None,8100000,8100000,None,None,None,None,None,None,7300000,None,None,37900000
2011-12-31,None,36400000,None,None,None,None,24100000,20800000,None,-19800000,None,-21400000,-18500000,None,None,None,None,8400000,8400000,None,None,None,None,-300000,None,5200000,None,None,30800000
2012-12-31,None,86000000,None,None,None,None,23600000,24700000,None,14600000,None,-32600000,36100000,None,None,None,None,8500000,8500000,None,None,None,None,-3600000,None,7500000,None,None,37100000
2013-12-31,None,62000000,None,None,None,None,25000000,29200000,None,-9600000,None,-28100000,-101600000,None,None,None,None,10100000,10100000,None,None,None,None,-200000,None,6900000,None,None,34000000
2014-12-31,None,77700000,None,None,None,None,25300000,36700000,None,7700000,None,-126600000,61900000,None,None,None,None,10700000,10700000,None,None,None,None,-2800000,None,7300000,None,None,30800000
2015-12-31,None,111900000,None,None,None,None,29600000,37700000,None,15600000,None,-185100000,83900000,None,None,None,None,11200000,11200000,None,None,None,None,-7700000,None,7200000,None,None,56000000
2016-12-31,None,67400000,None,None,None,None,38500000,37100000,None,-2900000,None,-266800000,194900000,None,None,None,None,11800000,11800000,None,None,None,None,-4300000,None,9900000,None,None,68000000
2017-12-31,None,104600000,None,None,None,None,51700000,37900000,None,-23700000,None,-139900000,34700000,None,None,None,None,12700000,12700000,None,None,None,None,-5000000,None,9000000,None,None,82100000
2018-12-31,None,153900000,None,None,None,None,57700000,39800000,None,-7500000,None,-94400000,-48300000,None,None,None,None,13100000,13100000,None,None,None,None,-20000000,None,9700000,None,None,104400000
2019-12-31,None,110200000,None,None,None,None,65600000,37900000,None,-5700000,None,-401700000,287500000,None,None,None,None,12700000,12700000,None,None,None,None,None,None,9400000,None,None,129300000
2020-12-31,USD,252000000,None,None,None,None,71800000,34300000,None,44000000,None,-37300000,-207400000,None,None,None,None,12800000,12800000,None,None,None,None,0,None,1900000,None,None,108800000
2021-12-31,USD,223800000,None,None,None,None,72100000,51700000,None,-36900000,None,-272900000,80800000,None,None,None,None,12800000,12800000,None,None,None,None,-2200000,None,5500000,None,None,119100000
2022-12-31,USD,142300000,None,None,None,None,77500000,84600000,None,-47300000,None,-416100000,270600000,None,None,None,None,13100000,13100000,None,None,None,None,-7700000,None,8900000,None,None,103800000
2023-12-31,USD,39600000,None,None,None,None,91300000,55100000,None,26900000,None,725900000,-354100000,None,None,None,None,12800000,12800000,None,None,None,None,-6800000,None,11400000,None,None,582600000
2024-12-31,USD,233600000,None,None,None,None,89400000,37900000,None,3700000,None,-41300000,561800000,None,None,None,None,13100000,13100000,None,None,None,None,-3000000,None,14700000,None,None,85400000
2025-12-31,USD,341700000,None,None,None,None,266200000,103600000,None,-53900000,None,-1843100000,458100000,None,None,None,None,20900000,20900000,None,None,None,None,0,None,23200000,None,None,-50500000
