fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2021-03-31,USD,-5373000,15911000,21284000,21284000,-7574000,2005500,None,2201000,None,None,None,None,None,None,None,195500,-6602000,2000,None,None,None,-7574000,-7378500,-6604000
2021-06-30,USD,-5373000,15911000,21284000,21284000,-7574000,2005500,None,2201000,None,None,None,None,None,None,None,195500,-6602000,2000,None,None,None,-7574000,-7378500,-6604000
2021-09-30,USD,1185000,19293000,18108000,18108000,-1327000,2299000,None,2512000,None,None,None,100000,None,None,None,213000,-1428000,6000,None,None,None,-1327000,-1114000,-1434000
2022-03-31,USD,-1272000,18471000,19743000,19743000,-4500000,2980000,None,3228000,None,-126000,None,126000,None,None,None,248000,-4341000,1000,None,-4342000,None,-4500000,-4252000,-4342000
2022-06-30,USD,1557000,19217000,17660000,17660000,-2219000,3517000,None,3776000,None,-127000,None,127000,None,None,None,259000,-2200000,354000,None,-2554000,None,-2219000,-1960000,-2554000
2022-09-30,USD,-7014000,10271000,17285000,17285000,-11797000,4507000,None,4783000,None,-270000,None,270000,None,None,None,276000,-12312000,-380000,None,-11932000,None,-11797000,-11521000,-11932000
2022-12-31,USD,17162000,37987000,20825000,20825000,13009000,3864000,None,4153000,None,-313000,None,313000,None,None,None,289000,12425000,2000,None,12423000,None,13009000,13298000,12423000
2023-03-31,USD,-4890000,18236000,23126000,23126000,-13963000,8777000,None,9073000,None,-279000,None,279000,None,None,None,296000,-20232000,3215000,None,-23447000,None,-19953000,-19657000,-9360000
2023-06-30,USD,-4488000,17993000,22481000,22481000,-13183000,8376000,None,8695000,None,-274000,None,274000,None,None,None,319000,15249000,-3528000,None,18777000,None,15523000,15842000,29521000
2023-09-30,USD,-13762000,12731000,26493000,26493000,-24004000,9913000,None,10242000,None,-228000,None,228000,None,None,None,329000,14916000,605000,None,15096000,None,15144000,15473000,33303000
2023-12-31,USD,1464000,30561000,29097000,29097000,-5872000,5940000,None,7336000,None,-42000,None,42000,None,None,None,432000,4344000,-252000,None,4596000,None,4386000,4818000,8992000
2024-03-31,USD,11743000,73068000,61325000,61325000,-5400000,17143000,None,17143000,None,-20000,None,20000,None,None,None,5114000,-120656000,-22319000,None,-120656000,None,-120636000,-115522000,-98337000
2024-06-30,USD,-15694000,41408000,57102000,57102000,-28174000,12057000,None,12480000,None,20000,20000,20000,None,None,None,423000,15981000,-2162000,None,15981000,None,-28174000,-27751000,18280000
2024-09-30,USD,4121000,58478000,54357000,54357000,-13724000,12319000,None,17845000,None,31000,31000,538000,None,None,None,482000,-80361000,50000,None,-80411000,None,-8680000,-8198000,-55543000
2024-12-31,USD,37461000,55046000,17585000,17585000,-10098000,11743000,1400000,47559000,None,149000,None,None,None,None,None,540000,-165148000,-13000,None,-165135000,None,-13397000,-12857000,-148709000
2025-03-31,USD,12947000,62524000,49577000,49577000,-10077000,16131000,None,23024000,None,1393000,None,1393000,None,None,None,623000,975000,12518000,None,975000,None,-10077000,-9454000,-11396000
2025-06-30,USD,-11843000,50313000,62156000,62156000,-28640000,15045000,400000,16797000,None,3428,3428,None,None,None,None,752000,-38206000,None,None,-38206,None,-28640000,-27888000,-38589000
2025-09-30,USD,11404000,52437000,41033000,41033000,-15419000,20272000,None,26823000,None,3489000,4833000,1344000,None,None,None,815000,-9955000,-5000,None,-9960000,None,-8611000,-7796000,-6842000
2025-12-31,USD,13543000,44785000,31242000,31242000,-33095000,40176000,None,46638000,None,2785000,5520000,2735000,None,None,None,1407000,-55698000,3957000,None,-59655000,None,-33095000,-31688000,-40035000
