fiscalDateEnding,reportedEPS
1996-09-30,0.96
1997-09-30,1.17
1998-09-30,1.07
1999-09-30,0.44
2000-09-30,0.67
2001-09-30,1.28
2002-09-30,1.65
2003-09-30,0.72
2004-09-30,0.13
2005-09-30,0.2
2006-09-30,0.7148
2007-09-30,0.88
2008-09-30,2.26
2009-09-30,3.44
2010-09-30,2.15
2011-09-30,0.72
2012-09-30,2.49
2013-09-30,2.78
2014-09-30,2.41
2015-09-30,0.72
2016-09-30,1.64
2017-09-30,-0.8
2018-09-30,-0.62
2019-09-30,0.84
2020-09-30,1.43
2021-09-30,0.06
2022-09-30,1.15
2023-09-30,4.27
2024-09-30,12.29
2025-09-30,14.85
2026-03-31,3.4
