fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-06-30,USD,237600000,None,None,None,None,47600000,19300000,None,3600000,None,7300000,6300000,None,None,None,None,16500000,16500000,None,None,None,None,None,None,None,None,None,211800000
2007-06-30,USD,275100000,None,None,None,None,48700000,47100000,None,-8100000,None,-278000000,-42900000,None,None,None,None,25700000,25700000,None,None,None,None,-28900000,None,None,None,None,227200000
2008-06-30,USD,218500000,None,None,None,None,49200000,118900000,None,17400000,None,381500000,-487300000,None,None,None,None,30600000,30600000,None,None,None,None,-425200000,None,-110500000,None,None,277700000
2009-06-30,USD,145500000,None,None,None,None,52700000,116300000,None,13400000,None,-107500000,-100500000,None,None,None,None,31500000,31500000,None,None,None,None,-46100000,None,None,None,None,47900000
2010-06-30,USD,115200000,None,None,None,None,59100000,44200000,None,-19100000,None,-132900000,-53500000,None,None,None,None,31900000,31900000,None,None,None,None,None,None,None,None,None,2100000
2011-06-30,USD,64200000,None,None,None,None,66500000,79600000,-56900000,-116100000,None,-55400000,213900000,None,None,None,None,32100000,32100000,None,None,None,None,10700000,None,-700000,227100000,4400000,71700000
2012-06-30,USD,160300000,None,None,None,None,83800000,171900000,-31100000,-77300000,None,-154900000,-283400000,None,None,None,None,33700000,33700000,None,None,None,None,1800000,None,-400000,-281500000,-3500000,121600000
2013-06-30,USD,215200000,None,None,None,None,104100000,336900000,12600000,-14900000,None,-327700000,155500000,None,None,None,None,38300000,38300000,None,None,None,None,-6100000,None,13100000,46500000,3500000,146500000
2014-06-30,USD,239600000,None,None,None,None,111900000,349200000,5600000,-37000000,None,-348600000,-29100000,None,None,None,None,38500000,38500000,None,None,None,None,7100000,None,11400000,-137500000,600000,132800000
2015-06-30,USD,282600000,None,None,None,None,122300000,170500000,25400000,36000000,None,-170000000,-159400000,None,None,None,None,37900000,37900000,None,None,None,None,-124500000,None,10000000,-50000000,-3200000,58700000
2016-06-30,USD,256900000,None,None,None,None,119300000,95200000,48200000,1600000,None,-82600000,-163100000,None,None,None,None,34800000,34800000,None,None,None,None,-123900000,None,8700000,12000000,800000,11300000
2017-06-30,USD,129300000,None,None,None,None,117800000,98500000,-34600000,-74600000,None,-112100000,-32800000,None,None,None,None,34100000,34100000,None,None,None,None,-1000000,None,13000000,-15700000,-100000,47000000
2018-06-30,USD,209200000,None,None,None,None,116600000,135000000,-86800000,400000,None,-139400000,-78900000,None,None,None,None,34400000,34400000,None,None,None,None,-2400000,None,17600000,-10100000,-1000000,188500000
2019-06-30,USD,232400000,None,None,None,None,121500000,180300000,-5300000,-94000000,None,-244600000,-19400000,None,None,None,None,38600000,38600000,None,None,None,None,-4400000,None,17600000,-31600000,None,167000000
2020-06-30,USD,231800000,None,None,None,None,123900000,171400000,90300000,31300000,None,-171200000,107800000,None,None,None,None,38800000,38800000,None,None,None,None,4300000,None,10900000,168400000,None,1500000
2021-06-30,USD,250000000,None,None,None,None,123600000,100500000,-14900000,238500000,None,-78900000,-76100000,None,None,None,None,39100000,39100000,None,None,None,None,500000,None,10400000,95000000,None,-229600000
2022-06-30,USD,6000000,None,None,None,None,131400000,91300000,-79000000,-71900000,None,-89100000,-52800000,None,None,None,None,39200000,39200000,None,None,None,None,-3400000,None,10800000,-135900000,None,-49100000
2023-06-30,USD,14700000,None,None,None,None,131000000,82300000,-144500000,-140300000,None,-82300000,-40100000,None,None,None,None,39400000,39400000,None,None,None,None,5000000,None,16400000,-107700000,None,56400000
2024-06-30,USD,274900000,None,None,None,None,134600000,96600000,None,-96700000,None,-95900000,-23300000,None,None,None,None,40000000,40000000,None,None,None,None,-24200000,None,19800000,None,None,186500000
2025-06-30,USD,440400000,None,None,None,None,139200000,154300000,None,-60400000,None,-152900000,-167100000,None,None,None,None,40300000,40300000,None,None,None,None,-101900000,None,22800000,None,None,376000000
