fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-03-31,USD,61300000,None,None,None,None,12000000,3500000,None,2500000,None,2600000,300000,None,None,None,None,4200000,4200000,None,None,None,None,None,None,None,None,None,60800000
2006-06-30,USD,116000000,None,None,None,None,12100000,5600000,None,37600000,None,-20900000,6500000,None,None,None,None,4100000,4100000,None,None,None,None,None,None,None,None,None,68000000
2006-09-30,USD,64000000,None,None,None,None,11900000,7300000,None,-8600000,None,-155300000,-6000000,None,None,None,None,6100000,6100000,None,None,None,None,None,None,None,None,None,51200000
2006-12-31,USD,43800000,None,None,None,None,11900000,7300000,None,-23800000,None,-39900000,-2800000,None,None,None,None,6100000,6100000,None,None,None,None,None,None,None,None,None,48100000
2007-03-31,USD,38900000,None,None,None,None,12000000,13200000,None,200000,None,-39900000,-15600000,None,None,None,None,5700000,5700000,None,None,None,None,None,None,None,None,None,66600000
2007-06-30,USD,128400000,None,None,None,None,12900000,19300000,None,24100000,None,-42900000,-18500000,None,None,None,None,7800000,7800000,None,None,None,None,-15000000,None,None,None,None,61300000
2007-09-30,USD,48900000,None,None,None,None,12400000,18400000,None,-46500000,None,100000,-164600000,None,None,None,None,7600000,7600000,None,None,None,None,-157700000,None,400000,None,None,57700000
2007-12-31,USD,23200000,None,None,None,None,12700000,24400000,None,-42400000,None,3500000,-74500000,None,None,None,None,7300000,7300000,None,None,None,None,-68100000,None,100000,None,None,56000000
2008-03-31,USD,71400000,None,None,None,None,12000000,29900000,None,30500000,None,408500000,-32200000,None,None,None,None,7200000,7200000,None,None,None,None,-25000000,None,None,None,None,120000000
2008-06-30,USD,75000000,None,None,None,None,12100000,46200000,None,75800000,None,-30600000,-216000000,None,None,None,None,8500000,8500000,None,None,None,None,-174400000,None,-500000,None,None,44000000
