fiscalDateEnding,reportedEPS
1997-10-31,0.59
1998-10-31,1.08
1999-10-31,1.17
2000-10-31,1.1668
2001-10-31,-0.9544
2002-10-31,0.0437
2003-10-31,0.06
2004-10-31,0.139
2005-10-31,0.2025
2006-10-31,0.062
2007-10-31,0.2035
2008-10-31,0.3646
2009-10-31,-0.3243
2010-10-31,-1.002
2011-10-31,0.1045
2012-10-31,0.4224
2013-10-31,-0.0093
2014-10-31,0.0879
2015-10-31,-0.6831
2016-10-31,-0.3012
2017-10-31,-0.2749
2018-10-31,0.13
2019-10-31,-0.76
2020-10-31,-0.84
2021-10-31,0.8692
2022-10-31,-0.0494
2023-10-31,0.2588
2024-10-31,-0.5447
2025-10-31,-0.1812
