fiscalDateEnding,reportedEPS
1996-01-31,0.06
1997-01-31,0.21
1998-01-31,0.25
1999-01-31,0.35
2000-01-31,0.45
2001-01-31,0.48
2002-01-31,0.65
2003-01-31,0.94
2004-01-31,1.18
2005-01-31,1.38
2006-01-31,1.75
2007-01-31,1.99
2008-01-31,1.86
2009-01-31,1.49
2010-01-31,1.23
2011-01-31,1.44
2012-01-31,1.66
2013-01-31,1.75
2014-01-31,2.15
2015-01-31,2.67
2016-01-31,3.29
2017-01-31,3.98
2018-01-31,4.39
2019-01-31,5.1
2020-01-31,5.72
2021-01-31,8.83
2022-01-31,11.97
2023-01-31,13.73
2024-01-31,13.06
2025-01-31,11.98
2026-01-31,12.29
