fiscalDateEnding,reportedEPS
1996-12-31,0.8
1997-12-31,1.09
1998-12-31,0.45
1999-12-31,0.63
2000-12-31,2.74
2001-12-31,2.51
2002-12-31,1.73
2003-12-31,3.68
2004-12-31,4.38
2005-12-31,6.73
2006-12-31,6.35
2007-12-31,6.24
2008-12-31,9.55
2009-12-31,3.76
2010-12-31,6.53
2011-12-31,6
2012-12-31,3.26
2013-12-31,4.26
2014-12-31,4.91
2015-12-31,2.53
2016-12-31,-0.13
2017-12-31,1.59
2018-12-31,1.29
2019-12-31,1.24
2020-12-31,-0.4289
2021-12-31,3.52
2022-12-31,8.31
2023-12-31,5.7
2024-12-31,4.83
2025-12-31,3.91
2026-03-31,0
