fiscalDateEnding,reportedEPS
1996-09-30,0.52
1997-09-30,0.92
1998-09-30,0.88
1999-09-30,0.66
2000-09-30,0.88
2001-09-30,0.74
2002-09-30,0.56
2003-09-30,0.64
2004-09-30,1.09
2005-09-30,1.31
2006-09-30,1.61
2007-09-30,1.92
2008-09-30,2.26
2009-09-30,1.82
2010-09-30,2.07
2011-09-30,2.54
2012-09-30,3.07
2013-09-30,3.38
2014-09-30,4.32
2015-09-30,5.15
2016-09-30,5.71
2017-09-30,5.7
2018-09-30,7.08
2019-09-30,5.87
2020-09-30,2.01
2021-09-30,2.28
2022-09-30,3.53
2023-09-30,3.77
2024-09-30,4.96
2025-09-30,5.93
2026-03-31,1.63
