fiscalDateEnding,reportedEPS
1996-02-29,0.2
1997-02-28,0.92
1998-02-28,1.35
1999-02-28,1.1859
2000-02-29,1.4088
2001-02-28,1.143
2002-02-28,0.679
2003-02-28,1.4086
2004-02-29,1.714
2005-02-28,2.66
2006-02-28,3.46
2007-02-28,2.87
2008-02-29,2.37
2009-02-28,1.42
2010-02-28,1.32
2011-02-28,1.8848
2012-02-29,1.4975
2013-02-28,1.49
2014-02-28,2.82
2015-02-28,2.97
2016-02-29,3.63
2017-02-28,3.4763
2018-02-28,3.8986
2019-02-28,4.33
2020-02-29,4.33
2021-02-28,-1.81
2022-02-28,8
2023-02-28,10.85
2024-02-29,9.81
2025-02-28,6.69
2026-02-28,2.07
